league,season,team,player,nation,pos,age,born,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,,,,,,,,,,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
POR-Primeira Liga,2024-25,AVS Futebol,Christian Neiva Afonso,POR,"DF,MF",29,1994,18.0,810,587,216,23,1,3,52,181,12,10,2,0,555,7,15
POR-Primeira Liga,2024-25,AVS Futebol,Clayton,BRA,DF,24,2000,2.0,92,90,2,2,0,1,0,0,0,0,0,0,82,0,0
POR-Primeira Liga,2024-25,AVS Futebol,Cristian Castro,COL,DF,23,2001,30.5,1370,1312,54,51,5,9,4,2,0,0,0,0,1163,4,6
POR-Primeira Liga,2024-25,AVS Futebol,Eric Veiga,LUX,"DF,MF",27,1997,4.1,120,92,27,5,0,1,16,18,4,4,0,0,84,1,2
POR-Primeira Liga,2024-25,AVS Futebol,Fernando Ferreira Fonseca,POR,"DF,MF",27,1997,21.2,1018,759,255,18,0,4,51,237,0,0,0,0,713,4,48
POR-Primeira Liga,2024-25,AVS Futebol,Gerson Rodrigues,LUX,FW,29,1995,2.1,59,56,2,0,0,0,3,0,0,0,0,0,45,1,3
POR-Primeira Liga,2024-25,AVS Futebol,Giorgi Aburjania,GEO,MF,29,1995,3.4,138,129,8,7,0,2,2,0,1,1,0,0,115,1,2
POR-Primeira Liga,2024-25,AVS Futebol,Guillermo Ochoa,MEX,GK,39,1985,23.0,707,412,293,74,0,1,0,0,0,0,0,0,526,2,0
POR-Primeira Liga,2024-25,AVS Futebol,Gustavo Assuncao,POR,MF,24,2000,17.5,775,730,43,31,3,8,16,0,3,1,2,0,623,2,13
POR-Primeira Liga,2024-25,AVS Futebol,Gustavo Mendonça,POR,MF,21,2003,7.5,300,285,11,5,0,1,5,2,3,2,1,0,238,4,4
POR-Primeira Liga,2024-25,AVS Futebol,Ignacio Rodríguez,URU,DF,20,2003,13.2,591,563,27,25,0,5,2,2,0,0,0,0,451,1,13
POR-Primeira Liga,2024-25,AVS Futebol,Issiaka Kamate,FRA,"FW,MF",19,2004,3.9,111,111,0,0,1,0,7,0,0,0,0,0,83,0,4
POR-Primeira Liga,2024-25,AVS Futebol,Jaume Grau,ESP,MF,27,1997,23.5,933,884,47,25,1,2,33,2,19,14,4,0,742,2,23
POR-Primeira Liga,2024-25,AVS Futebol,John Mercado,ECU,"FW,MF",22,2002,26.0,575,568,7,0,1,4,89,3,0,0,0,0,366,0,32
POR-Primeira Liga,2024-25,AVS Futebol,Jonatan Lucca,BRA,MF,30,1994,3.0,134,132,2,1,1,1,3,0,1,0,1,0,112,0,2
POR-Primeira Liga,2024-25,AVS Futebol,Jorge Teixeira,POR,DF,37,1986,8.4,320,303,17,13,0,6,0,0,0,0,0,0,261,0,3
POR-Primeira Liga,2024-25,AVS Futebol,Lucas Fernandes,BRA,"MF,FW",26,1997,5.5,216,196,19,10,0,2,8,0,7,6,0,0,184,1,4
POR-Primeira Liga,2024-25,AVS Futebol,Lucas Piazon,BRA,"MF,FW",30,1994,26.4,982,852,127,53,2,1,95,6,61,40,19,0,786,3,17
POR-Primeira Liga,2024-25,AVS Futebol,Luís Manuel Costa Silva,POR,MF,31,1992,5.2,175,164,10,3,0,1,3,1,0,0,0,0,141,1,2
POR-Primeira Liga,2024-25,AVS Futebol,Léo Alaba,BRA,DF,25,1999,3.7,189,150,39,1,0,1,13,38,0,0,0,0,126,0,5
POR-Primeira Liga,2024-25,AVS Futebol,Nenê,BRA,FW,41,1983,9.6,192,178,14,0,3,7,2,0,0,0,0,0,134,0,8
POR-Primeira Liga,2024-25,AVS Futebol,Rafael Rodrigues,POR,"DF,MF",22,2002,11.5,503,360,140,9,0,0,18,131,0,0,0,0,328,3,21
POR-Primeira Liga,2024-25,AVS Futebol,Rodrigo Ribeiro,POR,FW,19,2005,11.0,201,185,15,0,2,1,3,1,0,0,0,0,130,1,8
POR-Primeira Liga,2024-25,AVS Futebol,Samuel Granada,BRA,FW,24,2000,2.7,53,49,4,0,0,0,3,0,0,0,0,0,35,0,1
POR-Primeira Liga,2024-25,AVS Futebol,Simão Bertelli,BRA,GK,31,1993,11.0,379,261,116,34,0,1,0,0,0,0,0,0,269,2,0
POR-Primeira Liga,2024-25,AVS Futebol,Tiago Galletto,URU,MF,22,2002,1.0,17,16,1,1,0,0,0,0,0,0,0,0,10,0,0
POR-Primeira Liga,2024-25,AVS Futebol,Tomás Tavares,POR,DF,23,2001,8.8,510,376,134,22,0,1,10,112,0,0,0,0,375,0,29
POR-Primeira Liga,2024-25,AVS Futebol,Vasco Lopes,CPV,"FW,MF",24,1999,11.6,347,333,12,4,3,0,36,5,3,1,1,0,262,2,10
POR-Primeira Liga,2024-25,AVS Futebol,Yair Mena Palacios,COL,"MF,FW",24,2000,1.0,22,17,5,1,0,0,5,2,0,0,0,0,9,0,3
POR-Primeira Liga,2024-25,AVS Futebol,Zé Luís,CPV,FW,33,1991,15.4,338,307,31,2,3,1,5,1,0,0,0,0,230,0,3
POR-Primeira Liga,2024-25,Arouca,Alexandre Pinto,POR,DF,26,1998,9.1,416,319,95,4,2,2,29,91,0,0,0,0,280,2,11
POR-Primeira Liga,2024-25,Arouca,Alfonso Trezza,URU,"FW,MF",25,1999,26.9,536,509,25,2,7,3,63,5,0,0,0,0,359,2,14
POR-Primeira Liga,2024-25,Arouca,Amadou Dante,MLI,"DF,MF",23,2000,11.8,590,448,140,14,1,5,25,123,3,1,0,0,447,2,16
POR-Primeira Liga,2024-25,Arouca,Boris Popović,SRB,DF,24,2000,10.0,589,551,38,15,0,0,1,7,0,0,0,0,532,0,1
POR-Primeira Liga,2024-25,Arouca,Brian Mansilla,URU,"FW,MF",22,2002,3.8,100,86,13,4,1,0,12,2,7,3,2,0,62,1,3
POR-Primeira Liga,2024-25,Arouca,Chico Lamba,POR,DF,21,2003,25.2,1429,1346,80,60,2,6,2,4,0,0,0,0,1226,3,12
POR-Primeira Liga,2024-25,Arouca,Cristo González,ESP,MF,26,1997,2.0,50,45,5,0,2,1,4,2,2,1,0,0,30,0,5
POR-Primeira Liga,2024-25,Arouca,David Simão,POR,MF,34,1990,19.7,1251,1121,127,72,11,12,74,1,54,38,8,0,1013,3,11
POR-Primeira Liga,2024-25,Arouca,Dylan Nandín,URU,FW,22,2002,7.3,132,126,4,0,1,0,4,0,0,0,0,0,85,2,4
POR-Primeira Liga,2024-25,Arouca,Güven Yalçın,TUR,FW,25,1999,8.5,192,174,16,1,1,0,13,1,0,0,0,0,125,2,10
POR-Primeira Liga,2024-25,Arouca,Henrique Araújo,POR,FW,22,2002,12.3,217,197,17,1,1,0,5,0,0,0,0,0,154,3,8
POR-Primeira Liga,2024-25,Arouca,Ivo Rodrigues,POR,"MF,FW",29,1995,7.1,257,235,21,7,4,1,15,7,4,0,3,0,194,1,5
POR-Primeira Liga,2024-25,Arouca,Jason,ESP,"FW,MF",30,1994,25.0,781,660,114,25,12,4,146,11,78,47,27,1,488,7,37
POR-Primeira Liga,2024-25,Arouca,José Fontán,ESP,DF,24,2000,28.8,1757,1693,58,51,1,10,3,2,0,0,0,0,1542,6,9
POR-Primeira Liga,2024-25,Arouca,João Valido,POR,GK,24,2000,5.0,155,96,59,9,0,0,0,0,0,0,0,0,135,0,0
POR-Primeira Liga,2024-25,Arouca,Mamadou Loum,SEN,"MF,DF",27,1996,7.9,396,381,14,10,0,3,1,0,0,0,0,0,334,1,6
POR-Primeira Liga,2024-25,Arouca,Matí­as Rocha,URU,DF,23,2001,3.3,241,234,6,5,0,2,0,0,0,0,0,0,222,1,2
POR-Primeira Liga,2024-25,Arouca,Miguel Puche García,ESP,"FW,MF",23,2001,5.8,204,172,30,2,1,0,18,26,2,1,1,0,151,2,4
POR-Primeira Liga,2024-25,Arouca,Morlaye Sylla,GUI,"FW,MF",26,1998,26.3,1003,962,37,10,11,5,27,10,4,2,0,0,801,4,24
POR-Primeira Liga,2024-25,Arouca,Nico Mantl,GER,GK,24,2000,29.0,949,694,254,52,0,0,0,0,0,0,0,0,740,1,1
POR-Primeira Liga,2024-25,Arouca,Nino Galović,CRO,DF,32,1992,1.0,82,79,3,3,0,1,0,0,0,0,0,0,76,0,0
POR-Primeira Liga,2024-25,Arouca,Pablo Gozalbez,ESP,MF,23,2001,7.2,214,200,11,1,2,0,22,0,3,1,2,0,135,3,13
POR-Primeira Liga,2024-25,Arouca,Pedro Santos,POR,MF,23,2000,17.0,923,859,60,52,1,6,15,5,2,0,1,0,801,4,7
POR-Primeira Liga,2024-25,Arouca,Quaresma,BRA,DF,27,1996,0.9,67,55,12,3,0,0,8,9,0,0,0,0,53,0,1
POR-Primeira Liga,2024-25,Arouca,Taichi Fukui,JPN,MF,20,2004,24.3,1096,1045,48,26,5,5,21,6,14,7,4,1,923,3,21
POR-Primeira Liga,2024-25,Arouca,Tiago Esgaio,POR,DF,28,1995,24.2,1340,1025,307,33,3,3,42,274,0,0,0,0,976,8,41
POR-Primeira Liga,2024-25,Arouca,Uładzisłaŭ Marozaŭ,BLR,FW,23,2000,3.1,49,45,4,0,0,1,1,0,0,0,0,0,22,0,9
POR-Primeira Liga,2024-25,Arouca,Weverson,BRA,DF,24,2000,20.8,939,727,209,27,1,6,64,175,7,4,2,0,698,3,31
POR-Primeira Liga,2024-25,Benfica,Adrian Bajrami,ALB,DF,22,2002,0.1,12,9,2,1,0,0,0,1,0,0,0,0,8,1,0
POR-Primeira Liga,2024-25,Benfica,Alexander Bah,DEN,DF,26,1997,15.7,990,828,159,8,1,7,56,151,0,0,0,0,770,3,23
POR-Primeira Liga,2024-25,Benfica,Anatolii Trubin,UKR,GK,22,2001,32.0,860,644,215,51,0,0,0,1,0,0,0,0,723,1,1
POR-Primeira Liga,2024-25,Benfica,Andrea Belotti,ITA,FW,30,1993,5.1,98,89,9,0,2,0,2,0,0,0,0,0,72,0,6
POR-Primeira Liga,2024-25,Benfica,Andreas Schjelderup,NOR,"FW,MF",20,2004,5.8,188,178,10,2,6,1,12,5,3,2,1,0,154,0,5
POR-Primeira Liga,2024-25,Benfica,António Silva,POR,DF,20,2003,22.6,1375,1331,41,31,1,13,4,7,0,0,0,0,1212,3,8
POR-Primeira Liga,2024-25,Benfica,Arthur Cabral,BRA,FW,26,1998,4.2,60,60,0,0,0,0,0,0,0,0,0,0,44,0,0
POR-Primeira Liga,2024-25,Benfica,Benjamín Rollheiser,ARG,"MF,FW",24,2000,1.5,125,118,5,2,0,0,4,1,2,2,0,0,102,2,5
POR-Primeira Liga,2024-25,Benfica,Bruma,POR,"FW,MF",29,1994,5.4,242,226,15,4,4,1,5,9,2,1,0,0,187,1,5
POR-Primeira Liga,2024-25,Benfica,Diogo Prioste,POR,MF,20,2004,0.1,20,20,0,0,0,0,0,0,0,0,0,0,18,0,0
POR-Primeira Liga,2024-25,Benfica,Florentino Luís,POR,MF,24,1999,21.9,1124,1101,17,17,2,11,5,0,0,0,0,0,979,6,12
POR-Primeira Liga,2024-25,Benfica,Fredrik Aursnes,NOR,"MF,FW",28,1995,26.1,1300,1240,53,11,5,12,49,32,10,4,6,0,1065,7,39
POR-Primeira Liga,2024-25,Benfica,Gianluca Prestianni,ARG,"MF,FW",18,2006,3.2,119,111,6,0,1,0,8,4,2,0,1,0,90,2,4
POR-Primeira Liga,2024-25,Benfica,Issa Kaboré,BFA,DF,23,2001,0.1,17,15,2,0,0,0,2,2,0,0,0,0,14,0,0
POR-Primeira Liga,2024-25,Benfica,Jan-Niklas Beste,GER,"FW,DF",25,1999,5.6,302,255,45,5,0,0,33,28,12,6,5,0,238,2,6
POR-Primeira Liga,2024-25,Benfica,João Mário,POR,"FW,MF",31,1993,1.7,103,94,9,4,2,1,10,1,4,0,3,0,84,0,3
POR-Primeira Liga,2024-25,Benfica,João Rêgo,POR,FW,19,2005,0.2,16,15,1,0,0,0,2,1,0,0,0,0,9,0,3
POR-Primeira Liga,2024-25,Benfica,Kerem Aktürkoğlu,TUR,"FW,MF",25,1998,22.3,671,608,57,6,4,5,55,22,19,4,12,0,468,6,29
POR-Primeira Liga,2024-25,Benfica,Leandro Barreiro Martins,LUX,MF,24,2000,13.5,589,570,18,10,1,0,7,8,0,0,0,0,508,1,14
POR-Primeira Liga,2024-25,Benfica,Leandro Santos,POR,"DF,MF",18,2005,2.9,191,168,22,2,1,0,15,20,0,0,0,0,154,1,6
POR-Primeira Liga,2024-25,Benfica,Manuel Manu,POR,MF,23,2001,1.5,71,70,1,1,0,0,0,0,0,0,0,0,62,0,1
POR-Primeira Liga,2024-25,Benfica,Marcos Leonardo,BRA,MF,21,2003,0.9,12,10,2,0,1,0,2,1,0,0,0,0,6,0,2
POR-Primeira Liga,2024-25,Benfica,Morato,BRA,DF,23,2001,1.0,74,73,1,1,0,0,0,0,0,0,0,0,67,0,2
POR-Primeira Liga,2024-25,Benfica,Nicolás Otamendi,ARG,DF,36,1988,30.1,2022,1936,82,47,0,7,2,2,0,0,0,0,1805,4,4
POR-Primeira Liga,2024-25,Benfica,Nuno Felix,POR,MF,20,2004,0.2,18,18,0,0,0,0,0,0,0,0,0,0,16,0,0
POR-Primeira Liga,2024-25,Benfica,Orkun Kökçü,TUR,MF,23,2000,29.3,2019,1820,184,72,17,26,138,15,97,63,9,1,1655,15,27
POR-Primeira Liga,2024-25,Benfica,Renato Sanches,POR,MF,26,1997,2.2,199,185,14,8,0,7,5,3,3,2,1,0,173,0,3
POR-Primeira Liga,2024-25,Benfica,Samuel Dahl,SWE,"DF,MF",24,2000,6.6,358,295,61,9,2,0,42,30,22,16,4,0,271,2,12
POR-Primeira Liga,2024-25,Benfica,Samuel Soares,POR,GK,22,2002,2.0,38,27,11,1,0,0,0,0,0,0,0,0,33,0,0
POR-Primeira Liga,2024-25,Benfica,Tiago Gouveia,POR,"FW,DF",23,2001,1.1,68,61,7,0,0,0,10,6,1,0,0,0,52,0,5
POR-Primeira Liga,2024-25,Benfica,Tomás Araújo,POR,DF,22,2002,25.7,1593,1439,152,39,2,20,22,106,0,0,0,0,1357,2,24
POR-Primeira Liga,2024-25,Benfica,Vangelis Pavlidis,GRE,FW,25,1998,25.1,571,523,43,0,12,7,8,2,0,0,0,0,416,5,21
POR-Primeira Liga,2024-25,Benfica,Zeki Amdouni,SUI,"MF,FW",23,2000,9.5,295,292,1,0,1,2,3,0,0,0,0,0,249,2,8
POR-Primeira Liga,2024-25,Benfica,Álvaro Carreras,ESP,DF,21,2003,30.5,2052,1732,306,40,1,26,82,263,3,0,0,0,1662,14,39
POR-Primeira Liga,2024-25,Benfica,Ángel Di María,ARG,FW,36,1988,18.3,970,859,105,24,19,21,133,21,60,36,12,0,684,6,26
POR-Primeira Liga,2024-25,Boavista,Abdoulay Diaby,MLI,"FW,MF",33,1991,9.9,211,197,11,2,0,2,9,1,0,0,0,0,146,3,5
POR-Primeira Liga,2024-25,Boavista,Alex Marques,POR,DF,18,2005,1.1,49,40,8,2,0,0,0,5,0,0,0,0,38,1,0
POR-Primeira Liga,2024-25,Boavista,Augusto Dabo,GNB,DF,20,2004,6.1,228,148,78,1,0,0,15,77,0,0,0,0,127,2,9
POR-Primeira Liga,2024-25,Boavista,Bruno Onyemaechi,NGA,"DF,MF",25,1999,17.4,587,529,54,8,1,3,60,46,0,0,0,0,366,4,26
POR-Primeira Liga,2024-25,Boavista,César,BRA,GK,32,1992,16.0,380,214,162,37,0,0,0,0,0,0,0,0,220,4,3
POR-Primeira Liga,2024-25,Boavista,Filipe Ferreira,POR,DF,33,1990,24.7,1053,928,118,44,0,8,44,72,1,1,0,0,776,7,24
POR-Primeira Liga,2024-25,Boavista,Gboly Ariyibi,USA,"FW,MF",29,1995,3.8,51,49,2,0,1,1,8,2,0,0,0,0,24,0,4
POR-Primeira Liga,2024-25,Boavista,Gonçalo Almeida,POR,"DF,MF",21,2003,9.0,304,267,34,6,1,2,18,28,0,0,0,0,217,3,7
POR-Primeira Liga,2024-25,Boavista,Ibrahima Camará,GUI,MF,25,1999,14.8,524,489,31,26,7,6,9,2,1,1,0,0,387,4,6
POR-Primeira Liga,2024-25,Boavista,Ilija Vukotić,MNE,MF,25,1999,19.5,601,548,49,22,1,2,15,7,10,9,0,0,454,4,5
POR-Primeira Liga,2024-25,Boavista,Joel silva,POR,"MF,DF",21,2003,26.6,951,801,147,28,5,5,93,77,39,30,6,0,709,3,17
POR-Primeira Liga,2024-25,Boavista,João Ferreira Barros,POR,"MF,FW",18,2006,2.9,70,63,5,1,0,0,6,2,2,2,0,0,43,2,5
POR-Primeira Liga,2024-25,Boavista,João Gonçalves,POR,GK,23,2000,4.0,110,55,55,19,0,0,0,0,0,0,0,0,50,0,0
POR-Primeira Liga,2024-25,Boavista,Layvin Kurzawa,FRA,"DF,MF",31,1992,1.9,81,59,22,4,0,2,11,17,1,0,0,0,50,0,3
POR-Primeira Liga,2024-25,Boavista,Manuel Namora,POR,"MF,FW",26,1998,3.4,53,52,1,0,1,0,2,1,0,0,0,0,29,0,2
POR-Primeira Liga,2024-25,Boavista,Marco Ribeiro,POR,"MF,DF",19,2005,3.8,133,125,7,5,1,0,14,1,1,0,1,0,91,1,2
POR-Primeira Liga,2024-25,Boavista,Marco van Ginkel,NED,"MF,FW",31,1992,7.6,221,217,4,2,0,4,2,0,0,0,0,0,166,0,5
POR-Primeira Liga,2024-25,Boavista,Miguel Reisinho,POR,"MF,FW",25,1999,24.1,855,791,55,26,8,6,23,11,12,5,6,0,640,9,16
POR-Primeira Liga,2024-25,Boavista,Moussa Koné,SEN,"MF,FW",27,1996,3.5,56,49,7,1,0,1,2,6,0,0,0,0,42,0,0
POR-Primeira Liga,2024-25,Boavista,Osman Kakay,SLE,DF,26,1997,6.4,216,162,53,1,1,0,17,51,1,1,0,0,169,1,3
POR-Primeira Liga,2024-25,Boavista,Pedro gomes,POR,DF,21,2003,16.1,526,404,121,9,1,2,4,111,0,0,0,0,406,1,5
POR-Primeira Liga,2024-25,Boavista,Rodrigo Abascal,URU,DF,30,1994,28.9,1286,1072,209,93,2,16,32,104,1,1,0,0,904,5,10
POR-Primeira Liga,2024-25,Boavista,Róbert Boženík,SVK,FW,24,1999,30.6,461,408,47,1,2,8,16,0,0,0,0,0,328,6,18
POR-Primeira Liga,2024-25,Boavista,Salvador Agra,POR,"MF,DF",32,1991,30.3,1014,815,189,65,2,6,164,64,60,46,9,0,688,10,28
POR-Primeira Liga,2024-25,Boavista,Sebastián Pérez Cardona,COL,MF,31,1993,22.5,1066,978,82,67,6,9,4,2,0,0,0,0,867,6,8
POR-Primeira Liga,2024-25,Boavista,Sidoine Fogning,CMR,DF,22,2001,13.0,469,442,24,18,0,7,3,5,0,0,0,0,355,3,6
POR-Primeira Liga,2024-25,Boavista,Steven Vitória,CAN,DF,37,1987,2.4,65,63,2,2,0,0,0,0,0,0,0,0,45,0,1
POR-Primeira Liga,2024-25,Boavista,Tiago Machado,POR,"FW,MF",20,2004,1.4,35,32,2,0,0,0,3,0,0,0,0,0,26,1,0
POR-Primeira Liga,2024-25,Boavista,Tomás Silva,POR,"DF,MF",18,2006,1.0,30,22,5,0,0,0,2,5,0,0,0,0,15,3,2
POR-Primeira Liga,2024-25,Boavista,Tomáš Vaclík,CZE,GK,35,1989,12.0,368,210,157,37,0,0,0,0,0,0,0,0,237,1,0
POR-Primeira Liga,2024-25,Boavista,Tomé,POR,GK,17,2006,2.0,48,10,37,11,0,0,0,0,0,0,0,0,14,1,0
POR-Primeira Liga,2024-25,Boavista,Vitali Lystsov,RUS,DF,29,1995,5.3,149,140,7,5,0,2,2,2,0,0,0,0,105,2,4
POR-Primeira Liga,2024-25,Braga,Adrián Marín,ESP,DF,27,1997,7.9,576,484,90,10,1,2,13,80,0,0,0,0,464,2,6
POR-Primeira Liga,2024-25,Braga,Afonso Patrão,POR,FW,17,2007,2.7,46,45,1,0,0,0,0,0,0,0,0,0,34,0,3
POR-Primeira Liga,2024-25,Braga,Amine El Ouazzani,MAR,FW,23,2001,17.8,318,303,12,0,1,2,5,3,0,0,0,0,226,3,12
POR-Primeira Liga,2024-25,Braga,André Horta,POR,MF,27,1996,5.6,412,378,30,14,3,3,28,5,11,6,3,0,340,4,5
POR-Primeira Liga,2024-25,Braga,Bright Arrey-Mbi,GER,DF,21,2003,12.6,882,868,13,12,0,1,0,1,0,0,0,0,822,1,2
POR-Primeira Liga,2024-25,Braga,Bruma,POR,"FW,MF",29,1994,13.4,546,507,33,5,9,3,15,16,9,2,1,0,437,6,16
POR-Primeira Liga,2024-25,Braga,Diego Rodrigues,POR,MF,19,2005,1.8,96,91,5,4,1,0,3,0,1,1,0,0,80,0,2
POR-Primeira Liga,2024-25,Braga,Fran Navarro,ESP,FW,26,1998,7.4,92,88,4,0,1,0,2,0,0,0,0,0,64,0,6
POR-Primeira Liga,2024-25,Braga,Francisco Chissumba,POR,DF,19,2005,15.9,965,817,148,20,1,0,49,127,1,1,0,0,794,0,25
POR-Primeira Liga,2024-25,Braga,Gabri Martínez,ESP,"FW,MF",21,2003,17.1,709,637,70,3,4,3,54,58,9,2,0,0,507,2,37
POR-Primeira Liga,2024-25,Braga,Ismaël Gharbi,TUN,"FW,MF",20,2004,11.8,538,459,77,20,3,7,78,17,40,27,8,0,400,2,14
POR-Primeira Liga,2024-25,Braga,Jean Gorby,FRA,MF,22,2002,13.5,839,820,17,17,0,11,7,0,0,0,0,0,719,2,7
POR-Primeira Liga,2024-25,Braga,Joe Mendes,SWE,DF,21,2002,2.0,134,107,27,1,0,0,8,26,0,0,0,0,110,0,1
POR-Primeira Liga,2024-25,Braga,Jonatás Noro,POR,DF,19,2005,0.1,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0
POR-Primeira Liga,2024-25,Braga,João Ferreira,POR,DF,23,2001,14.6,955,848,105,22,3,5,24,83,0,0,0,0,770,2,17
POR-Primeira Liga,2024-25,Braga,João Marques,POR,"MF,FW",22,2002,0.4,17,17,0,0,0,0,2,0,0,0,0,0,12,0,0
POR-Primeira Liga,2024-25,Braga,João Moutinho,POR,MF,37,1986,18.5,1235,1156,78,49,2,5,28,8,20,7,7,1,1075,1,12
POR-Primeira Liga,2024-25,Braga,João Vasconcelos,POR,MF,19,2005,0.0,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
POR-Primeira Liga,2024-25,Braga,Lukáš Horníček,CZE,GK,22,2002,17.0,630,502,128,36,0,1,0,0,0,0,0,0,462,0,0
POR-Primeira Liga,2024-25,Braga,Matheus,BRA,GK,32,1992,17.0,584,432,152,46,0,2,0,0,0,0,0,0,436,0,0
POR-Primeira Liga,2024-25,Braga,Paulo Oliveira,POR,DF,32,1992,19.0,1149,1117,31,30,0,4,1,1,0,0,0,0,981,1,8
POR-Primeira Liga,2024-25,Braga,Rafik Guitane,FRA,FW,25,1999,0.0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
POR-Primeira Liga,2024-25,Braga,Ricardo Horta,POR,"MF,FW",29,1994,31.5,1183,1013,158,41,4,4,110,30,58,25,23,1,945,12,21
POR-Primeira Liga,2024-25,Braga,Roberto Férnandez,ESP,FW,22,2002,5.6,114,98,12,0,2,0,2,1,0,0,0,0,78,4,3
POR-Primeira Liga,2024-25,Braga,Robson Bambu,BRA,DF,26,1997,11.4,766,741,22,21,0,8,1,0,0,0,0,0,672,3,6
POR-Primeira Liga,2024-25,Braga,Rodrigo Zalazar,URU,"MF,FW",24,1999,15.4,720,661,56,24,5,12,82,12,17,5,8,0,540,3,21
POR-Primeira Liga,2024-25,Braga,Roger Fernandes,POR,"FW,MF",18,2005,19.3,796,711,82,19,1,9,126,23,40,29,2,1,565,3,24
POR-Primeira Liga,2024-25,Braga,Rúben Furtado,POR,"FW,MF",18,2005,0.6,18,18,0,0,1,0,2,0,0,0,0,0,10,0,0
POR-Primeira Liga,2024-25,Braga,Sikou Niakaté,MLI,DF,25,1999,21.8,1454,1408,42,38,2,2,5,2,0,0,0,0,1274,4,7
POR-Primeira Liga,2024-25,Braga,Simon Banza,COD,FW,27,1996,0.2,3,2,1,0,0,0,0,0,0,0,0,0,3,0,0
POR-Primeira Liga,2024-25,Braga,Thiago Helguera,URU,MF,18,2006,0.1,7,6,0,0,0,0,0,0,0,0,0,0,5,1,0
POR-Primeira Liga,2024-25,Braga,Uroš Račić,SRB,MF,26,1998,8.0,425,420,4,3,0,2,0,1,0,0,0,0,352,1,5
POR-Primeira Liga,2024-25,Braga,Victor Gomez,ESP,DF,24,2000,21.2,1337,1094,238,33,2,5,85,203,2,0,2,0,1047,5,33
POR-Primeira Liga,2024-25,Braga,Vitor Carvalho,BRA,MF,27,1997,16.7,873,851,18,13,3,6,3,4,0,0,0,0,712,4,12
POR-Primeira Liga,2024-25,Braga,Yuri Ribeiro,POR,"DF,MF",27,1997,5.1,374,315,57,4,0,0,14,53,0,0,0,0,304,2,14
POR-Primeira Liga,2024-25,Casa Pia,Andrian Kraev,BUL,MF,25,1999,18.5,635,621,14,12,0,6,8,1,0,0,0,0,493,0,10
POR-Primeira Liga,2024-25,Casa Pia,André Geraldes,POR,"MF,DF",33,1991,14.9,563,450,110,9,0,2,22,100,1,1,0,0,449,3,12
POR-Primeira Liga,2024-25,Casa Pia,Beni,ANG,MF,22,2002,8.3,376,366,10,6,0,5,0,0,0,0,0,0,325,0,4
POR-Primeira Liga,2024-25,Casa Pia,Cassiano,BRA,FW,35,1989,22.0,265,245,14,1,2,0,11,0,1,1,0,0,155,6,12
POR-Primeira Liga,2024-25,Casa Pia,Cauê,BRA,"FW,MF",21,2002,3.9,61,59,2,0,1,0,1,0,0,0,0,0,42,0,3
POR-Primeira Liga,2024-25,Casa Pia,Daniel Azevedo,POR,GK,26,1998,1.0,28,16,12,3,0,0,0,0,0,0,0,0,19,0,0
POR-Primeira Liga,2024-25,Casa Pia,Duplexe Tchamba,CMR,DF,26,1998,20.2,1117,984,132,42,1,17,4,57,0,0,0,0,860,1,9
POR-Primeira Liga,2024-25,Casa Pia,Fahem Benaissa Yahia,FRA,"MF,DF",22,2002,4.3,163,126,37,1,1,1,8,36,0,0,0,0,124,0,2
POR-Primeira Liga,2024-25,Casa Pia,Henrique Pereira,POR,"FW,MF",22,2002,8.4,179,178,0,0,1,0,27,0,0,0,0,0,121,1,6
POR-Primeira Liga,2024-25,Casa Pia,Isaac Monteiro,POR,DF,20,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POR-Primeira Liga,2024-25,Casa Pia,Iyad Mohamed,COM,MF,23,2001,5.4,205,196,9,3,0,4,8,1,2,1,0,0,154,0,4
POR-Primeira Liga,2024-25,Casa Pia,José Fonte,POR,DF,40,1983,22.5,908,857,50,38,0,2,1,1,0,0,0,0,804,1,3
POR-Primeira Liga,2024-25,Casa Pia,João Goulart Silva,POR,DF,24,2000,31.5,1304,1223,77,45,1,10,0,18,0,0,0,0,1058,4,21
POR-Primeira Liga,2024-25,Casa Pia,Jérémy Livolant,FRA,"FW,MF",26,1998,20.0,542,494,47,13,1,2,65,14,17,16,0,0,375,1,19
POR-Primeira Liga,2024-25,Casa Pia,Kali,ANG,DF,20,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POR-Primeira Liga,2024-25,Casa Pia,Korede Osundina,USA,FW,20,2004,1.9,30,29,1,1,0,0,2,0,0,0,0,0,18,0,2
POR-Primeira Liga,2024-25,Casa Pia,Larra,ESP,"MF,DF",26,1997,24.9,999,784,212,12,5,3,63,194,6,3,1,0,675,3,36
POR-Primeira Liga,2024-25,Casa Pia,Leonardo Lelo,POR,"MF,DF",24,2000,31.6,1316,975,336,63,4,5,150,202,70,52,11,0,917,5,39
