league,season,team,player,nation,pos,age,born,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,,,,,,,,,,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
NED-Eredivisie,2024-25,PSV Eindhoven,Rick Karsdorp,NED,DF,29,1995,7.5,616,540,74,7,7,0,22,67,0,0,0,0,539,2,10
NED-Eredivisie,2024-25,PSV Eindhoven,Ryan Flamingo,NED,DF,21,2002,32.7,2905,2838,67,59,4,18,1,8,0,0,0,0,2626,0,13
NED-Eredivisie,2024-25,PSV Eindhoven,Sergiño Dest,USA,DF,23,2000,4.2,256,222,34,1,0,1,9,33,0,0,0,0,231,0,4
NED-Eredivisie,2024-25,PSV Eindhoven,Tygo Land,NED,MF,18,2006,0.4,45,44,1,1,0,0,0,0,0,0,0,0,42,0,1
NED-Eredivisie,2024-25,PSV Eindhoven,Tyrell Malacia,NED,DF,24,1999,4.3,288,249,39,3,0,1,18,36,0,0,0,0,258,0,3
NED-Eredivisie,2024-25,PSV Eindhoven,Walter Benítez,ARG,GK,31,1993,33.5,1298,1123,175,35,0,0,0,0,0,0,0,0,1123,0,0
NED-Eredivisie,2024-25,PSV Eindhoven,Wessel Kuhn,NED,DF,17,2006,0.1,14,10,4,1,0,0,1,3,0,0,0,0,10,0,0
NED-Eredivisie,2024-25,RKC Waalwijk,Aaron Meijers,NED,DF,36,1987,8.4,403,308,94,12,1,1,37,72,10,9,1,0,293,1,14
NED-Eredivisie,2024-25,RKC Waalwijk,Alexander Jakobsen,EGY,"FW,MF",30,1994,0.8,35,31,4,1,0,0,5,0,2,1,0,0,22,0,1
NED-Eredivisie,2024-25,RKC Waalwijk,Chris Lokesa,BEL,"FW,MF",19,2004,11.2,315,298,17,5,0,3,8,2,1,0,0,0,256,0,7
NED-Eredivisie,2024-25,RKC Waalwijk,Daouda Weidmann,CIV,MF,21,2003,8.8,273,260,13,6,0,6,10,3,4,2,0,0,220,0,8
NED-Eredivisie,2024-25,RKC Waalwijk,Dario Van den Buijs,BEL,DF,28,1995,12.3,691,650,38,22,0,10,1,1,1,0,0,0,548,3,10
NED-Eredivisie,2024-25,RKC Waalwijk,Denilho Cleonise,NED,"FW,MF",22,2001,12.2,242,232,8,1,0,1,43,1,6,3,1,0,167,2,11
NED-Eredivisie,2024-25,RKC Waalwijk,Faissal Al Mazyani,BEL,DF,19,2005,18.2,1017,867,147,19,3,8,33,128,0,0,0,0,829,3,19
NED-Eredivisie,2024-25,RKC Waalwijk,Godfried Roemeratoe,CUW,MF,24,1999,16.9,587,575,11,11,1,3,1,0,0,0,0,0,485,1,10
NED-Eredivisie,2024-25,RKC Waalwijk,Jeroen Houwen,NED,GK,28,1996,24.0,934,695,231,40,0,1,0,0,0,0,0,0,640,8,0
NED-Eredivisie,2024-25,RKC Waalwijk,Joey Kesting,NED,GK,23,2001,3.0,103,79,24,6,0,0,0,1,0,0,0,0,73,0,0
NED-Eredivisie,2024-25,RKC Waalwijk,Juan Familia-Castillo,DOM,"DF,FW",24,2000,17.1,810,660,144,19,0,4,104,122,3,2,1,0,606,6,19
NED-Eredivisie,2024-25,RKC Waalwijk,Julian Lelieveld,NED,"DF,MF",26,1997,23.9,1146,1015,126,26,0,11,37,91,8,7,0,0,941,5,13
NED-Eredivisie,2024-25,RKC Waalwijk,Kevin Felida,CUW,"MF,FW",24,1999,4.8,217,214,3,0,0,0,9,3,0,0,0,0,172,0,4
NED-Eredivisie,2024-25,RKC Waalwijk,Liam van Gelderen,SUR,DF,23,2001,30.0,1335,1193,139,38,1,2,12,57,1,0,0,0,1168,3,5
NED-Eredivisie,2024-25,RKC Waalwijk,Luuk Wouters,NED,DF,25,1999,9.2,454,350,104,7,0,1,10,97,0,0,0,0,361,0,15
NED-Eredivisie,2024-25,RKC Waalwijk,Mark Spenkelink,NED,GK,27,1997,4.0,169,150,19,5,0,1,0,0,0,0,0,0,121,0,1
NED-Eredivisie,2024-25,RKC Waalwijk,Michiel Kramer,NED,FW,35,1988,9.4,209,190,17,1,0,0,2,4,0,0,0,0,144,2,6
NED-Eredivisie,2024-25,RKC Waalwijk,Mohammed Ihattaren,NED,"MF,FW",22,2002,17.1,845,713,130,42,2,14,122,19,44,39,1,0,605,2,35
NED-Eredivisie,2024-25,RKC Waalwijk,Oskar Zawada,POL,FW,28,1996,21.6,474,445,29,0,0,1,1,0,0,0,0,0,316,0,12
NED-Eredivisie,2024-25,RKC Waalwijk,Patrick Vroegh,NED,"MF,DF",24,1999,0.4,24,20,4,1,0,0,3,0,3,3,0,0,16,0,0
NED-Eredivisie,2024-25,RKC Waalwijk,Redouan El Yaakoubi,NED,DF,28,1996,4.5,233,228,5,3,0,1,0,0,0,0,0,0,196,0,2
NED-Eredivisie,2024-25,RKC Waalwijk,Reuven Niemeijer,NED,"MF,DF",29,1995,2.5,53,51,2,0,0,0,1,0,0,0,0,0,40,0,3
NED-Eredivisie,2024-25,RKC Waalwijk,Richard van der Venne,NED,"MF,FW",32,1992,8.2,256,234,22,1,4,2,8,6,3,0,1,0,175,0,11
NED-Eredivisie,2024-25,RKC Waalwijk,Richonell Margaret,SUR,FW,23,2000,27.9,705,628,76,6,1,2,97,2,58,51,0,0,513,1,20
NED-Eredivisie,2024-25,RKC Waalwijk,Roshon van Eijma,CUW,DF,26,1998,20.2,918,887,27,19,0,6,0,0,0,0,0,0,786,4,5
NED-Eredivisie,2024-25,RKC Waalwijk,Silvester van der Water,NED,"FW,MF",27,1996,7.0,177,159,17,4,0,2,19,5,7,5,0,0,98,1,6
NED-Eredivisie,2024-25,RKC Waalwijk,Tim van de Loo,,MF,,,20.2,647,636,10,3,2,5,6,0,0,0,0,0,518,1,17
NED-Eredivisie,2024-25,RKC Waalwijk,Yanick van Osch,NED,GK,27,1997,3.0,138,93,45,10,0,1,0,0,0,0,0,0,95,0,0
NED-Eredivisie,2024-25,RKC Waalwijk,Yassin Oukili,NED,MF,23,2001,24.5,810,797,12,8,2,5,11,3,1,1,0,0,635,1,19
NED-Eredivisie,2024-25,Sparta R'dam,Arno Verschueren,BEL,MF,27,1997,18.4,520,505,13,1,3,2,24,3,0,0,0,0,357,2,31
NED-Eredivisie,2024-25,Sparta R'dam,Ayoub Oufkir,NED,"FW,DF",18,2006,0.5,31,26,5,0,0,0,10,0,5,4,0,0,16,0,0
NED-Eredivisie,2024-25,Sparta R'dam,Boyd Reith,NED,DF,25,1999,9.7,644,541,103,6,0,4,44,97,0,0,0,0,509,0,7
NED-Eredivisie,2024-25,Sparta R'dam,Camiel Neghli,NED,FW,22,2001,15.4,608,578,28,4,3,2,55,16,8,8,0,0,430,2,31
NED-Eredivisie,2024-25,Sparta R'dam,Carel Eiting,NED,MF,26,1998,9.8,371,307,62,25,4,2,41,2,25,7,8,0,248,2,13
NED-Eredivisie,2024-25,Sparta R'dam,Charles-Andréas Brym,CAN,"FW,MF",25,1998,3.4,65,62,3,0,0,0,2,1,0,0,0,0,44,0,1
NED-Eredivisie,2024-25,Sparta R'dam,Djevencio van der Kust,SUR,DF,23,2001,10.3,513,429,83,11,0,1,28,72,0,0,0,0,401,1,11
NED-Eredivisie,2024-25,Sparta R'dam,Gjivai Zechiël,NED,MF,20,2004,11.4,453,427,25,23,3,1,2,2,0,0,0,0,382,1,6
NED-Eredivisie,2024-25,Sparta R'dam,Jonathan de Guzmán,NED,MF,36,1987,0.5,31,30,1,1,0,0,0,0,0,0,0,0,27,0,0
NED-Eredivisie,2024-25,Sparta R'dam,Joshua Kitolano,NOR,MF,22,2001,17.6,638,607,28,9,2,1,14,4,0,0,0,0,515,3,9
NED-Eredivisie,2024-25,Sparta R'dam,Joël Ideho,NED,FW,21,2003,1.9,44,44,0,0,2,0,6,0,0,0,0,0,34,0,2
NED-Eredivisie,2024-25,Sparta R'dam,Julian Baas,NED,MF,22,2002,9.4,540,466,73,23,0,5,50,6,43,21,15,0,433,1,6
NED-Eredivisie,2024-25,Sparta R'dam,Kayky Chagas,BRA,"FW,DF",21,2003,1.3,42,39,3,1,0,0,5,0,2,1,1,0,30,0,1
NED-Eredivisie,2024-25,Sparta R'dam,Kristian Nökkvi Hlynsson,ISL,MF,20,2004,13.5,467,406,55,13,3,5,42,8,26,6,14,0,335,6,13
NED-Eredivisie,2024-25,Sparta R'dam,Marvin Young,NED,DF,18,2005,24.1,1399,1352,45,20,0,5,5,18,0,0,0,0,1208,2,8
NED-Eredivisie,2024-25,Sparta R'dam,Metinho,BRA,MF,21,2003,4.0,212,204,8,5,3,2,3,2,0,0,0,0,175,0,5
NED-Eredivisie,2024-25,Sparta R'dam,Mike Eerdhuijzen,NED,DF,24,2000,31.1,2149,2003,141,39,2,49,11,3,0,0,0,0,1872,5,10
NED-Eredivisie,2024-25,Sparta R'dam,Mike Kleijn,NED,DF,19,2005,3.1,142,112,30,6,0,2,11,24,0,0,0,0,111,0,1
NED-Eredivisie,2024-25,Sparta R'dam,Mitchell van Bergen,NED,FW,24,1999,12.5,295,280,13,0,0,1,87,10,3,0,0,0,194,2,11
NED-Eredivisie,2024-25,Sparta R'dam,Mohamed Nassoh,NED,FW,21,2003,18.0,733,703,27,5,4,14,77,11,11,6,4,0,565,3,21
NED-Eredivisie,2024-25,Sparta R'dam,Nick Olij,NED,GK,28,1995,34.0,1497,1298,197,42,2,0,0,1,0,0,0,0,1161,2,0
NED-Eredivisie,2024-25,Sparta R'dam,Nökkvi Þórisson,ISL,"FW,MF",24,1999,1.5,42,41,1,0,1,0,0,0,0,0,0,0,29,0,1
NED-Eredivisie,2024-25,Sparta R'dam,Patrick van Aanholt,NED,DF,33,1990,18.4,823,661,161,19,2,2,24,141,1,0,0,0,680,1,10
NED-Eredivisie,2024-25,Sparta R'dam,Pelle Clement,NED,"MF,FW",28,1996,18.6,887,816,68,19,5,1,44,8,28,12,11,1,689,3,19
NED-Eredivisie,2024-25,Sparta R'dam,Rick Meissen,NED,DF,22,2002,8.5,539,526,13,12,1,6,0,1,0,0,0,0,477,0,3
NED-Eredivisie,2024-25,Sparta R'dam,Saïd Bakari,COM,DF,29,1994,23.8,1129,961,164,8,1,5,44,156,0,0,0,0,951,4,16
NED-Eredivisie,2024-25,Sparta R'dam,Shunsuke Mito,JPN,FW,21,2002,16.5,425,415,8,1,0,1,46,7,0,0,0,0,305,2,14
NED-Eredivisie,2024-25,Sparta R'dam,Teo Quintero,VEN,DF,25,1999,6.4,437,428,9,7,0,1,0,0,0,0,0,0,378,0,0
NED-Eredivisie,2024-25,Sparta R'dam,Tobias Lauritsen,NOR,FW,26,1997,30.1,638,618,17,1,0,0,7,0,0,0,0,0,371,3,16
NED-Eredivisie,2024-25,Twente,Alec Van Hoorenbeeck,BEL,DF,25,1998,12.4,825,770,53,24,2,5,4,7,0,0,0,0,722,2,5
NED-Eredivisie,2024-25,Twente,Anass Salah-Eddine,NED,DF,22,2002,14.2,875,760,114,10,0,1,29,104,0,0,0,0,734,1,14
NED-Eredivisie,2024-25,Twente,Arno Verschueren,BEL,"MF,FW",27,1997,4.0,120,119,0,0,0,2,2,0,0,0,0,0,88,1,3
NED-Eredivisie,2024-25,Twente,Bart van Rooij,NED,DF,23,2001,31.7,1962,1624,331,27,2,9,99,304,0,0,0,0,1549,7,38
NED-Eredivisie,2024-25,Twente,Bas Kuipers,NED,DF,29,1994,19.2,943,766,173,20,1,5,69,139,14,11,0,0,727,4,28
NED-Eredivisie,2024-25,Twente,Carel Eiting,NED,MF,26,1998,6.5,447,397,48,16,2,2,36,2,25,16,2,1,332,2,18
NED-Eredivisie,2024-25,Twente,Daan Rots,NED,FW,23,2001,24.1,785,752,31,2,13,11,36,26,0,0,0,0,552,2,28
NED-Eredivisie,2024-25,Twente,Gerald Alders,NED,DF,19,2005,0.3,20,17,3,0,0,0,0,3,0,0,0,0,15,0,0
NED-Eredivisie,2024-25,Twente,Gijs Besselink,NED,MF,20,2004,3.6,126,123,3,2,0,0,1,1,0,0,0,0,100,0,2
NED-Eredivisie,2024-25,Twente,Gustaf Lagerbielke,SWE,DF,24,2000,16.1,1066,1025,41,23,4,8,0,1,0,0,0,0,907,0,7
NED-Eredivisie,2024-25,Twente,Harry Kuster,NED,"FW,MF",18,2005,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
NED-Eredivisie,2024-25,Twente,Julien Mesbahi,MAR,FW,18,2006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Twente,Lars Unnerstall,GER,GK,34,1990,31.0,1066,835,230,57,0,0,0,0,0,0,0,0,810,1,1
NED-Eredivisie,2024-25,Twente,Lucas Vennegoor of Hesselink,NED,"FW,MF",18,2006,0.8,18,15,2,0,0,0,0,0,0,0,0,0,10,1,0
NED-Eredivisie,2024-25,Twente,Mathias Kjølø,NOR,MF,23,2001,9.6,580,572,6,5,1,8,3,0,1,0,0,0,476,2,11
NED-Eredivisie,2024-25,Twente,Max Bruns,NED,DF,21,2002,18.2,1200,1146,53,28,2,4,3,6,0,0,0,0,1083,1,5
NED-Eredivisie,2024-25,Twente,Mees Hilgers,IDN,DF,23,2001,20.8,1155,1094,58,48,1,8,1,4,0,0,0,0,1011,3,7
NED-Eredivisie,2024-25,Twente,Michal Sadílek,CZE,"MF,DF",25,1999,17.8,968,871,94,40,0,4,72,20,34,25,3,0,756,3,14
NED-Eredivisie,2024-25,Twente,Michel Vlap,NED,"MF,FW",27,1997,27.8,1744,1575,160,51,8,22,133,21,86,59,11,1,1423,9,24
NED-Eredivisie,2024-25,Twente,Mitchell van Bergen,NED,FW,24,1999,8.9,252,248,4,1,0,0,64,0,3,2,0,0,163,0,16
NED-Eredivisie,2024-25,Twente,Naci Ünüvar,NED,FW,21,2003,4.3,138,134,3,0,2,2,17,0,2,2,0,0,99,1,6
NED-Eredivisie,2024-25,Twente,Przemysław Tytoń,POL,GK,37,1987,3.0,118,97,21,3,0,0,0,0,0,0,0,0,94,0,0
NED-Eredivisie,2024-25,Twente,Ricky van Wolfswinkel,NED,FW,35,1989,17.8,379,352,25,3,3,1,5,11,0,0,0,0,251,2,12
NED-Eredivisie,2024-25,Twente,Sam Lammers,NED,FW,27,1997,16.7,418,404,12,0,2,1,9,2,0,0,0,0,282,2,11
NED-Eredivisie,2024-25,Twente,Sayfallah Ltaief,TUN,FW,24,2000,13.4,492,477,12,0,1,0,33,11,1,0,0,0,367,3,22
NED-Eredivisie,2024-25,Twente,Sem Steijn,NED,MF,22,2001,30.7,836,760,69,9,14,5,26,8,9,8,1,0,626,7,20
NED-Eredivisie,2024-25,Twente,Taylor Booth,USA,FW,23,2001,3.0,89,86,1,0,0,0,12,0,0,0,0,0,50,2,6
NED-Eredivisie,2024-25,Twente,Younes Taha El Idrissi,MAR,"FW,MF",,,2.4,100,95,4,0,0,3,15,2,2,1,0,0,58,1,7
NED-Eredivisie,2024-25,Twente,Youri Regeer,NED,MF,20,2003,14.9,851,821,29,19,1,1,25,8,1,0,0,0,701,1,18
NED-Eredivisie,2024-25,Utrecht,Adrian Blake,ENG,"FW,MF",19,2005,5.2,159,156,3,0,0,0,14,3,0,0,0,0,115,0,5
NED-Eredivisie,2024-25,Utrecht,Alonzo Engwanda,BEL,MF,21,2003,14.1,505,482,23,9,0,0,10,14,0,0,0,0,423,0,7
NED-Eredivisie,2024-25,Utrecht,Anthony Descotte,BEL,"FW,MF",20,2003,4.4,104,101,3,0,0,0,2,0,0,0,0,0,80,0,1
NED-Eredivisie,2024-25,Utrecht,Can Bozdogan,GER,MF,23,2001,4.5,163,158,5,3,0,0,3,0,2,1,0,0,127,0,3
NED-Eredivisie,2024-25,Utrecht,David Min,NED,FW,25,1999,13.9,268,257,8,0,2,4,1,0,0,0,0,0,183,3,8
NED-Eredivisie,2024-25,Utrecht,Jens Toornstra,NED,MF,35,1989,14.8,531,471,58,21,4,4,59,12,13,5,3,0,366,2,14
NED-Eredivisie,2024-25,Utrecht,Kolbeinn Finnsson,ISL,DF,24,1999,1.7,84,71,13,3,0,2,5,10,0,0,0,0,66,0,0
NED-Eredivisie,2024-25,Utrecht,Matisse Didden,BEL,DF,22,2001,5.8,323,302,21,8,0,2,0,1,0,0,0,0,273,0,0
NED-Eredivisie,2024-25,Utrecht,Michael Brouwer,NED,GK,31,1993,3.0,107,79,27,3,0,0,0,0,0,0,0,0,61,1,0
NED-Eredivisie,2024-25,Utrecht,Miguel Rodríguez,ESP,"FW,MF",21,2003,13.8,384,361,23,3,0,3,40,13,7,6,1,0,248,0,22
NED-Eredivisie,2024-25,Utrecht,Mike van der Hoorn,NED,DF,31,1992,28.4,1635,1543,87,60,1,11,3,1,0,0,0,0,1332,5,5
NED-Eredivisie,2024-25,Utrecht,Miliano Jonathans,IDN,"FW,MF",20,2004,3.0,103,102,1,0,0,1,8,1,0,0,0,0,77,0,4
NED-Eredivisie,2024-25,Utrecht,Nick Viergever,NED,DF,34,1989,32.8,1829,1730,98,83,0,2,2,6,0,0,0,0,1573,1,10
NED-Eredivisie,2024-25,Utrecht,Niklas Vesterlund,DEN,DF,25,1999,7.1,299,238,61,5,0,0,6,56,0,0,0,0,243,0,3
NED-Eredivisie,2024-25,Utrecht,Noah Ohio,NED,FW,21,2003,7.5,165,155,8,0,0,1,3,0,0,0,0,0,115,2,7
NED-Eredivisie,2024-25,Utrecht,Ole Romeny,IDN,FW,24,2000,8.1,256,254,1,0,0,1,26,1,0,0,0,0,175,1,9
NED-Eredivisie,2024-25,Utrecht,Oscar Fraulo,DEN,MF,20,2003,19.0,637,612,24,11,2,2,18,3,0,0,0,0,497,1,20
NED-Eredivisie,2024-25,Utrecht,Paxten Aaronson,USA,"MF,FW",20,2003,29.9,904,862,37,7,3,3,49,2,16,15,0,0,718,5,36
NED-Eredivisie,2024-25,Utrecht,Siebe Horemans,BEL,DF,26,1998,26.2,1364,1113,249,18,0,3,77,231,0,0,0,0,1009,2,43
NED-Eredivisie,2024-25,Utrecht,Silas Andersen,DEN,MF,20,2004,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
NED-Eredivisie,2024-25,Utrecht,Souffian El Karouani,MAR,DF,23,2000,33.0,1817,1236,578,105,0,15,290,355,118,50,52,0,1230,3,56
NED-Eredivisie,2024-25,Utrecht,Sébastien Haller,CIV,FW,30,1994,14.1,372,360,10,0,1,2,0,1,0,0,0,0,247,2,7
NED-Eredivisie,2024-25,Utrecht,Taylor Booth,USA,"FW,MF",23,2001,2.9,59,55,4,1,0,0,12,2,1,0,1,0,26,0,8
NED-Eredivisie,2024-25,Utrecht,Vasilios Barkas,GRE,GK,30,1994,31.0,1080,831,244,52,0,0,0,0,0,0,0,0,793,5,0
NED-Eredivisie,2024-25,Utrecht,Victor Jensen,DEN,MF,24,2000,12.1,408,389,17,2,0,2,3,1,0,0,0,0,318,2,8
NED-Eredivisie,2024-25,Utrecht,Yoann Cathline,FRA,FW,22,2002,21.6,538,528,8,0,7,4,68,5,3,1,0,0,363,2,20
NED-Eredivisie,2024-25,Utrecht,Zidane Iqbal,IRQ,MF,21,2003,16.1,843,823,19,16,1,3,8,1,0,0,0,0,744,1,5
NED-Eredivisie,2024-25,Willem II,Amar Ahmed,SWE,"FW,MF",20,2004,7.8,255,217,37,9,3,3,29,6,21,3,13,0,180,1,7
NED-Eredivisie,2024-25,Willem II,Amine Lachkar,NED,MF,21,2003,19.3,917,907,10,7,0,6,3,2,0,0,0,0,795,0,11
NED-Eredivisie,2024-25,Willem II,Boris lambert,BEL,"MF,DF",24,2000,16.6,666,642,20,9,1,6,5,11,0,0,0,0,522,4,11
NED-Eredivisie,2024-25,Willem II,Cisse Sandra,BEL,"FW,MF",20,2003,20.8,621,587,34,7,0,7,23,18,5,1,2,0,491,0,17
NED-Eredivisie,2024-25,Willem II,Dennis Kaygin,GER,MF,20,2004,2.6,95,92,3,2,0,0,2,1,0,0,0,0,74,0,6
NED-Eredivisie,2024-25,Willem II,Emilio Kehrer,GER,"FW,MF",22,2002,10.9,263,233,29,5,0,0,38,2,18,5,11,1,179,1,7
NED-Eredivisie,2024-25,Willem II,Erik Schouten,NED,DF,32,1991,17.5,821,768,50,39,0,2,0,6,0,0,0,0,728,3,3
NED-Eredivisie,2024-25,Willem II,Jens Mathijsen,,DF,,,1.4,48,31,17,1,0,0,1,16,0,0,0,0,33,0,2
NED-Eredivisie,2024-25,Willem II,Jeremy Bokila,COD,FW,35,1988,15.3,272,260,12,0,0,1,8,0,0,0,0,0,153,0,15
NED-Eredivisie,2024-25,Willem II,Jesse Bosch,NED,MF,24,2000,30.1,872,864,8,5,2,9,23,0,1,0,1,0,659,0,25
NED-Eredivisie,2024-25,Willem II,Khaled Razak,NED,FW,18,2005,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
NED-Eredivisie,2024-25,Willem II,Kyan Vaesen,BEL,FW,23,2001,21.1,393,376,16,0,1,1,5,3,0,0,0,0,247,1,13
NED-Eredivisie,2024-25,Willem II,Mickaël Tirpan,BEL,DF,30,1993,21.6,1159,959,198,14,1,2,102,180,4,0,3,0,850,2,35
NED-Eredivisie,2024-25,Willem II,Miodrag Pivas,SRB,"MF,DF",19,2005,0.4,41,40,1,0,0,0,0,1,0,0,0,0,35,0,1
NED-Eredivisie,2024-25,Willem II,Nick Doodeman,NED,"FW,MF",27,1996,16.1,505,413,90,19,0,1,124,8,63,27,28,0,329,2,14
NED-Eredivisie,2024-25,Willem II,Patrick Joosten,NED,"MF,FW",28,1996,7.3,211,196,15,4,1,0,28,2,9,4,5,0,153,0,6
NED-Eredivisie,2024-25,Willem II,Per Van Loon,,FW,,,0.2,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
NED-Eredivisie,2024-25,Willem II,Raffael Behounek,AUT,DF,27,1997,30.9,1801,1669,126,67,1,15,4,2,0,0,0,0,1528,6,13
NED-Eredivisie,2024-25,Willem II,Ringo Meerveld,NED,"MF,FW",23,2000,32.2,1233,1151,75,19,5,12,33,0,5,1,0,0,1067,7,17
NED-Eredivisie,2024-25,Willem II,Rob Nizet,BEL,DF,22,2002,10.6,557,464,92,19,0,0,37,73,0,0,0,0,448,1,4
NED-Eredivisie,2024-25,Willem II,Rúnar Þór Sigurgeirsson,ISL,"DF,FW",24,1999,21.4,906,729,176,7,0,6,77,168,1,0,1,0,614,1,37
NED-Eredivisie,2024-25,Willem II,Thomas Didillon,FRA,GK,28,1995,34.0,1188,843,340,62,0,0,0,0,0,0,0,0,773,5,1
NED-Eredivisie,2024-25,Willem II,Tommy St. Jago,NED,DF,24,2000,32.5,1684,1510,172,30,1,10,22,133,0,0,0,0,1456,2,19
NED-Eredivisie,2024-25,Willem II,Uriel van Aalst,,FW,,,0.3,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0
NED-Eredivisie,2024-25,Willem II,Valentino Vermeulen,NED,DF,23,2001,0.3,13,7,6,0,0,0,1,6,0,0,0,0,4,0,2
NED-Eredivisie,2024-25,Willem II,Youssuf Sylla,BEL,"FW,MF",21,2002,2.0,51,48,3,0,0,0,1,0,0,0,0,0,33,0,0
NED-Eredivisie,2024-25,Zwolle,Anouar El Azzouzi,NED,"MF,DF",23,2001,32.0,1887,1852,32,29,0,14,23,2,0,0,0,0,1617,3,18
NED-Eredivisie,2024-25,Zwolle,Anselmo García MacNulty,IRL,DF,21,2003,34.0,2019,1926,89,34,1,8,12,5,0,0,0,0,1723,4,16
NED-Eredivisie,2024-25,Zwolle,Apostolos Vellios,GRE,FW,32,1992,0.1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Zwolle,Braydon Manu,GHA,"FW,DF",27,1997,0.7,20,18,1,0,0,0,2,1,0,0,0,0,13,1,2
NED-Eredivisie,2024-25,Zwolle,Damian van der Haar,NED,DF,20,2004,20.4,989,797,189,16,1,14,55,173,0,0,0,0,739,3,21
NED-Eredivisie,2024-25,Zwolle,Dave Van Den Berg,NED,MF,24,2000,24.8,1113,1008,101,50,1,5,56,7,33,20,3,0,915,4,23
NED-Eredivisie,2024-25,Zwolle,Dylan Mbayo,BEL,"FW,MF",22,2001,23.4,580,568,10,1,3,0,31,8,0,0,0,0,443,2,23
NED-Eredivisie,2024-25,Zwolle,Dylan Vente,NED,FW,25,1999,28.0,574,544,29,0,2,3,21,1,0,0,0,0,394,1,24
NED-Eredivisie,2024-25,Zwolle,Eliano Reijnders,IDN,DF,23,2000,13.4,675,552,123,19,0,1,19,104,0,0,0,0,560,0,12
NED-Eredivisie,2024-25,Zwolle,Filip Krastev,BUL,"FW,MF",22,2001,24.2,872,822,48,7,6,13,26,12,29,11,4,0,689,2,17
NED-Eredivisie,2024-25,Zwolle,Jamiro Monteiro,CPV,MF,30,1993,22.0,1000,905,94,32,9,6,68,3,32,14,16,0,839,1,20
NED-Eredivisie,2024-25,Zwolle,Jasper Schendelaar,NED,GK,23,2000,30.0,1181,922,255,69,0,4,0,0,0,0,0,0,764,4,3
NED-Eredivisie,2024-25,Zwolle,Kaj de Rooij,NED,"FW,MF",23,2000,3.7,140,136,4,0,2,0,4,3,1,1,0,0,88,0,9
NED-Eredivisie,2024-25,Zwolle,Mike Hauptmeijer,NED,GK,27,1997,4.0,145,106,39,6,0,0,0,0,0,0,0,0,97,0,0
NED-Eredivisie,2024-25,Zwolle,Nick Fichtinger,NED,MF,20,2004,9.5,378,374,2,2,0,1,4,0,0,0,0,0,289,2,11
NED-Eredivisie,2024-25,Zwolle,Odysseus Velanas,NED,"FW,MF",26,1998,15.2,430,384,43,9,2,3,53,3,21,10,8,0,303,3,15
NED-Eredivisie,2024-25,Zwolle,Olivier Aertssen,NED,DF,19,2004,12.4,572,451,118,15,0,6,7,103,0,0,0,0,442,3,18
NED-Eredivisie,2024-25,Zwolle,Ryan Thomas,NZL,MF,29,1994,9.4,460,436,21,17,1,3,1,4,0,0,0,0,369,3,15
NED-Eredivisie,2024-25,Zwolle,Samir Lagsir,NED,"MF,FW",21,2003,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
NED-Eredivisie,2024-25,Zwolle,Sherel Floranus,CUW,DF,25,1998,19.5,961,750,211,26,3,0,26,185,0,0,0,0,763,0,11
NED-Eredivisie,2024-25,Zwolle,Simon Graves Jensen,DEN,DF,25,1999,25.7,1504,1446,57,43,2,7,1,4,0,0,0,0,1313,1,11
NED-Eredivisie,2024-25,Zwolle,Teun Gijselhart,NED,MF,19,2005,0.3,14,14,0,0,0,0,0,0,0,0,0,0,11,0,1
NED-Eredivisie,2024-25,Zwolle,Thierry Lutonda,BEL,DF,23,2000,5.2,248,186,61,8,0,1,5,53,0,0,0,0,195,1,8
NED-Eredivisie,2024-25,Zwolle,Thomas Buitink,NED,"FW,MF",24,2000,2.7,46,45,1,0,0,0,7,1,0,0,0,0,31,0,6
NED-Eredivisie,2024-25,Zwolle,Tristan Gooijer,NED,DF,19,2004,0.3,12,12,0,0,0,0,0,0,0,0,0,0,12,0,0
NED-Eredivisie,2024-25,Zwolle,Younes Namli,DEN,"FW,MF",30,1994,12.4,605,546,58,14,3,2,60,9,27,21,3,0,460,1,19
POR-Primeira Liga,2024-25,AVS Futebol,Aderlan Santos,BRA,DF,35,1989,6.6,189,177,12,10,0,0,0,1,0,0,0,0,152,0,4
POR-Primeira Liga,2024-25,AVS Futebol,Babatunde Akinsola,NGA,"MF,FW",21,2003,13.0,309,273,34,3,1,0,43,28,3,2,1,0,209,2,15
POR-Primeira Liga,2024-25,AVS Futebol,Baptiste Roux,FRA,DF,24,1999,20.7,951,916,32,28,1,5,11,0,0,0,0,0,781,3,7
