league,season,team,player,nation,pos,age,born,90s,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
ITA-Serie A,2023-24,Juventus,Carlo Pinsoglio,ITA,GK,33,1990,0.5,0,0,0,0,0,0.5,0.18,0.5,1.06,2,5,40.0,21,1,23.8,31.4,0,,,17,0,0.0,0,0.0,5.0
ITA-Serie A,2023-24,Juventus,Mattia Perin,ITA,GK,30,1992,2.5,1,0,0,0,0,1.2,0.25,0.2,0.1,5,15,33.3,54,9,25.9,29.4,12,8.3,19.5,29,2,6.9,3,1.2,16.7
ITA-Serie A,2023-24,Juventus,Wojciech Szczęsny,POL,GK,33,1990,35.0,30,2,0,4,2,28.3,0.24,0.3,0.01,147,340,43.2,828,134,32.0,32.8,174,43.1,40.2,555,26,4.7,20,0.57,11.6
ITA-Serie A,2023-24,Lazio,Christos Mandas,GRE,GK,21,2001,8.0,6,0,0,2,0,7.0,0.25,1.0,0.12,38,114,33.3,240,29,42.5,37.7,29,41.4,37.9,99,6,6.1,5,0.62,13.1
ITA-Serie A,2023-24,Lazio,Ivan Provedel,ITA,GK,29,1994,30.0,33,2,0,1,0,30.0,0.23,-3.0,-0.1,101,252,40.1,841,103,22.6,30.8,176,35.2,37.0,377,15,4.0,18,0.6,13.0
ITA-Serie A,2023-24,Lecce,Wladimiro Falcone,ITA,GK,28,1995,38.0,54,5,1,7,1,51.0,0.26,-2.0,-0.05,152,489,31.1,893,159,42.6,34.9,248,44.0,35.2,522,20,3.8,20,0.53,11.0
ITA-Serie A,2023-24,Milan,Antonio Mirante,ITA,GK,40,1983,2.0,3,0,0,1,0,3.1,0.41,0.1,0.05,5,14,35.7,46,5,26.1,29.2,8,25.0,29.4,17,1,5.9,1,0.51,11.9
ITA-Serie A,2023-24,Milan,Lapo Nava,ITA,GK,19,2004,0.0,1,0,0,0,0,0.9,0.5,-0.1,-2.83,1,1,100.0,1,0,100.0,43.0,0,,,0,0,,0,0.0,
ITA-Serie A,2023-24,Milan,Marco Sportiello,ITA,GK,31,1992,7.0,11,1,0,0,1,8.9,0.25,-1.1,-0.15,20,51,39.2,230,40,20.4,26.9,17,23.5,29.1,81,5,6.2,9,1.29,15.4
ITA-Serie A,2023-24,Milan,Mike Maignan,FRA,GK,28,1995,29.0,34,7,2,3,0,29.8,0.19,-4.2,-0.14,119,284,41.9,1070,188,21.1,28.2,147,39.5,38.0,339,37,10.9,36,1.24,15.2
ITA-Serie A,2023-24,Monza,Alessandro Sorrentino,ITA,GK,21,2002,6.1,16,4,0,1,0,14.4,0.34,-1.6,-0.27,18,56,32.1,151,29,26.5,30.6,42,38.1,36.1,62,3,4.8,3,0.49,16.8
ITA-Serie A,2023-24,Monza,Michele Di Gregorio,ITA,GK,26,1997,31.9,35,3,1,5,0,45.4,0.26,10.4,0.33,179,430,41.6,1126,201,27.8,30.6,223,52.5,44.2,469,19,4.1,18,0.56,11.5
ITA-Serie A,2023-24,Napoli,Alex Meret,ITA,GK,26,1997,30.8,40,2,1,5,0,38.0,0.33,-2.0,-0.07,56,174,32.2,774,120,18.5,27.9,137,22.6,29.5,334,9,2.7,29,0.94,15.4
ITA-Serie A,2023-24,Napoli,Nikita Contini Baranovsky,ITA,GK,27,1996,0.2,0,0,0,0,0,0.0,,0.0,0.0,0,0,,3,1,0.0,17.0,1,0.0,15.0,1,0,0.0,3,15.88,37.0
ITA-Serie A,2023-24,Napoli,Pierluigi Gollini,ITA,GK,28,1995,7.0,8,0,0,1,0,8.2,0.34,0.2,0.02,27,68,39.7,213,28,22.1,29.5,53,39.6,36.3,82,5,6.1,9,1.29,16.2
ITA-Serie A,2023-24,Roma,Mile Svilar,SRB,GK,23,1999,15.0,19,1,0,3,1,20.2,0.24,2.2,0.14,44,116,37.9,516,77,15.9,25.3,89,38.2,36.2,208,16,7.7,7,0.47,12.0
ITA-Serie A,2023-24,Roma,Rui Patrício,POR,GK,35,1988,23.0,27,2,0,2,2,23.4,0.29,-1.6,-0.07,90,211,42.7,492,86,31.5,31.0,137,40.9,34.9,309,16,5.2,8,0.35,11.7
ITA-Serie A,2023-24,Salernitana,Benoît Costil,FRA,GK,36,1987,13.0,29,3,0,2,1,23.6,0.32,-4.4,-0.34,71,228,31.1,323,45,48.0,37.0,104,70.2,51.1,212,2,0.9,19,1.46,18.2
ITA-Serie A,2023-24,Salernitana,Guillermo Ochoa,MEX,GK,38,1985,21.0,44,7,0,3,1,37.2,0.27,-5.8,-0.28,85,323,26.3,479,73,46.3,37.5,171,59.1,44.4,342,9,2.6,11,0.52,13.6
ITA-Serie A,2023-24,Salernitana,Vincenzo Fiorillo,ITA,GK,33,1990,4.0,8,0,0,4,0,7.3,0.28,-0.7,-0.18,27,96,28.1,72,9,68.1,44.9,54,87.0,56.6,77,4,5.2,1,0.25,7.6
ITA-Serie A,2023-24,Sassuolo,Alessio Cragno,ITA,GK,29,1994,3.0,7,1,1,1,1,5.1,0.3,-0.9,-0.28,17,45,37.8,78,11,50.0,37.8,22,27.3,30.5,37,3,8.1,8,2.67,18.6
ITA-Serie A,2023-24,Sassuolo,Andrea Consigli,ITA,GK,36,1987,35.0,68,7,1,7,3,51.7,0.28,-13.3,-0.38,172,540,31.9,982,143,42.3,36.9,252,49.6,41.2,545,23,4.2,22,0.63,11.8
ITA-Serie A,2023-24,Torino,Luca Gemello,ITA,GK,23,2000,2.0,5,1,0,0,0,3.6,0.31,-1.4,-0.72,10,29,34.5,104,8,26.9,31.1,12,8.3,19.7,24,3,12.5,3,1.5,12.0
ITA-Serie A,2023-24,Torino,Vanja Milinković-Savić,SRB,GK,26,1997,36.0,31,6,0,4,0,33.8,0.21,2.8,0.08,264,783,33.7,1288,171,44.8,38.3,239,86.2,66.6,407,38,9.3,37,1.03,13.6
ITA-Serie A,2023-24,Udinese,Maduka Okoye,NGA,GK,23,1999,21.0,25,3,2,3,1,23.9,0.24,-0.1,0.0,99,263,37.6,286,45,55.9,41.7,161,64.0,49.0,365,7,1.9,2,0.1,8.7
ITA-Serie A,2023-24,Udinese,Marco Silvestri,ITA,GK,32,1991,17.0,28,6,0,2,0,25.7,0.29,-2.3,-0.14,57,168,33.9,345,68,33.6,32.3,105,49.5,42.1,282,5,1.8,7,0.41,13.1
NED-Eredivisie,2023-24,AZ Alkmaar,Hobie Verhulst,NED,GK,30,1993,1.0,4,1,0,0,0,3.5,0.32,-0.5,-0.47,13,26,50.0,37,3,48.6,38.4,9,88.9,65.0,12,0,0.0,0,0.0,11.8
NED-Eredivisie,2023-24,AZ Alkmaar,Mathew Ryan,AUS,GK,31,1992,29.0,28,3,1,2,0,31.3,0.27,3.3,0.11,168,352,47.7,988,172,29.4,31.6,124,50.0,41.5,344,30,8.7,42,1.45,17.5
NED-Eredivisie,2023-24,AZ Alkmaar,Rome-Jayden Owusu-Oduro,NED,GK,19,2004,4.0,7,0,0,1,1,6.0,0.36,0.0,-0.01,22,59,37.3,125,13,39.2,35.3,17,58.8,47.5,44,0,0.0,5,1.25,16.4
NED-Eredivisie,2023-24,Ajax,Diant Ramaj,GER,GK,21,2001,20.3,32,1,0,0,1,32.4,0.33,1.4,0.07,123,322,38.2,893,113,32.3,33.0,114,29.8,32.7,263,21,8.0,30,1.48,16.0
NED-Eredivisie,2023-24,Ajax,Gerónimo Rulli,ARG,GK,31,1992,6.3,12,1,0,1,0,11.4,0.37,-0.6,-0.09,49,104,47.1,305,40,27.9,29.9,36,52.8,43.5,66,6,9.1,13,2.05,15.8
NED-Eredivisie,2023-24,Ajax,Jay Gorter,NED,GK,23,2000,7.4,17,0,0,1,0,13.8,0.41,-3.2,-0.44,33,87,37.9,259,38,30.5,30.2,45,17.8,28.3,91,7,7.7,7,0.95,13.6
NED-Eredivisie,2023-24,Almere City,Nordin Bakker,NED,GK,25,1997,28.8,53,3,0,9,1,55.6,0.33,3.6,0.13,266,838,31.7,844,77,74.3,50.0,234,90.2,65.0,396,28,7.1,32,1.11,12.8
NED-Eredivisie,2023-24,Almere City,Samuel Şahin-Radlinger,AUT,GK,30,1992,5.2,6,0,0,0,0,6.8,0.29,0.8,0.16,42,163,25.8,150,14,80.0,49.6,43,100.0,66.3,70,3,4.3,13,2.52,16.1
NED-Eredivisie,2023-24,Excelsior,Stijn van Gassel,NED,GK,26,1996,34.0,73,2,0,18,1,60.6,0.3,-11.4,-0.33,332,944,35.2,1311,186,54.4,43.5,266,86.8,61.1,545,42,7.7,20,0.59,10.8
NED-Eredivisie,2023-24,Feyenoord,Justin Bijlow,NED,GK,25,1998,16.2,14,0,0,1,0,13.7,0.35,-0.3,-0.02,57,138,41.3,656,64,17.8,25.6,52,40.4,39.9,142,19,13.4,50,3.08,19.2
NED-Eredivisie,2023-24,Feyenoord,Timon Wellenreuther,GER,GK,27,1995,17.8,12,1,0,3,0,12.8,0.27,0.8,0.04,71,193,36.8,660,85,25.9,29.3,46,47.8,42.7,170,20,11.8,41,2.31,19.2
NED-Eredivisie,2023-24,Fortuna Sittard,Ivor Pandur,CRO,GK,23,2000,16.0,28,2,1,2,1,25.9,0.31,-1.1,-0.07,89,247,36.0,426,65,37.3,34.2,125,70.4,51.1,225,23,10.2,13,0.81,12.9
NED-Eredivisie,2023-24,Fortuna Sittard,Luuk Koopmans,NED,GK,29,1993,5.0,6,0,0,1,0,7.1,0.38,1.1,0.22,28,105,26.7,116,15,62.1,45.4,35,94.3,66.7,56,7,12.5,9,1.8,21.3
NED-Eredivisie,2023-24,Fortuna Sittard,Michael Verrips,NED,GK,26,1996,12.0,22,0,0,5,1,15.9,0.31,-5.1,-0.43,73,253,28.9,268,21,70.1,49.3,84,77.4,55.2,170,11,6.5,8,0.67,12.5
NED-Eredivisie,2023-24,Fortuna Sittard,Tom Hendriks,NED,GK,21,2002,1.0,0,0,0,0,0,0.6,0.2,0.6,0.6,4,10,40.0,19,6,36.8,33.8,5,60.0,51.0,11,3,27.3,2,2.0,19.8
NED-Eredivisie,2023-24,Go Ahead Eag,Jeffrey De Lange,NED,GK,25,1998,34.0,46,2,0,4,1,46.2,0.25,1.2,0.04,219,651,33.6,1211,127,45.0,37.3,223,47.5,40.7,670,17,2.5,32,0.94,15.3
NED-Eredivisie,2023-24,Heerenveen,Andries Noppert,NED,GK,29,1994,22.0,43,3,0,2,1,40.2,0.37,-1.8,-0.08,106,269,39.4,574,114,32.9,32.2,137,58.4,44.8,322,20,6.2,16,0.73,12.1
NED-Eredivisie,2023-24,Heerenveen,Mickey van der Hart,NED,GK,29,1994,12.0,27,1,0,5,1,20.2,0.34,-5.8,-0.48,69,189,36.5,339,43,40.7,34.8,86,59.3,47.7,184,7,3.8,4,0.33,10.0
NED-Eredivisie,2023-24,Heracles Almelo,Michael Brouwer,NED,GK,30,1993,34.0,74,5,2,11,1,69.0,0.29,-4.0,-0.12,207,688,30.1,1037,160,49.5,40.0,308,56.8,47.2,580,30,5.2,18,0.53,10.0
NED-Eredivisie,2023-24,NEC Nijmegen,Jasper Cillessen,NED,GK,34,1989,29.3,46,5,1,4,0,46.2,0.28,0.2,0.01,170,492,34.6,776,141,45.0,37.0,275,52.0,41.9,535,28,5.2,23,0.78,12.4
NED-Eredivisie,2023-24,NEC Nijmegen,Robin Roefs,NED,GK,20,2003,4.7,5,0,0,0,0,5.5,0.32,0.5,0.11,36,87,41.4,136,21,44.1,36.9,48,56.3,46.6,88,10,11.4,3,0.64,11.2
NED-Eredivisie,2023-24,PSV Eindhoven,Boy Waterman,NED,GK,39,1984,0.1,0,0,0,0,0,0.1,0.07,0.1,1.01,1,1,100.0,3,1,0.0,20.7,2,50.0,50.0,2,0,0.0,0,0.0,
NED-Eredivisie,2023-24,PSV Eindhoven,Joel Drommel,NED,GK,26,1996,1.0,1,0,0,0,0,1.5,0.32,0.5,0.51,4,6,66.7,29,7,10.3,26.9,7,42.9,32.0,7,0,0.0,4,4.0,31.2
NED-Eredivisie,2023-24,PSV Eindhoven,Walter Benítez,ARG,GK,30,1993,32.9,20,3,0,0,2,23.5,0.29,5.5,0.17,122,249,49.0,878,99,23.1,28.0,150,30.7,33.1,301,23,7.6,44,1.34,15.7
NED-Eredivisie,2023-24,RKC Waalwijk,Etienne Vaessen,SUR,GK,28,1995,29.4,49,4,1,3,2,50.3,0.27,3.3,0.11,222,617,36.0,1117,144,42.1,37.3,219,67.1,53.9,502,40,8.0,39,1.33,14.7
NED-Eredivisie,2023-24,RKC Waalwijk,Jeroen Houwen,NED,GK,27,1996,3.6,5,1,0,1,0,5.4,0.27,0.4,0.11,23,79,29.1,118,23,45.8,38.6,37,67.6,53.1,64,0,0.0,3,0.84,15.5
NED-Eredivisie,2023-24,RKC Waalwijk,Mark Spenkelink,NED,GK,26,1997,1.0,2,0,0,1,0,3.9,0.38,1.9,1.9,7,17,41.2,31,4,32.3,34.2,12,58.3,46.7,17,1,5.9,1,1.0,11.5
NED-Eredivisie,2023-24,Sparta R'dam,Nick Olij,NED,GK,27,1995,34.0,48,3,1,4,1,49.1,0.29,2.1,0.06,307,731,42.0,1242,123,44.0,37.0,236,78.0,58.0,629,37,5.9,38,1.12,14.4
NED-Eredivisie,2023-24,Twente,Lars Unnerstall,GER,GK,33,1990,32.0,34,5,1,4,1,40.1,0.28,7.1,0.22,128,426,30.0,932,156,37.1,34.2,197,40.6,35.6,359,20,5.6,54,1.69,18.6
NED-Eredivisie,2023-24,Twente,Przemysław Tytoń,POL,GK,36,1987,2.0,2,0,0,0,1,1.9,0.32,0.9,0.47,6,24,25.0,41,9,43.9,40.0,9,66.7,53.7,14,1,7.1,1,0.5,19.0
NED-Eredivisie,2023-24,Utrecht,Mattijs Branderhorst,NED,GK,29,1993,5.0,5,1,0,0,0,5.1,0.26,0.1,0.02,25,63,39.7,120,20,38.3,35.7,25,68.0,49.0,72,8,11.1,4,0.8,13.6
NED-Eredivisie,2023-24,Utrecht,Vasilios Barkas,GRE,GK,29,1994,29.0,42,4,0,5,1,43.6,0.27,2.6,0.09,155,426,36.4,792,137,38.0,34.7,231,54.1,42.3,392,36,9.2,29,1.0,14.7
NED-Eredivisie,2023-24,Vitesse,Eloy Room,CUW,GK,34,1989,34.0,74,5,0,11,1,70.4,0.29,-2.6,-0.08,235,698,33.7,1137,153,45.0,36.6,262,71.0,51.2,450,18,4.0,25,0.74,13.2
NED-Eredivisie,2023-24,Volendam,Barry Lauwers,NED,GK,23,1999,1.0,7,0,1,1,0,3.9,0.39,-3.1,-3.07,8,26,30.8,42,5,52.4,40.6,4,100.0,57.0,32,4,12.5,1,1.0,10.6
NED-Eredivisie,2023-24,Volendam,Kayne van Oevelen,NED,GK,19,2003,1.0,2,,,,,2.8,0.28,,,5,14,35.7,41,9,,34.6,3,,13.7,11,1,9.1,2,2.02,12.4
NED-Eredivisie,2023-24,Volendam,Mio Backhaus,GER,GK,19,2004,32.0,79,1,2,9,0,77.4,0.31,-1.6,-0.05,237,713,33.2,1109,164,43.1,36.7,288,81.6,58.6,513,40,7.8,40,1.25,12.8
NED-Eredivisie,2023-24,Zwolle,Jasper Schendelaar,NED,GK,22,2000,32.0,64,7,0,9,4,60.1,0.28,0.1,0.0,248,633,39.2,1115,183,45.2,37.4,240,53.8,45.9,549,33,6.0,30,0.94,12.5
NED-Eredivisie,2023-24,Zwolle,Mike Hauptmeijer,NED,GK,26,1997,2.0,3,1,0,0,0,3.9,0.26,0.9,0.44,8,33,24.2,77,15,31.2,32.5,22,40.9,36.9,36,5,13.9,6,3.0,15.6
POR-Primeira Liga,2023-24,Arouca,Ignacio De Arruabarrena,URU,GK,26,1997,31.0,45,7,1,5,0,48.0,0.29,3.0,0.1,109,367,29.7,945,200,28.8,31.4,222,42.8,38.1,446,39,8.7,57,1.84,15.3
POR-Primeira Liga,2023-24,Arouca,João Valido,POR,GK,23,2000,1.0,0,0,0,0,0,0.1,0.06,0.1,0.06,3,4,75.0,31,9,9.7,23.0,8,12.5,23.3,11,0,0.0,6,6.0,20.3
POR-Primeira Liga,2023-24,Arouca,Mosquito,BRA,GK,27,1996,2.0,5,0,0,1,1,3.3,0.47,-0.7,-0.36,11,25,44.0,94,5,24.5,30.4,13,15.4,26.5,25,1,4.0,6,3.0,20.9
POR-Primeira Liga,2023-24,Benfica,Anatolii Trubin,UKR,GK,21,2001,28.0,22,2,0,4,0,29.4,0.26,7.4,0.27,51,136,37.5,534,114,16.3,25.3,184,26.6,30.2,298,13,4.4,16,0.57,11.8
POR-Primeira Liga,2023-24,Benfica,Odysseas Vlachodimos,GRE,GK,29,1994,1.0,3,1,0,0,0,2.7,0.56,-0.3,-0.25,3,6,50.0,15,2,26.7,29.3,5,40.0,35.4,11,1,9.1,1,1.0,16.3
POR-Primeira Liga,2023-24,Benfica,Samuel Soares,POR,GK,21,2002,5.0,3,1,1,0,0,3.3,0.22,0.3,0.07,11,31,35.5,104,20,20.2,29.2,34,29.4,32.6,53,4,7.5,4,0.8,14.5
POR-Primeira Liga,2023-24,Boavista,João Gonçalves,POR,GK,22,2000,34.0,62,4,2,5,1,58.3,0.33,-2.7,-0.08,138,424,32.5,616,148,40.4,36.1,316,55.4,43.5,517,21,4.1,24,0.71,12.0
POR-Primeira Liga,2023-24,Braga,Matheus,BRA,GK,31,1992,34.0,50,6,1,4,2,46.4,0.32,-1.6,-0.05,151,386,39.1,985,151,28.7,31.2,251,41.0,36.7,419,24,5.7,72,2.12,18.5
POR-Primeira Liga,2023-24,Casa Pia,Lucas Paes,BRA,GK,25,1997,3.0,5,0,0,1,0,3.9,0.28,-1.1,-0.38,11,28,39.3,84,21,21.4,27.9,18,55.6,42.0,42,4,9.5,5,1.65,18.7
POR-Primeira Liga,2023-24,Casa Pia,Ricardo Batista,POR,GK,36,1986,30.9,45,1,1,6,0,43.7,0.3,-1.3,-0.04,144,457,31.5,759,111,35.7,34.2,295,63.1,47.8,520,31,6.0,17,0.55,11.8
POR-Primeira Liga,2023-24,Chaves,Gonçalo Pinto,POR,GK,23,2000,1.0,3,1,0,0,0,2.6,0.24,-0.4,-0.4,10,24,41.7,14,0,85.7,54.5,13,92.3,60.1,21,0,0.0,0,0.0,4.5
POR-Primeira Liga,2023-24,Chaves,Hugo Souza,BRA,GK,24,1999,26.0,53,4,0,6,0,50.2,0.33,-2.8,-0.11,170,442,38.5,547,131,44.4,37.9,258,77.1,55.6,455,22,4.8,14,0.54,10.8
POR-Primeira Liga,2023-24,Chaves,Rodrigo Moura,BRA,GK,27,1996,7.0,16,1,1,1,0,12.5,0.33,-3.5,-0.5,44,108,40.7,155,39,44.5,37.6,55,70.9,50.0,104,13,12.5,1,0.14,9.2
POR-Primeira Liga,2023-24,Estoril,Daniel Figueira,POR,GK,25,1998,12.0,29,1,0,6,1,20.6,0.32,-7.4,-0.62,27,91,29.7,234,61,25.2,29.6,90,35.6,36.3,136,0,0.0,23,1.92,20.3
POR-Primeira Liga,2023-24,Estoril,Marcelo Carné,BRA,GK,33,1990,22.0,28,1,0,5,2,31.6,0.29,5.6,0.25,67,244,27.5,492,121,30.3,33.9,220,43.2,40.4,346,15,4.3,15,0.68,11.6
POR-Primeira Liga,2023-24,Estrela,António Filipe de Carvalho,POR,GK,38,1985,3.0,3,0,0,0,0,4.1,0.41,1.1,0.36,8,36,22.2,92,17,26.1,33.0,26,46.2,42.1,42,4,9.5,5,1.67,16.3
POR-Primeira Liga,2023-24,Estrela,Bruno Brigido,BRA,GK,32,1991,26.0,43,2,0,6,1,39.7,0.32,-2.3,-0.09,101,274,36.9,605,121,25.1,31.2,217,56.2,46.5,349,26,7.4,32,1.23,14.0
POR-Primeira Liga,2023-24,Estrela,Cambila,ANG,GK,21,2002,0.2,3,0,0,1,0,3.3,0.48,0.3,1.4,0,0,,5,0,0.0,16.0,1,0.0,23.0,1,1,100.0,1,5.29,7.3
POR-Primeira Liga,2023-24,Estrela,Dida,BRA,GK,25,1998,4.7,4,0,0,2,0,4.0,0.34,0.0,0.0,17,51,33.3,147,37,20.4,29.9,40,52.5,43.7,81,6,7.4,10,2.09,14.9
POR-Primeira Liga,2023-24,Famalicão,Ivan Zlobin,RUS,GK,26,1997,1.0,2,0,0,0,0,1.4,0.34,-0.6,-0.65,1,2,50.0,13,6,7.7,27.4,3,33.3,39.7,11,1,9.1,0,0.0,3.5
POR-Primeira Liga,2023-24,Famalicão,Luiz Lúcio Reis Júnior,BRA,GK,22,2001,33.0,39,3,1,4,2,47.8,0.29,10.8,0.33,176,426,41.3,891,206,32.5,32.9,250,54.4,44.4,466,47,10.1,49,1.48,14.1
POR-Primeira Liga,2023-24,Farense,Miguel Carvalho,POR,GK,27,1996,2.0,5,0,0,0,0,4.7,0.43,-0.3,-0.15,8,21,38.1,38,13,28.9,34.0,16,62.5,47.8,26,2,7.7,0,0.0,10.2
POR-Primeira Liga,2023-24,Farense,Ricardo Velho,POR,GK,24,1998,32.0,46,6,0,8,1,57.9,0.29,12.9,0.4,190,625,30.4,681,129,54.5,42.4,369,68.8,51.8,708,41,5.8,18,0.56,10.1
POR-Primeira Liga,2023-24,Gil Vicente FC,Andrew,BRA,GK,22,2001,32.0,46,5,1,8,2,43.9,0.27,-0.1,0.0,121,392,30.9,824,151,29.5,31.5,303,49.2,41.6,470,27,5.7,39,1.22,14.4
POR-Primeira Liga,2023-24,Gil Vicente FC,Vinicius Dias,BRA,GK,26,1997,2.0,6,0,1,1,0,3.8,0.35,-2.2,-1.1,5,16,31.3,34,8,26.5,32.7,17,41.2,38.2,35,1,2.9,0,0.0,6.8
POR-Primeira Liga,2023-24,Moreirense,Caio Secco,BRA,GK,32,1990,4.0,1,0,0,1,0,2.9,0.33,1.9,0.49,16,46,34.8,89,18,34.8,35.4,27,55.6,47.5,56,0,0.0,0,0.0,7.5
POR-Primeira Liga,2023-24,Moreirense,Kewin,BRA,GK,27,1995,29.8,34,1,0,6,1,32.3,0.27,-0.7,-0.02,188,466,40.3,867,127,39.1,35.3,260,48.8,40.8,489,35,7.2,18,0.6,10.8
POR-Primeira Liga,2023-24,Moreirense,Mika,POR,GK,32,1991,0.2,0,0,0,0,0,0.0,,0.0,0.0,4,7,57.1,10,1,50.0,37.8,2,100.0,64.0,3,1,33.3,0,0.0,9.0
POR-Primeira Liga,2023-24,Portimonense,Kosuke Nakamura,JPN,GK,28,1995,20.0,38,2,0,3,2,38.6,0.4,2.6,0.13,94,267,35.2,380,82,42.6,37.3,187,56.1,44.3,343,17,5.0,19,0.95,12.4
POR-Primeira Liga,2023-24,Portimonense,Vinicius Silvestre,BRA,GK,29,1994,14.0,34,3,0,4,3,28.2,0.33,-2.8,-0.2,92,229,40.2,318,55,45.3,38.3,142,59.9,43.3,270,16,5.9,6,0.43,9.8
POR-Primeira Liga,2023-24,Porto,Cláudio Ramos,POR,GK,31,1991,1.3,2,0,1,1,0,1.0,0.26,-1.0,-0.77,9,17,52.9,51,6,31.4,32.2,5,20.0,26.4,22,1,4.5,4,3.16,22.9
POR-Primeira Liga,2023-24,Porto,Diogo Costa,POR,GK,23,1999,32.7,25,4,1,0,2,25.1,0.26,2.1,0.06,116,278,41.7,1030,126,21.6,30.2,187,29.9,34.5,352,25,7.1,53,1.62,17.7
POR-Primeira Liga,2023-24,Rio Ave,Cezary Miszta,POL,GK,21,2001,1.0,1,0,0,0,0,1.1,0.13,0.1,0.13,3,6,50.0,36,6,13.9,26.8,8,12.5,27.3,8,0,0.0,0,0.0,8.5
POR-Primeira Liga,2023-24,Rio Ave,Jhonatan,BRA,GK,32,1991,26.0,30,1,0,3,1,34.1,0.28,5.1,0.2,101,298,33.9,724,134,26.9,32.7,224,46.0,41.7,440,34,7.7,25,0.96,11.5
POR-Primeira Liga,2023-24,Rio Ave,Magrão,BRA,GK,23,2000,7.0,12,1,0,3,0,11.8,0.35,-0.2,-0.03,21,64,32.8,168,43,23.8,29.8,54,44.4,38.8,78,3,3.8,7,1.0,16.1
POR-Primeira Liga,2023-24,Sporting CP,Antonio Adán,ESP,GK,36,1987,22.0,22,4,3,2,0,18.8,0.27,-3.2,-0.15,67,176,38.1,504,83,26.6,30.4,97,43.3,38.8,203,16,7.9,8,0.36,11.9
POR-Primeira Liga,2023-24,Sporting CP,Diogo Pinto,POR,GK,19,2004,1.9,0,0,0,0,0,0.0,0.05,0.0,0.02,7,10,70.0,32,6,21.9,27.8,11,27.3,27.9,15,3,20.0,2,1.05,12.1
POR-Primeira Liga,2023-24,Sporting CP,Francisco Silva,POR,GK,17,2005,0.1,0,0,0,0,0,0.0,,0.0,0.0,0,0,,0,0,,,2,0.0,22.5,1,0,0.0,0,0.0,
POR-Primeira Liga,2023-24,Sporting CP,Franco Israel,URU,GK,23,2000,10.0,7,0,0,2,0,5.6,0.31,-1.4,-0.14,18,40,45.0,187,33,13.9,25.4,47,29.8,32.0,101,5,5.0,8,0.8,13.0
POR-Primeira Liga,2023-24,Vitória,Bruno Varela,CPV,GK,28,1994,26.5,31,4,0,2,1,35.8,0.32,5.8,0.22,157,349,45.0,618,86,39.0,36.1,179,60.3,45.6,345,18,5.2,34,1.28,14.7
POR-Primeira Liga,2023-24,Vitória,Charles,BRA,GK,29,1994,7.5,7,1,0,1,0,9.7,0.32,2.7,0.36,31,89,34.8,131,27,38.2,35.4,57,68.4,46.1,124,9,7.3,5,0.67,11.2
POR-Primeira Liga,2023-24,Vizela,Fabijan Buntić,CRO,GK,26,1997,27.7,60,5,2,4,1,46.2,0.31,-12.8,-0.46,121,317,38.2,663,104,28.5,29.7,232,55.2,42.4,466,19,4.1,36,1.3,15.1
POR-Primeira Liga,2023-24,Vizela,Francesco Ruberto,SUI,GK,30,1993,6.3,6,0,0,1,1,7.9,0.33,2.9,0.46,42,118,35.6,183,18,42.1,33.3,56,73.2,51.0,116,6,5.2,10,1.6,16.0
