league,season,team,player,nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,,,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
ITA-Serie A,2023-24,Milan,Marco Sportiello,ITA,GK,31,1992,7.0,263,199,260,3,0,0,263,0,0,,0,,190,1070,685,0,0,0,0,0,157,0
ITA-Serie A,2023-24,Milan,Matteo Gabbia,ITA,DF,23,1999,14.2,1035,116,518,482,40,21,1035,2,2,100.0,0,0.0,611,3097,1627,11,4,0,5,2,719,2
ITA-Serie A,2023-24,Milan,Mattia Caldara,ITA,DF,29,1994,0.4,29,4,10,18,1,1,29,0,0,,0,,14,63,43,0,0,0,0,0,17,0
ITA-Serie A,2023-24,Milan,Mike Maignan,FRA,GK,28,1995,29.0,1285,960,1281,5,0,0,1285,1,1,100.0,0,0.0,873,4782,3225,0,0,0,1,0,732,0
ITA-Serie A,2023-24,Milan,Noah Okafor,SUI,"FW,MF",23,2000,9.9,298,7,34,117,154,45,298,32,14,43.8,17,53.1,191,1405,761,29,11,14,24,14,218,66
ITA-Serie A,2023-24,Milan,Olivier Giroud,FRA,FW,36,1986,26.3,732,30,69,346,319,129,727,11,3,27.3,6,54.5,323,946,340,9,7,4,59,14,506,95
ITA-Serie A,2023-24,Milan,Pierre Kalulu,FRA,DF,23,2000,4.2,293,18,104,154,35,5,293,2,0,0.0,2,100.0,213,1128,527,6,5,0,3,2,225,11
ITA-Serie A,2023-24,Milan,Rade Krunić,BIH,MF,29,1993,7.6,497,28,125,318,58,5,497,2,2,100.0,0,0.0,284,1278,556,5,7,0,8,3,334,3
ITA-Serie A,2023-24,Milan,Rafael Leão,POR,FW,24,1999,27.9,1351,20,75,575,725,179,1351,154,77,50.0,61,39.6,937,7403,4060,160,99,82,66,41,1127,293
ITA-Serie A,2023-24,Milan,Ruben Loftus-Cheek,ENG,MF,27,1996,23.0,953,27,122,494,356,64,953,56,30,53.6,20,35.7,581,4166,2373,73,63,9,35,22,717,113
ITA-Serie A,2023-24,Milan,Samuel Chukwueze,NGA,FW,24,1999,11.3,577,5,67,237,278,59,577,62,21,33.9,34,54.8,408,2604,1337,52,27,24,29,15,437,135
ITA-Serie A,2023-24,Milan,Simon Kjær,DEN,DF,34,1989,13.0,963,96,498,449,20,8,963,0,0,,0,,620,2470,1380,4,4,0,4,1,683,0
ITA-Serie A,2023-24,Milan,Theo Hernández,FRA,DF,25,1997,31.0,2269,90,581,1191,530,71,2267,81,37,45.7,32,39.5,1467,9362,6104,116,93,13,30,22,1602,124
ITA-Serie A,2023-24,Milan,Tijjani Reijnders,NED,MF,25,1998,31.3,2022,54,323,1181,533,62,2022,55,35,63.6,17,30.9,1367,9122,4195,88,81,18,40,38,1571,90
ITA-Serie A,2023-24,Milan,Tommaso Pobega,ITA,MF,24,1999,3.5,186,17,57,102,30,5,186,6,3,50.0,3,50.0,109,507,258,6,4,1,4,3,114,10
ITA-Serie A,2023-24,Milan,Yacine Adli,FRA,MF,23,2000,15.6,1439,38,262,913,281,8,1439,32,22,68.8,8,25.0,873,4728,2144,30,27,3,18,10,1053,26
ITA-Serie A,2023-24,Milan,Yunus Musah,USA,"MF,FW",20,2002,16.4,831,27,173,383,291,20,831,47,22,46.8,20,42.6,520,3554,2034,48,39,6,32,15,580,77
ITA-Serie A,2023-24,Monza,Alessandro Sorrentino,ITA,GK,21,2002,6.1,205,174,203,2,0,0,205,1,1,100.0,0,0.0,99,484,301,0,0,0,0,0,102,0
ITA-Serie A,2023-24,Monza,Alessio Zerbin,ITA,"DF,FW",24,1999,7.6,376,13,88,150,143,18,376,31,13,41.9,16,51.6,206,1423,675,17,19,5,15,7,224,46
ITA-Serie A,2023-24,Monza,Andrea Carboni,ITA,DF,22,2001,16.5,1148,130,504,516,132,26,1148,6,3,50.0,3,50.0,698,3200,1856,13,13,2,14,2,811,22
ITA-Serie A,2023-24,Monza,Andrea Colpani,ITA,"MF,FW",24,1999,29.5,1255,23,133,501,641,83,1255,80,28,35.0,40,50.0,826,5437,2472,90,69,27,52,38,938,193
ITA-Serie A,2023-24,Monza,Andrea Ferraris,ITA,MF,20,2003,0.1,5,0,1,2,2,0,5,0,0,,0,,3,11,9,0,0,0,0,0,3,0
ITA-Serie A,2023-24,Monza,Armando Izzo,ITA,DF,31,1992,18.3,1389,161,684,641,73,17,1389,1,0,0.0,1,100.0,870,4500,2292,15,7,0,10,2,1035,7
ITA-Serie A,2023-24,Monza,Daniel Maldini,ITA,"MF,FW",21,2001,3.7,160,2,21,74,71,13,160,19,9,47.4,7,36.8,101,770,419,15,7,7,12,5,123,22
ITA-Serie A,2023-24,Monza,Danilo D'Ambrosio,ITA,DF,34,1988,17.1,1268,126,564,600,114,23,1268,13,7,53.8,5,38.5,787,3641,1763,12,8,1,12,5,904,25
ITA-Serie A,2023-24,Monza,Dany Mota,POR,"FW,MF",25,1998,22.8,1028,22,101,434,504,93,1028,49,16,32.7,28,57.1,696,5390,2771,112,82,32,43,30,785,152
ITA-Serie A,2023-24,Monza,Davide Bettella,ITA,MF,23,2000,0.0,5,0,2,2,1,0,5,0,0,,0,,3,7,0,0,0,0,0,1,4,0
ITA-Serie A,2023-24,Monza,Gianluca Caprari,ITA,"MF,FW",30,1993,3.2,154,1,18,65,73,11,154,8,3,37.5,5,62.5,112,686,370,11,9,5,9,9,122,16
ITA-Serie A,2023-24,Monza,Giorgio Cittadini,ITA,DF,21,2002,0.2,8,2,3,4,1,0,8,0,0,,0,,5,41,18,1,0,0,1,0,5,1
ITA-Serie A,2023-24,Monza,Giorgos Kyriakopoulos,GRE,DF,27,1996,19.0,1241,44,343,523,383,36,1241,32,18,56.3,11,34.4,765,4410,2611,64,37,13,16,10,845,94
ITA-Serie A,2023-24,Monza,Giulio Donati,ITA,DF,33,1990,0.4,51,0,11,25,15,1,51,0,0,,0,,30,120,58,0,2,0,3,0,39,5
ITA-Serie A,2023-24,Monza,Jean-Daniel Akpa-Akpro,CIV,MF,30,1992,7.8,348,22,111,187,58,5,348,10,3,30.0,3,30.0,189,1226,591,11,9,1,13,7,215,12
ITA-Serie A,2023-24,Monza,Lorenzo Colombo,ITA,FW,21,2002,15.1,451,18,32,239,186,65,451,23,12,52.2,11,47.8,287,1275,464,16,9,13,64,29,348,75
ITA-Serie A,2023-24,Monza,Luca Caldirola,ITA,DF,32,1991,23.8,1546,203,809,678,61,16,1546,2,1,50.0,0,0.0,966,4882,2482,10,5,0,6,1,1146,9
ITA-Serie A,2023-24,Monza,Matteo Pessina,ITA,MF,26,1997,35.8,2459,89,502,1550,421,31,2454,34,14,41.2,15,44.1,1582,9264,4472,69,66,2,54,18,1773,53
ITA-Serie A,2023-24,Monza,Michele Di Gregorio,ITA,GK,26,1997,31.9,1439,1210,1426,14,0,0,1439,3,3,100.0,0,0.0,879,4769,2714,0,0,0,2,1,775,0
ITA-Serie A,2023-24,Monza,Milan Đurić,BIH,FW,33,1990,14.0,381,32,51,227,104,37,381,4,2,50.0,2,50.0,157,458,108,2,2,1,24,14,323,31
ITA-Serie A,2023-24,Monza,Mirko Marić,CRO,FW,28,1995,3.2,135,4,9,59,69,20,135,4,1,25.0,3,75.0,71,232,91,2,3,1,10,5,106,30
ITA-Serie A,2023-24,Monza,Pablo Marí,ESP,DF,29,1993,29.1,2007,307,1087,880,44,17,2007,8,5,62.5,2,25.0,1224,5474,2795,2,8,0,8,3,1420,1
ITA-Serie A,2023-24,Monza,Papu Gómez,ARG,"MF,FW",35,1988,0.5,21,0,1,5,15,1,21,0,0,,0,,13,121,77,2,2,1,0,0,11,1
ITA-Serie A,2023-24,Monza,Patrick Ciurria,ITA,"DF,MF",28,1995,17.8,1021,39,269,411,350,31,1021,24,9,37.5,11,45.8,597,2981,1581,41,41,9,19,6,711,94
ITA-Serie A,2023-24,Monza,Pedro Pereira,POR,DF,25,1998,9.3,600,22,164,261,179,15,600,11,5,45.5,4,36.4,361,1501,886,20,18,3,6,8,401,69
ITA-Serie A,2023-24,Monza,Pepín,EQG,"MF,FW",26,1996,2.7,177,7,28,87,62,2,177,4,1,25.0,1,25.0,109,423,162,1,3,0,6,1,123,12
ITA-Serie A,2023-24,Monza,Roberto Gagliardini,ITA,"MF,DF",29,1994,26.2,1761,94,439,1034,310,42,1761,17,8,47.1,7,41.2,1045,5931,2950,38,36,2,28,14,1222,36
ITA-Serie A,2023-24,Monza,Samuele Birindelli,ITA,DF,24,1999,22.4,1320,63,412,557,364,43,1320,30,12,40.0,15,50.0,766,4352,2314,63,40,11,35,9,885,122
ITA-Serie A,2023-24,Monza,Samuele Vignato,ITA,"MF,FW",19,2004,3.8,168,0,23,83,67,12,168,9,5,55.6,4,44.4,109,671,348,13,8,6,11,6,124,20
ITA-Serie A,2023-24,Monza,Valentin Carboni,ARG,"MF,FW",18,2005,13.0,676,5,83,329,281,41,676,49,24,49.0,18,36.7,465,3385,1577,52,33,18,30,15,500,75
ITA-Serie A,2023-24,Monza,Warren Bondo,FRA,MF,19,2003,16.4,750,28,174,458,125,13,750,18,13,72.2,4,22.2,492,2905,1435,31,20,5,16,19,541,13
ITA-Serie A,2023-24,Napoli,Alessandro Zanoli,ITA,"DF,FW",22,2000,0.6,47,2,10,21,16,0,47,2,0,0.0,2,100.0,26,153,94,2,1,0,2,0,29,3
ITA-Serie A,2023-24,Napoli,Alessio Zerbin,ITA,"FW,DF",24,1999,1.7,92,0,10,32,54,8,92,4,2,50.0,1,25.0,45,311,147,6,4,2,5,3,65,18
ITA-Serie A,2023-24,Napoli,Alex Meret,ITA,GK,26,1997,30.8,959,793,956,3,0,0,959,1,1,100.0,0,0.0,564,2467,1302,0,0,0,0,0,554,0
ITA-Serie A,2023-24,Napoli,Amir Rrahmani,KVX,DF,29,1994,28.9,2477,209,973,1399,116,40,2477,15,10,66.7,3,20.0,1557,7914,4596,19,15,1,7,6,1792,4
ITA-Serie A,2023-24,Napoli,Andre-Frank Zambo Anguissa,CMR,MF,27,1995,31.0,2148,43,286,1263,627,59,2148,61,25,41.0,31,50.8,1227,6026,2376,43,65,10,56,31,1675,139
ITA-Serie A,2023-24,Napoli,Cyril Ngonge,BEL,FW,23,2000,3.5,198,4,14,74,113,16,198,16,8,50.0,7,43.8,129,931,482,18,9,6,11,3,161,43
ITA-Serie A,2023-24,Napoli,Diego Demme,GER,MF,31,1991,0.8,81,2,14,45,22,4,81,2,0,0.0,2,100.0,50,289,169,3,4,0,0,0,65,0
ITA-Serie A,2023-24,Napoli,Elif Elmas,MKD,"FW,MF",23,1999,3.8,240,7,27,107,111,12,240,13,6,46.2,7,53.8,140,1045,623,14,13,4,9,7,181,26
ITA-Serie A,2023-24,Napoli,Giacomo Raspadori,ITA,"FW,MF",23,2000,17.6,886,5,69,373,449,90,885,30,14,46.7,14,46.7,541,2860,899,29,18,12,33,18,689,139
ITA-Serie A,2023-24,Napoli,Gianluca Gaetano,ITA,MF,23,2000,1.8,118,4,12,68,41,5,118,5,1,20.0,4,80.0,58,295,155,6,1,1,5,3,76,5
ITA-Serie A,2023-24,Napoli,Giovanni Di Lorenzo,ITA,DF,29,1993,35.9,3054,90,711,1445,921,129,3054,59,18,30.5,35,59.3,1815,8286,4442,95,63,16,28,23,2213,250
ITA-Serie A,2023-24,Napoli,Giovanni Simeone,ARG,FW,28,1995,8.9,301,7,19,128,159,56,301,10,5,50.0,5,50.0,168,875,281,11,9,4,25,13,233,76
ITA-Serie A,2023-24,Napoli,Hamed Junior Traorè,CIV,MF,23,2000,4.2,243,7,33,131,85,12,243,10,5,50.0,5,50.0,147,889,448,12,8,2,7,7,193,19
ITA-Serie A,2023-24,Napoli,Jens Cajuste,SWE,MF,23,1999,11.3,577,22,83,323,180,23,577,28,17,60.7,10,35.7,282,1504,728,19,18,2,19,10,391,53
ITA-Serie A,2023-24,Napoli,Jesper Lindstrøm,DEN,"FW,MF",23,2000,4.8,306,2,27,129,154,20,306,25,11,44.0,14,56.0,184,1091,512,16,10,5,18,8,233,34
ITA-Serie A,2023-24,Napoli,Juan Jesus,BRA,DF,32,1991,23.5,1897,144,808,1059,39,15,1897,1,1,100.0,0,0.0,1151,5769,2890,6,5,0,6,2,1351,2
ITA-Serie A,2023-24,Napoli,Khvicha Kvaratskhelia,GEO,FW,22,2001,30.4,1642,10,108,641,926,196,1642,220,101,45.9,98,44.5,1122,9297,4787,184,109,81,58,48,1297,266
ITA-Serie A,2023-24,Napoli,Leander Dendoncker,BEL,MF,28,1995,0.3,31,0,7,22,2,0,31,0,0,,0,,15,39,20,0,0,0,2,1,25,0
ITA-Serie A,2023-24,Napoli,Leo Skiri Østigård,NOR,DF,23,1999,18.1,1487,171,668,769,57,18,1487,3,2,66.7,1,33.3,872,4462,2440,13,7,0,4,2,1050,3
ITA-Serie A,2023-24,Napoli,Mathías Olivera,URU,DF,25,1997,17.4,1375,51,371,685,326,41,1375,17,11,64.7,5,29.4,726,3375,1822,31,27,1,13,16,850,93
ITA-Serie A,2023-24,Napoli,Matteo Politano,ITA,FW,29,1993,26.2,1550,14,166,555,845,86,1547,83,31,37.3,39,47.0,944,7031,3397,113,80,22,45,24,1155,216
ITA-Serie A,2023-24,Napoli,Mário Rui,POR,DF,32,1991,13.4,1185,33,294,647,251,8,1185,9,3,33.3,4,44.4,623,2907,1775,33,21,1,10,9,812,59
ITA-Serie A,2023-24,Napoli,Natan,BRA,DF,22,2001,10.6,756,70,327,384,50,8,756,5,2,40.0,2,40.0,470,2769,1512,15,7,0,10,1,552,11
ITA-Serie A,2023-24,Napoli,Nikita Contini Baranovsky,ITA,GK,27,1996,0.2,5,3,4,1,0,0,5,0,0,,0,,2,5,3,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Napoli,Pasquale Mazzocchi,ITA,DF,28,1995,4.8,328,12,92,155,82,6,328,18,6,33.3,9,50.0,189,1222,519,13,13,2,5,3,212,22
ITA-Serie A,2023-24,Napoli,Pierluigi Gollini,ITA,GK,28,1995,7.0,279,235,277,1,1,1,279,0,0,,0,,153,818,485,0,0,0,0,0,140,0
ITA-Serie A,2023-24,Napoli,Piotr Zieliński,POL,MF,29,1994,21.4,1396,26,217,687,503,35,1395,34,16,47.1,16,47.1,819,4256,1956,38,50,6,23,14,1072,88
ITA-Serie A,2023-24,Napoli,Stanislav Lobotka,SVK,MF,28,1994,36.5,2518,94,521,1658,361,5,2518,33,15,45.5,11,33.3,1449,6884,2731,29,47,2,25,13,1851,34
ITA-Serie A,2023-24,Napoli,Victor Osimhen,NGA,FW,24,1998,22.0,549,20,30,186,340,152,544,40,16,40.0,19,47.5,314,1769,761,34,24,15,64,28,411,142
ITA-Serie A,2023-24,Roma,Andrea Belotti,ITA,FW,29,1993,7.5,238,3,17,116,107,34,238,15,7,46.7,6,40.0,160,850,350,15,9,6,21,12,186,49
ITA-Serie A,2023-24,Roma,Angeliño,ESP,DF,26,1997,12.7,830,60,284,351,199,7,830,13,6,46.2,6,46.2,415,1905,864,12,13,0,9,6,502,55
ITA-Serie A,2023-24,Roma,Bryan Cristante,ITA,"MF,DF",28,1995,36.5,2494,88,577,1504,425,80,2494,26,17,65.4,8,30.8,1438,7211,3544,47,52,4,27,21,1860,80
ITA-Serie A,2023-24,Roma,Chris Smalling,ENG,DF,33,1989,4.3,262,25,114,133,15,6,262,2,0,0.0,1,50.0,161,896,466,1,3,0,2,1,174,2
ITA-Serie A,2023-24,Roma,Dean Huijsen,ESP,DF,18,2005,5.7,525,62,204,281,41,8,525,2,1,50.0,1,50.0,308,1407,696,4,3,0,3,2,390,15
ITA-Serie A,2023-24,Roma,Diego Llorente,ESP,DF,29,1993,24.1,1865,233,945,869,56,12,1865,7,3,42.9,3,42.9,1208,6166,2944,20,10,0,10,3,1370,5
ITA-Serie A,2023-24,Roma,Edoardo Bove,ITA,MF,21,2002,19.8,980,20,165,557,265,36,980,18,9,50.0,7,38.9,558,2442,1095,21,24,2,27,27,662,47
ITA-Serie A,2023-24,Roma,Gianluca Mancini,ITA,DF,27,1996,31.9,2248,249,997,1095,167,28,2248,5,4,80.0,1,20.0,1397,6722,4373,38,43,0,4,10,1677,13
ITA-Serie A,2023-24,Roma,Houssem Aouar,ALG,"MF,FW",25,1998,8.4,439,3,48,238,157,27,439,21,11,52.4,7,33.3,278,1414,621,17,15,6,16,15,319,60
ITA-Serie A,2023-24,Roma,João Costa,BRA,"MF,FW",18,2005,0.2,10,0,2,2,6,1,10,0,0,,0,,5,25,14,0,0,0,1,1,6,1
ITA-Serie A,2023-24,Roma,Leandro Paredes,ARG,MF,29,1994,29.3,2332,102,562,1461,322,9,2329,18,8,44.4,6,33.3,1428,7224,3762,36,36,3,15,9,1684,19
ITA-Serie A,2023-24,Roma,Leonardo Spinazzola,ITA,DF,30,1993,14.6,951,30,234,407,319,37,951,43,20,46.5,19,44.2,604,5548,3161,108,61,22,16,4,652,74
ITA-Serie A,2023-24,Roma,Lorenzo Pellegrini,ITA,MF,27,1996,20.7,1090,23,161,581,364,49,1089,38,19,50.0,16,42.1,645,4091,1797,43,36,5,42,20,772,97
ITA-Serie A,2023-24,Roma,Mile Svilar,SRB,GK,23,1999,15.0,644,549,643,1,0,0,644,1,1,100.0,0,0.0,414,1946,1174,0,0,0,0,0,359,0
ITA-Serie A,2023-24,Roma,Niccolò Pisilli,ITA,MF,18,2004,0.1,7,0,0,6,1,0,7,0,0,,0,,5,24,10,0,0,0,1,0,6,1
ITA-Serie A,2023-24,Roma,Nicola Zalewski,POL,"DF,FW",21,2002,10.8,582,23,140,249,200,31,582,36,16,44.4,14,38.9,325,2471,1308,54,23,16,18,9,374,62
ITA-Serie A,2023-24,Roma,Obite N'Dicka,CIV,DF,23,1999,24.1,1770,230,860,843,81,13,1770,3,2,66.7,1,33.3,1164,5998,3599,26,22,1,7,4,1345,11
ITA-Serie A,2023-24,Roma,Ola Solbakken,NOR,FW,24,1998,0.3,8,0,2,2,4,0,8,2,1,50.0,0,0.0,5,76,22,1,0,0,0,0,5,4
ITA-Serie A,2023-24,Roma,Paulo Dybala,ARG,"FW,MF",29,1993,21.8,1277,8,87,590,612,88,1270,77,28,36.4,43,55.8,808,5078,2296,79,61,31,70,41,993,167
ITA-Serie A,2023-24,Roma,Rasmus Kristensen,DEN,DF,26,1997,19.4,1213,74,407,516,296,38,1213,17,7,41.2,10,58.8,571,2020,914,16,9,6,14,5,760,115
ITA-Serie A,2023-24,Roma,Renato Sanches,POR,MF,25,1997,1.6,94,1,23,46,26,3,94,5,4,80.0,1,20.0,64,342,184,5,5,1,3,5,73,5
ITA-Serie A,2023-24,Roma,Riccardo Pagano,ITA,"MF,DF",18,2004,0.6,34,2,10,17,7,0,34,1,1,100.0,0,0.0,17,113,64,1,1,0,2,1,21,2
ITA-Serie A,2023-24,Roma,Rick Karsdorp,NED,DF,28,1995,13.2,772,33,201,336,241,24,772,7,3,42.9,3,42.9,394,1648,685,12,11,3,5,1,476,71
ITA-Serie A,2023-24,Roma,Romelu Lukaku,BEL,FW,30,1993,29.3,843,22,59,346,448,141,842,24,11,45.8,13,54.2,500,2060,1019,37,24,22,52,32,667,234
ITA-Serie A,2023-24,Roma,Rui Patrício,POR,GK,35,1988,23.0,657,612,656,1,0,0,657,0,0,,0,,349,1704,1021,0,0,0,0,0,302,0
ITA-Serie A,2023-24,Roma,Sardar Azmoun,IRN,"FW,MF",28,1995,6.5,232,6,24,110,101,29,232,13,4,30.8,7,53.8,138,607,206,5,9,1,17,10,171,35
ITA-Serie A,2023-24,Roma,Stephan El Shaarawy,ITA,"FW,DF",30,1992,19.3,843,28,159,368,328,60,843,54,22,40.7,27,50.0,545,3423,1574,46,29,22,27,17,604,131
ITA-Serie A,2023-24,Roma,Tammy Abraham,ENG,FW,25,1997,2.7,69,4,4,31,34,9,69,6,2,33.3,4,66.7,37,208,111,6,2,2,9,2,53,15
ITA-Serie A,2023-24,Roma,Tommaso Baldanzi,ITA,"FW,MF",20,2003,5.8,261,1,26,122,116,19,261,22,8,36.4,10,45.5,176,1068,499,18,16,5,5,7,214,54
ITA-Serie A,2023-24,Roma,Zeki Çelik,TUR,DF,26,1997,7.5,429,26,136,180,117,14,429,10,6,60.0,4,40.0,230,1305,565,14,15,5,10,6,236,38
ITA-Serie A,2023-24,Salernitana,Agustín Martegani,ARG,MF,23,2000,8.1,371,14,65,201,113,9,371,21,12,57.1,5,23.8,215,1328,678,14,15,3,10,9,239,22
ITA-Serie A,2023-24,Salernitana,Alessandro Zanoli,ITA,DF,22,2000,10.2,528,21,125,236,173,19,528,24,6,25.0,17,70.8,254,1553,743,27,13,6,8,4,325,45
ITA-Serie A,2023-24,Salernitana,Andres Sfait,ROU,"DF,MF",18,2004,0.3,9,0,3,2,4,0,9,1,0,0.0,1,100.0,4,27,19,1,0,0,0,0,4,2
ITA-Serie A,2023-24,Salernitana,Antonio Candreva,ITA,"MF,FW",36,1987,30.6,1611,39,187,733,705,59,1610,40,15,37.5,21,52.5,940,4962,2127,67,48,18,31,18,1167,182
ITA-Serie A,2023-24,Salernitana,Benoît Costil,FRA,GK,36,1987,13.0,463,394,454,9,0,0,463,0,0,,0,,223,1219,676,0,0,0,1,0,182,0
ITA-Serie A,2023-24,Salernitana,Boulaye Dia,SEN,"FW,MF",26,1996,12.7,382,14,44,185,162,35,381,43,14,32.6,27,62.8,276,1722,648,18,17,6,37,28,296,57
ITA-Serie A,2023-24,Salernitana,Chukwubuikem Ikwuemesi,NGA,FW,21,2001,11.8,311,10,19,159,137,48,311,31,15,48.4,15,48.4,202,928,325,11,11,6,52,23,248,70
ITA-Serie A,2023-24,Salernitana,Domagoj Bradarić,CRO,DF,23,1999,30.5,1792,85,529,817,461,23,1792,49,20,40.8,24,49.0,926,5177,2622,57,38,8,32,17,1046,120
ITA-Serie A,2023-24,Salernitana,Dylan Bronn,TUN,"DF,MF",28,1995,0.6,20,4,9,9,2,2,20,0,0,,0,,9,36,20,1,0,0,0,0,10,0
ITA-Serie A,2023-24,Salernitana,Emanuel Vignato,ITA,"MF,FW",22,2000,3.5,155,5,31,86,38,5,155,2,1,50.0,0,0.0,87,497,193,5,5,1,8,1,98,15
ITA-Serie A,2023-24,Salernitana,Emil Bohinen,NOR,MF,24,1999,5.9,406,13,101,237,74,4,406,12,5,41.7,7,58.3,208,1122,500,7,8,0,10,5,262,10
ITA-Serie A,2023-24,Salernitana,Erik Botheim,NOR,"FW,MF",23,2000,3.5,86,2,11,49,27,7,86,4,1,25.0,2,50.0,47,189,52,3,1,2,3,0,57,9
ITA-Serie A,2023-24,Salernitana,Federico Fazio,ARG,DF,36,1987,15.1,773,134,403,346,27,17,773,2,2,100.0,0,0.0,325,1521,825,2,0,0,8,3,370,2
ITA-Serie A,2023-24,Salernitana,Flavius Daniliuc,AUT,DF,22,2001,8.3,486,44,208,218,63,7,486,5,1,20.0,4,80.0,235,1145,561,8,7,0,7,4,282,2
ITA-Serie A,2023-24,Salernitana,Gerardo Fusco,ITA,FW,18,2005,0.2,9,0,0,6,3,1,9,1,0,0.0,1,100.0,3,18,0,0,0,0,0,0,7,1
ITA-Serie A,2023-24,Salernitana,Giulio Maggiore,ITA,MF,25,1998,20.0,1013,63,293,592,139,31,1013,16,6,37.5,7,43.8,470,2152,825,8,3,2,19,8,585,25
ITA-Serie A,2023-24,Salernitana,Grigoris Kastanos,CYP,"MF,DF",25,1998,16.4,819,15,119,389,325,31,819,26,13,50.0,11,42.3,445,2451,1086,28,24,5,30,28,534,69
ITA-Serie A,2023-24,Salernitana,Guillermo Ochoa,MEX,GK,38,1985,21.0,718,602,714,4,0,0,718,0,0,,0,,311,1876,1194,0,0,0,1,0,248,0
ITA-Serie A,2023-24,Salernitana,Iron Gomis,FRA,MF,23,1999,1.5,93,3,15,41,37,5,93,3,0,0.0,3,100.0,59,294,87,3,1,0,3,5,68,16
ITA-Serie A,2023-24,Salernitana,Jovane Cabral,CPV,"MF,FW",25,1998,7.5,346,4,43,163,147,24,346,36,21,58.3,13,36.1,229,1569,731,22,10,7,23,14,251,39
ITA-Serie A,2023-24,Salernitana,Junior Sambia,FRA,"DF,MF",26,1996,11.5,634,40,183,287,170,18,634,24,5,20.8,12,50.0,308,1573,868,23,20,9,16,12,393,37
ITA-Serie A,2023-24,Salernitana,Jérôme Boateng,GER,DF,34,1988,2.6,161,31,83,73,6,0,161,0,0,,0,,85,411,234,0,1,0,1,0,101,1
ITA-Serie A,2023-24,Salernitana,Kostas Manolas,GRE,DF,32,1991,5.4,354,46,195,154,6,4,354,1,1,100.0,0,0.0,212,1028,470,0,2,0,1,1,246,2
ITA-Serie A,2023-24,Salernitana,Lassana Coulibaly,MLI,MF,27,1996,23.1,1092,48,215,694,201,23,1092,36,15,41.7,18,50.0,650,4062,1750,29,35,1,38,33,711,38
ITA-Serie A,2023-24,Salernitana,Lorenzo Pirola,ITA,DF,21,2002,22.1,1280,198,664,567,53,21,1280,6,0,0.0,4,66.7,644,2936,1499,13,7,0,5,5,786,7
ITA-Serie A,2023-24,Salernitana,Loum Tchaouna,FRA,"FW,MF",19,2003,23.3,1026,12,120,474,448,72,1026,55,16,29.1,31,56.4,619,3635,1648,72,48,26,63,27,760,151
ITA-Serie A,2023-24,Salernitana,Mamadou Coulibaly,SEN,DF,24,1999,0.0,3,0,0,1,2,0,3,0,0,,0,,3,3,3,0,0,0,0,0,3,0
ITA-Serie A,2023-24,Salernitana,Marco Pellegrino,ARG,DF,21,2002,6.1,318,46,171,136,12,5,318,2,1,50.0,1,50.0,160,719,369,0,2,0,1,2,200,1
ITA-Serie A,2023-24,Salernitana,Mateusz Łęgowski,POL,MF,20,2003,12.7,504,31,120,283,111,11,504,21,6,28.6,12,57.1,265,1526,757,16,13,3,20,12,294,17
ITA-Serie A,2023-24,Salernitana,Matteo Lovato,ITA,DF,23,2000,10.5,523,69,247,255,25,4,523,1,0,0.0,1,100.0,222,772,383,1,2,0,6,3,258,1
ITA-Serie A,2023-24,Salernitana,Niccolò Pierozzi,ITA,DF,21,2001,9.7,463,46,192,220,53,9,463,2,1,50.0,1,50.0,188,922,401,3,5,0,8,0,217,20
ITA-Serie A,2023-24,Salernitana,Norbert Gyömbér,SVK,DF,31,1992,19.6,961,137,491,442,34,8,961,9,5,55.6,3,33.3,427,2249,799,4,3,0,16,2,460,2
ITA-Serie A,2023-24,Salernitana,Pasquale Mazzocchi,ITA,DF,28,1995,14.1,780,47,253,327,210,12,780,40,17,42.5,19,47.5,384,2438,1358,36,29,5,31,13,440,62
ITA-Serie A,2023-24,Salernitana,Shon Weissman,ISR,"FW,DF",27,1996,5.5,118,7,22,51,45,10,118,2,0,0.0,1,50.0,61,178,43,0,1,0,10,5,78,22
ITA-Serie A,2023-24,Salernitana,Simeon Nwankwo,NGA,FW,31,1992,7.6,219,4,11,115,94,34,219,2,1,50.0,1,50.0,122,411,89,6,3,6,31,19,167,39
ITA-Serie A,2023-24,Salernitana,Toma Bašić,CRO,MF,26,1996,12.9,679,43,175,394,121,6,679,15,10,66.7,5,33.3,366,1843,758,11,15,0,23,3,439,16
ITA-Serie A,2023-24,Salernitana,Triantafyllos Pasaridīs,GRE,DF,27,1996,5.0,219,36,112,101,7,2,219,1,0,0.0,1,100.0,96,411,212,1,2,0,4,0,128,0
ITA-Serie A,2023-24,Salernitana,Trivante Stewart,JAM,"FW,MF",23,2000,1.1,39,0,2,17,22,6,39,3,2,66.7,1,33.3,13,83,45,2,2,1,3,0,19,6
