league,season,team,player,nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,,,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
ITA-Serie A,2023-24,Salernitana,Vincenzo Fiorillo,ITA,GK,33,1990,4.0,141,131,139,2,0,0,141,0,0,,0,,57,290,176,0,0,0,0,0,39,0
ITA-Serie A,2023-24,Sassuolo,Alessio Cragno,ITA,GK,29,1994,3.0,110,91,110,0,0,0,110,0,0,,0,,54,270,193,0,0,0,0,0,49,0
ITA-Serie A,2023-24,Sassuolo,Andrea Consigli,ITA,GK,36,1987,35.0,1327,1035,1316,12,0,0,1327,0,0,,0,,717,3821,2357,0,0,0,0,1,593,0
ITA-Serie A,2023-24,Sassuolo,Andrea Pinamonti,ITA,FW,24,1999,34.2,939,44,76,447,420,144,936,31,12,38.7,16,51.6,455,1591,475,17,11,15,63,37,656,165
ITA-Serie A,2023-24,Sassuolo,Armand Lauriente,FRA,FW,24,1998,32.3,1292,9,130,453,740,118,1292,135,63,46.7,54,40.0,817,6280,3470,125,84,48,80,55,880,268
ITA-Serie A,2023-24,Sassuolo,Cristian Volpato,ITA,"MF,FW",19,2003,7.2,404,8,57,145,207,23,404,49,25,51.0,21,42.9,248,1798,927,34,24,13,20,12,276,49
ITA-Serie A,2023-24,Sassuolo,Daniel Boloca,ROU,MF,24,1998,22.5,1252,75,313,747,211,8,1252,35,28,80.0,7,20.0,705,4318,2034,27,33,0,21,17,834,17
ITA-Serie A,2023-24,Sassuolo,Domenico Berardi,ITA,FW,28,1994,15.9,829,9,67,340,430,63,824,28,11,39.3,14,50.0,496,2734,1220,38,26,14,31,24,607,123
ITA-Serie A,2023-24,Sassuolo,Emil Ceide,NOR,"FW,MF",21,2001,2.0,85,1,13,31,45,9,85,21,13,61.9,7,33.3,55,581,319,12,6,5,4,5,62,16
ITA-Serie A,2023-24,Sassuolo,Filippo Missori,ITA,DF,19,2004,3.0,146,10,50,68,30,3,146,2,1,50.0,1,50.0,65,330,198,5,2,2,1,2,73,7
ITA-Serie A,2023-24,Sassuolo,Gian Marco Ferrari,ITA,DF,31,1992,25.2,1499,164,649,766,88,27,1499,5,3,60.0,1,20.0,881,4954,3171,32,16,0,14,1,976,7
ITA-Serie A,2023-24,Sassuolo,Grégoire Defrel,MTQ,"FW,MF",32,1991,8.4,310,7,47,141,125,19,310,13,4,30.8,8,61.5,181,1001,348,7,7,2,15,15,219,42
ITA-Serie A,2023-24,Sassuolo,Jeremy Toljan,GER,DF,28,1994,23.1,1167,67,363,518,296,32,1167,14,6,42.9,7,50.0,556,2821,1293,35,24,6,21,9,664,85
ITA-Serie A,2023-24,Sassuolo,Josh Doig,SCO,DF,21,2002,14.9,758,44,241,320,203,10,758,23,4,17.4,18,78.3,294,2111,934,30,17,2,20,10,323,45
ITA-Serie A,2023-24,Sassuolo,Justin Kumi,ITA,FW,19,2004,0.0,2,0,0,2,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,2,0
ITA-Serie A,2023-24,Sassuolo,Kevin Miranda,ITA,DF,20,2003,0.2,11,1,7,5,0,0,11,1,1,100.0,0,0.0,8,49,31,0,0,0,0,0,8,0
ITA-Serie A,2023-24,Sassuolo,Kristian Thorstvedt,NOR,MF,24,1999,26.6,1273,59,224,693,370,73,1273,38,15,39.5,19,50.0,680,3586,1729,30,36,5,55,38,859,94
ITA-Serie A,2023-24,Sassuolo,Luca Lipani,ITA,MF,18,2005,4.3,202,11,55,106,42,7,202,4,2,50.0,2,50.0,89,365,163,6,1,1,2,4,103,3
ITA-Serie A,2023-24,Sassuolo,Marash Kumbulla,ALB,DF,23,2000,4.0,144,38,95,49,0,0,144,0,0,,0,,63,348,224,2,0,0,0,0,74,0
ITA-Serie A,2023-24,Sassuolo,Marcus Pedersen,NOR,DF,23,2000,17.9,907,51,303,355,262,19,907,19,11,57.9,7,36.8,411,2975,1495,43,34,8,30,11,465,90
ITA-Serie A,2023-24,Sassuolo,Martin Erlic,CRO,DF,25,1998,29.1,1476,196,700,729,53,15,1476,6,4,66.7,2,33.3,690,3537,2051,19,8,1,10,0,824,11
ITA-Serie A,2023-24,Sassuolo,Matheus Henrique,BRA,MF,25,1997,27.8,1234,67,263,686,302,23,1234,39,20,51.3,14,35.9,753,5115,2575,43,34,5,40,20,852,44
ITA-Serie A,2023-24,Sassuolo,Mattia Viti,ITA,DF,21,2002,10.9,603,91,276,281,50,7,603,6,2,33.3,3,50.0,275,1196,519,2,2,0,6,13,306,13
ITA-Serie A,2023-24,Sassuolo,Matías Viña,URU,DF,25,1997,11.3,673,34,237,270,172,13,673,29,12,41.4,16,55.2,330,1776,1038,24,16,5,18,7,366,37
ITA-Serie A,2023-24,Sassuolo,Maxime Lopez,FRA,MF,25,1997,1.6,144,10,38,89,19,0,144,2,0,0.0,2,100.0,107,542,267,2,4,0,1,0,125,4
ITA-Serie A,2023-24,Sassuolo,Nedim Bajrami,ALB,"MF,FW",24,1999,14.6,583,9,69,213,318,43,583,31,17,54.8,13,41.9,310,2647,1390,51,25,11,27,11,355,70
ITA-Serie A,2023-24,Sassuolo,Pedro Obiang,EQG,MF,31,1992,5.0,229,19,66,127,41,1,229,3,2,66.7,1,33.3,118,462,183,4,3,0,1,1,131,2
ITA-Serie A,2023-24,Sassuolo,Ruan,BRA,DF,24,1999,16.8,853,128,460,359,43,16,853,4,2,50.0,2,50.0,418,2099,978,8,4,0,6,2,457,6
ITA-Serie A,2023-24,Sassuolo,Samu Castillejo,ESP,"FW,MF",28,1995,6.0,371,5,38,150,190,14,371,19,9,47.4,8,42.1,248,1714,839,27,24,7,23,18,278,45
ITA-Serie A,2023-24,Sassuolo,Samuele Mulattieri,ITA,"FW,MF",22,2000,5.1,188,4,11,102,77,21,188,16,4,25.0,8,50.0,101,552,240,8,8,7,20,13,130,38
ITA-Serie A,2023-24,Sassuolo,Uroš Račić,SRB,MF,25,1998,9.1,481,30,117,284,83,5,481,7,6,85.7,1,14.3,240,1134,493,5,6,0,9,6,310,11
ITA-Serie A,2023-24,Torino,Adam Masina,MAR,DF,29,1994,11.4,741,94,395,309,42,8,741,1,1,100.0,0,0.0,432,1798,830,3,4,0,4,6,504,6
ITA-Serie A,2023-24,Torino,Adrien Tameze,CMR,"DF,MF",29,1994,23.8,1492,91,536,777,196,21,1492,19,12,63.2,5,26.3,866,4076,1818,22,25,2,20,17,981,39
ITA-Serie A,2023-24,Torino,Alessandro Buongiorno,ITA,DF,24,1999,28.1,1539,153,739,748,64,19,1539,4,0,0.0,4,100.0,740,3702,1363,14,10,2,26,4,809,10
ITA-Serie A,2023-24,Torino,Alessandro Dellavalle,ITA,DF,19,2004,0.2,8,1,4,4,0,0,8,0,0,,0,,4,29,2,0,0,0,0,0,3,0
ITA-Serie A,2023-24,Torino,Antonio Sanabria,PAR,"FW,MF",27,1996,23.7,856,14,78,467,322,82,854,32,14,43.8,17,53.1,504,2382,721,19,16,4,55,23,665,109
ITA-Serie A,2023-24,Torino,Brandon Soppy,FRA,DF,21,2002,2.0,110,4,25,50,37,3,110,6,3,50.0,1,16.7,56,368,180,9,3,2,2,1,56,3
ITA-Serie A,2023-24,Torino,David Okereke,NGA,"FW,MF",25,1997,2.8,122,0,6,48,68,12,122,6,1,16.7,3,50.0,77,439,225,8,1,7,8,3,101,23
ITA-Serie A,2023-24,Torino,David Zima,CZE,DF,22,2000,1.0,58,7,32,26,0,0,58,0,0,,0,,22,102,59,1,0,0,1,1,29,0
ITA-Serie A,2023-24,Torino,Demba Seck,SEN,MF,22,2001,4.7,160,1,11,65,88,16,160,20,7,35.0,8,40.0,119,1109,542,23,20,10,14,10,126,25
ITA-Serie A,2023-24,Torino,Duván Zapata,COL,FW,32,1991,32.0,1218,36,85,509,642,196,1218,111,36,32.4,62,55.9,769,4516,1845,74,54,27,119,58,960,242
ITA-Serie A,2023-24,Torino,Gvidas Gineitis,LTU,MF,19,2004,6.0,344,14,63,193,91,5,344,7,3,42.9,4,57.1,177,909,394,9,5,0,4,1,187,12
ITA-Serie A,2023-24,Torino,Ivan Ilić,SRB,MF,22,2001,23.3,1548,52,259,933,366,22,1548,34,18,52.9,15,44.1,849,5039,2311,49,32,1,31,15,1039,52
ITA-Serie A,2023-24,Torino,Karol Linetty,POL,MF,28,1995,20.6,1068,42,192,703,182,13,1068,17,8,47.1,7,41.2,580,2736,1441,31,24,5,22,11,686,25
ITA-Serie A,2023-24,Torino,Koffi Djidji,CIV,DF,30,1992,8.4,502,43,239,237,29,1,502,6,3,50.0,3,50.0,309,1128,436,4,4,1,5,2,326,3
ITA-Serie A,2023-24,Torino,Luca Gemello,ITA,GK,23,2000,2.0,122,78,120,2,0,0,122,0,0,,0,,87,509,405,0,0,0,0,0,87,0
ITA-Serie A,2023-24,Torino,Matteo Lovato,ITA,DF,23,2000,6.0,324,22,179,137,8,3,324,0,0,,0,,150,550,140,0,0,0,0,1,190,0
ITA-Serie A,2023-24,Torino,Mërgim Vojvoda,KVX,DF,28,1995,15.3,1062,48,307,468,294,11,1062,12,7,58.3,4,33.3,618,3248,1753,30,28,2,7,8,710,72
ITA-Serie A,2023-24,Torino,Nemanja Radonjić,SRB,"MF,FW",27,1996,4.2,140,0,9,50,81,15,140,23,10,43.5,11,47.8,92,617,251,11,3,6,15,3,111,24
ITA-Serie A,2023-24,Torino,Nikola Vlašić,CRO,"MF,FW",25,1997,29.0,1252,14,141,588,544,80,1252,48,28,58.3,16,33.3,804,4506,2262,67,49,11,57,35,915,174
ITA-Serie A,2023-24,Torino,Perr Schuurs,NED,DF,23,1999,8.6,500,42,239,233,34,7,500,2,2,100.0,0,0.0,285,1289,562,9,6,0,9,5,296,4
ITA-Serie A,2023-24,Torino,Pietro Pellegri,ITA,FW,22,2001,8.4,231,5,18,99,123,25,231,15,5,33.3,7,46.7,129,835,366,14,15,2,25,15,162,52
ITA-Serie A,2023-24,Torino,Raoul Bellanova,ITA,DF,23,2000,33.8,1871,57,403,812,678,60,1871,98,43,43.9,35,35.7,1106,7714,3913,141,57,17,45,23,1217,202
ITA-Serie A,2023-24,Torino,Ricardo Rodríguez,SUI,DF,30,1992,30.8,1894,135,673,989,243,9,1894,11,8,72.7,3,27.3,1134,6330,3677,61,36,4,10,4,1291,40
ITA-Serie A,2023-24,Torino,Saba Sazonov,GEO,DF,21,2002,4.0,242,27,147,91,5,1,242,0,0,,0,,136,710,290,0,0,0,3,0,143,0
ITA-Serie A,2023-24,Torino,Samuele Ricci,ITA,MF,21,2001,26.6,1516,41,235,929,363,28,1516,29,9,31.0,18,62.1,944,5327,2405,47,35,7,20,12,1050,73
ITA-Serie A,2023-24,Torino,Simone Verdi,ITA,FW,31,1992,0.0,2,0,1,0,1,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Torino,Valentino Lazaro,AUT,"DF,MF",27,1996,22.2,1268,39,250,552,487,33,1268,43,20,46.5,12,27.9,713,3505,1736,53,29,10,35,8,792,106
ITA-Serie A,2023-24,Torino,Vanja Milinković-Savić,SRB,GK,26,1997,36.0,1620,1290,1610,11,0,0,1620,1,0,0.0,1,100.0,1003,5562,3199,0,0,0,0,0,859,0
ITA-Serie A,2023-24,Torino,Yann Karamoh,FRA,"MF,FW",25,1998,1.8,96,2,8,44,48,7,96,18,6,33.3,11,61.1,65,521,286,11,7,3,10,5,68,12
ITA-Serie A,2023-24,Torino,Zanos Savva,CYP,"DF,MF",17,2005,0.3,15,0,7,4,4,1,15,0,0,,0,,9,30,5,0,0,0,0,1,10,1
ITA-Serie A,2023-24,Udinese,Adam Masina,MAR,DF,29,1994,0.7,48,7,27,14,7,0,48,0,0,,0,,20,55,8,0,0,0,2,1,20,3
ITA-Serie A,2023-24,Udinese,Antonio Tikvić,CRO,DF,19,2004,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Udinese,Axel Guessand,FRA,DF,18,2004,0.5,33,1,10,22,1,1,33,0,0,,0,,21,108,63,1,0,0,3,0,25,1
ITA-Serie A,2023-24,Udinese,Beto,GNB,FW,25,1998,0.8,17,0,0,7,10,1,17,3,2,66.7,1,33.3,15,51,18,0,0,0,3,0,14,5
ITA-Serie A,2023-24,Udinese,Brenner,BRA,"MF,FW",23,2000,2.1,88,0,10,34,47,7,88,6,2,33.3,3,50.0,47,290,158,6,4,1,9,2,53,10
ITA-Serie A,2023-24,Udinese,Christian Kabasele,BEL,DF,32,1991,9.6,427,92,225,181,22,9,427,1,0,0.0,1,100.0,198,1097,558,7,3,0,5,0,216,1
ITA-Serie A,2023-24,Udinese,Domingos Quina,POR,MF,23,1999,0.1,2,0,1,1,0,0,2,0,0,,0,,1,2,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Udinese,Enzo Ebosse,CMR,DF,24,1999,0.1,17,5,9,8,0,0,17,0,0,,0,,12,38,21,0,0,0,0,0,12,0
ITA-Serie A,2023-24,Udinese,Festy Ebosele,IRL,DF,20,2002,18.9,707,35,166,246,314,46,707,108,49,45.4,37,34.3,406,3692,1887,67,45,30,56,34,405,98
ITA-Serie A,2023-24,Udinese,Florian Thauvin,FRA,FW,30,1993,19.0,774,4,70,343,385,82,773,90,35,38.9,46,51.1,490,3761,1941,72,53,30,57,36,541,97
ITA-Serie A,2023-24,Udinese,Hassane Kamara,CIV,DF,29,1994,24.7,1114,57,339,410,384,30,1114,54,30,55.6,22,40.7,557,3435,1732,61,36,9,34,19,580,94
ITA-Serie A,2023-24,Udinese,Isaac Success,NGA,"FW,MF",27,1996,9.8,332,14,28,159,151,28,331,40,20,50.0,14,35.0,237,1296,409,15,12,5,36,27,288,51
ITA-Serie A,2023-24,Udinese,Jaka Bijol,SVN,DF,24,1999,23.2,1099,212,669,395,38,29,1099,0,0,,0,,529,2642,1564,5,2,0,3,4,561,1
ITA-Serie A,2023-24,Udinese,Jordan Zemura,ZIM,DF,23,1999,11.5,473,19,112,197,172,25,473,22,13,59.1,8,36.4,264,1678,810,23,16,9,27,14,273,52
ITA-Serie A,2023-24,Udinese,João Ferreira,POR,DF,22,2001,20.2,1107,122,501,475,146,11,1107,33,18,54.5,12,36.4,515,2764,1488,19,21,4,22,8,533,45
ITA-Serie A,2023-24,Udinese,Keinan Davis,ENG,"FW,MF",25,1998,2.1,76,3,8,20,50,9,76,5,3,60.0,1,20.0,41,334,74,2,1,3,9,3,61,15
ITA-Serie A,2023-24,Udinese,Kingsley Ehizibue,NED,DF,28,1995,10.6,414,44,133,146,139,28,414,21,11,52.4,6,28.6,200,1268,596,18,10,7,17,10,198,44
ITA-Serie A,2023-24,Udinese,Lautaro Gianetti,ARG,DF,29,1993,7.0,383,72,227,147,9,5,383,1,1,100.0,0,0.0,195,720,262,2,1,0,2,0,215,0
ITA-Serie A,2023-24,Udinese,Lazar Samardzic,SRB,MF,21,2002,26.4,1284,39,216,616,487,32,1283,101,47,46.5,49,48.5,657,4112,2253,65,39,8,53,20,735,91
ITA-Serie A,2023-24,Udinese,Lorenzo Lucca,ITA,FW,22,2000,28.8,772,41,91,377,313,93,772,33,12,36.4,20,60.6,436,1829,459,10,16,5,85,48,598,118
ITA-Serie A,2023-24,Udinese,Maduka Okoye,NGA,GK,23,1999,21.0,491,448,489,2,0,0,491,0,0,,0,,203,1318,754,0,0,0,1,0,134,0
ITA-Serie A,2023-24,Udinese,Marco Silvestri,ITA,GK,32,1991,17.0,488,442,488,0,0,0,488,0,0,,0,,250,1212,801,0,0,0,0,0,183,0
ITA-Serie A,2023-24,Udinese,Marley Aké,FRA,FW,22,2001,0.1,1,0,1,0,0,0,1,0,0,,0,,1,0,0,0,0,0,1,0,1,0
ITA-Serie A,2023-24,Udinese,Martín Payero,ARG,MF,24,1998,20.0,829,29,173,434,255,24,829,65,24,36.9,33,50.8,447,3190,1783,47,35,3,45,19,463,64
ITA-Serie A,2023-24,Udinese,Nehuén Pérez,ARG,DF,23,2000,36.0,1991,249,947,939,133,29,1991,15,9,60.0,5,33.3,998,4824,2854,28,21,1,18,6,1061,24
ITA-Serie A,2023-24,Udinese,Oier Zarraga,ESP,MF,24,1999,4.5,166,15,57,75,34,5,166,2,1,50.0,1,50.0,70,339,197,5,4,2,7,3,90,10
ITA-Serie A,2023-24,Udinese,Roberto Pereyra,ARG,"FW,MF",32,1991,20.6,807,36,182,387,254,41,806,40,16,40.0,22,55.0,486,3084,1350,39,21,8,46,27,531,82
ITA-Serie A,2023-24,Udinese,Sandi Lovrić,SVN,MF,25,1998,22.1,939,31,169,444,347,35,939,32,17,53.1,14,43.8,521,3157,1735,52,35,10,30,20,546,80
ITA-Serie A,2023-24,Udinese,Simone Pafundi,ITA,MF,17,2006,0.1,9,0,3,4,2,0,9,0,0,,0,,4,19,2,0,0,0,0,0,4,1
ITA-Serie A,2023-24,Udinese,Thomas Kristensen,DEN,DF,21,2002,23.3,1124,164,583,499,57,22,1124,10,10,100.0,0,0.0,474,2640,1233,20,10,1,17,5,536,3
ITA-Serie A,2023-24,Udinese,Vivaldo Semedo,POR,FW,18,2005,0.1,3,0,0,2,1,1,3,0,0,,0,,3,6,2,1,0,1,1,2,3,0
ITA-Serie A,2023-24,Udinese,Walace,BRA,MF,28,1995,36.0,1823,131,591,1051,206,9,1823,39,16,41.0,19,48.7,968,5273,2521,37,30,1,56,27,994,22
NED-Eredivisie,2023-24,AZ Alkmaar,Alexandre Penetra,POR,DF,21,2001,19.5,1435,205,723,665,50,10,1435,2,0,0.0,2,100.0,807,3813,2221,8,9,0,2,1,1012,7
NED-Eredivisie,2023-24,AZ Alkmaar,Bruno Martins Indi,NED,DF,31,1992,8.4,685,70,236,373,80,11,685,2,1,50.0,1,50.0,415,2623,1833,22,21,0,4,1,481,5
NED-Eredivisie,2023-24,AZ Alkmaar,Dani de Wit,NED,MF,25,1998,27.9,1204,43,188,626,391,89,1203,18,5,27.8,11,61.1,526,1947,618,16,13,2,43,17,817,107
NED-Eredivisie,2023-24,AZ Alkmaar,Dave Kwakman,NED,MF,18,2004,0.8,73,0,6,45,22,1,73,2,0,0.0,0,0.0,43,210,83,2,1,1,0,1,58,0
NED-Eredivisie,2023-24,AZ Alkmaar,David Møller Wolfe,NOR,DF,21,2002,26.4,1584,87,472,692,437,51,1584,43,16,37.2,25,58.1,835,5493,2841,68,48,12,29,17,906,137
NED-Eredivisie,2023-24,AZ Alkmaar,Denso Kasius,NED,DF,20,2002,5.0,360,18,109,151,109,15,360,25,16,64.0,8,32.0,190,1366,776,20,12,7,10,5,201,40
NED-Eredivisie,2023-24,AZ Alkmaar,Djordje Mihailovic,USA,MF,24,1998,3.1,143,3,20,76,49,10,143,2,1,50.0,1,50.0,87,375,110,3,4,1,2,2,105,17
NED-Eredivisie,2023-24,AZ Alkmaar,Ernest Poku,NED,FW,19,2004,7.4,324,6,33,118,182,41,324,38,12,31.6,24,63.2,213,1872,1114,39,28,21,27,13,237,76
NED-Eredivisie,2023-24,AZ Alkmaar,Finn Stam,NED,DF,20,2003,0.4,19,0,8,8,4,1,19,1,1,100.0,0,0.0,8,45,18,1,0,1,0,0,10,0
NED-Eredivisie,2023-24,AZ Alkmaar,Hobie Verhulst,NED,GK,30,1993,1.0,51,47,51,0,0,0,51,0,0,,0,,22,102,51,0,0,0,0,0,21,0
NED-Eredivisie,2023-24,AZ Alkmaar,Ibrahim Sadiq,GHA,"FW,MF",23,2000,7.3,346,5,60,133,157,29,346,20,7,35.0,12,60.0,208,904,324,12,7,9,28,15,235,56
NED-Eredivisie,2023-24,AZ Alkmaar,Jayden Addai,NED,FW,17,2005,3.3,145,3,24,41,81,18,145,24,10,41.7,11,45.8,95,517,231,11,4,6,11,8,92,29
NED-Eredivisie,2023-24,AZ Alkmaar,Jens Odgaard,DEN,"FW,MF",24,1999,4.9,238,6,29,88,128,27,238,18,6,33.3,9,50.0,144,844,390,14,11,12,22,7,161,43
NED-Eredivisie,2023-24,AZ Alkmaar,Jordy Clasie,NED,MF,32,1991,27.4,1999,74,410,1281,324,11,1999,14,13,92.9,1,7.1,1095,5006,2504,28,34,3,22,13,1389,41
NED-Eredivisie,2023-24,AZ Alkmaar,Kees Smit,NED,MF,17,2006,0.2,16,1,3,8,5,1,16,0,0,,0,,7,26,9,0,0,0,0,0,10,1
NED-Eredivisie,2023-24,AZ Alkmaar,Kenzo Goudmijn,NED,MF,21,2001,2.7,197,3,33,110,54,1,197,5,3,60.0,2,40.0,106,587,284,6,2,0,1,2,130,3
NED-Eredivisie,2023-24,AZ Alkmaar,Kristijan Belic,SRB,MF,22,2001,10.2,710,29,157,423,138,15,710,26,14,53.8,11,42.3,375,1842,906,13,8,1,15,10,441,17
NED-Eredivisie,2023-24,AZ Alkmaar,Lequincio Zeefuik,NED,"MF,FW",18,2004,0.7,32,3,5,8,19,7,32,3,0,0.0,3,100.0,17,98,41,2,1,1,1,4,25,5
NED-Eredivisie,2023-24,AZ Alkmaar,Mathew Ryan,AUS,GK,31,1992,29.0,1167,912,1152,15,0,0,1167,0,0,,0,,774,3645,2086,0,0,0,0,1,675,0
NED-Eredivisie,2023-24,AZ Alkmaar,Maxim Dekker,NED,DF,19,2004,0.9,53,10,28,19,7,2,53,0,0,,0,,17,80,46,1,0,0,1,0,22,1
NED-Eredivisie,2023-24,AZ Alkmaar,Mayckel Lahdo,SWE,FW,20,2002,8.5,419,0,42,167,220,49,419,59,32,54.2,26,44.1,298,2569,1303,39,24,14,24,22,325,105
NED-Eredivisie,2023-24,AZ Alkmaar,Mees de Wit,NED,DF,25,1998,4.6,323,19,105,158,64,12,323,6,5,83.3,1,16.7,186,1165,553,6,8,0,7,1,202,9
NED-Eredivisie,2023-24,AZ Alkmaar,Mexx Meerdink,NED,"FW,MF",20,2003,0.3,8,1,1,3,4,2,8,0,0,,0,,3,13,0,0,0,0,1,1,5,1
NED-Eredivisie,2023-24,AZ Alkmaar,Myron van Brederode,NED,FW,20,2003,14.6,719,13,96,256,384,64,719,64,37,57.8,25,39.1,482,3154,1555,64,33,21,45,24,514,146
NED-Eredivisie,2023-24,AZ Alkmaar,Pantelis Hatzidiakos,GRE,DF,26,1997,2.0,161,13,75,77,11,4,161,0,0,,0,,111,686,467,2,3,0,0,2,128,2
NED-Eredivisie,2023-24,AZ Alkmaar,Riechedly Bazoer,CUW,DF,26,1996,27.0,2099,176,796,1162,154,5,2099,5,3,60.0,1,20.0,1405,8838,5831,39,37,1,12,6,1524,3
NED-Eredivisie,2023-24,AZ Alkmaar,Rome-Jayden Owusu-Oduro,NED,GK,19,2004,4.0,149,134,147,2,0,0,149,0,0,,0,,89,330,187,0,0,0,0,0,87,0
NED-Eredivisie,2023-24,AZ Alkmaar,Ruben van Bommel,NED,FW,18,2004,17.2,786,13,98,304,399,78,786,33,18,54.5,13,39.4,486,2959,1483,53,29,22,35,12,576,176
NED-Eredivisie,2023-24,AZ Alkmaar,Sven Mijnans,NED,"MF,FW",23,2000,26.3,1594,63,333,766,512,67,1594,40,23,57.5,16,40.0,826,3263,1365,20,39,7,47,26,1085,116
NED-Eredivisie,2023-24,AZ Alkmaar,Tiago Dantas,POR,MF,22,2000,7.7,587,23,126,346,119,11,587,1,0,0.0,1,100.0,352,1725,801,13,15,1,5,3,449,14
NED-Eredivisie,2023-24,AZ Alkmaar,Vangelis Pavlidis,GRE,FW,24,1998,33.3,1488,35,102,619,780,264,1487,120,45,37.5,69,57.5,818,4057,1841,70,35,50,138,65,1052,253
NED-Eredivisie,2023-24,AZ Alkmaar,Wouter Goes,NED,DF,19,2004,12.6,992,102,426,538,33,10,992,7,6,85.7,1,14.3,612,4160,2867,20,7,0,4,4,714,6
NED-Eredivisie,2023-24,AZ Alkmaar,Yukinari Sugawara,JPN,DF,23,2000,28.4,2223,96,638,926,679,43,2223,21,14,66.7,6,28.6,1106,5747,3114,64,36,13,21,9,1346,132
NED-Eredivisie,2023-24,Ajax,Ahmetcan Kaplan,TUR,DF,20,2003,10.5,923,86,392,507,29,6,923,8,5,62.5,1,12.5,540,2927,1812,8,10,0,8,1,661,3
NED-Eredivisie,2023-24,Ajax,Amourrichio Van Axel Dongen,NED,FW,18,2004,0.6,19,0,2,10,10,0,19,3,1,33.3,1,33.3,13,140,65,1,2,0,1,2,8,3
NED-Eredivisie,2023-24,Ajax,Anass Salah-Eddine,NED,DF,21,2002,2.1,189,5,38,80,72,6,189,7,2,28.6,4,57.1,116,480,253,6,3,3,3,2,123,23
NED-Eredivisie,2023-24,Ajax,Anton Gaaei,DEN,DF,20,2002,12.9,951,37,250,407,299,27,951,21,12,57.1,8,38.1,531,2776,1381,36,21,7,21,12,593,106
NED-Eredivisie,2023-24,Ajax,Ar'jany Martha,CUW,"DF,FW",19,2003,7.8,612,21,131,288,201,15,612,24,14,58.3,8,33.3,352,1957,1063,29,22,8,22,4,381,51
NED-Eredivisie,2023-24,Ajax,Benjamin Tahirovic,BIH,MF,20,2003,18.5,1299,52,293,794,226,13,1299,22,10,45.5,10,45.5,770,3608,1579,16,28,1,24,13,936,20
NED-Eredivisie,2023-24,Ajax,Borna Sosa,CRO,DF,25,1998,9.4,724,32,203,322,206,9,724,19,12,63.2,6,31.6,385,2230,1179,23,19,2,6,3,467,53
NED-Eredivisie,2023-24,Ajax,Branco van den Boomen,NED,MF,28,1995,11.9,1052,30,184,607,266,10,1052,12,5,41.7,7,58.3,650,3347,1553,29,20,3,10,4,767,24
NED-Eredivisie,2023-24,Ajax,Brian Brobbey,NED,FW,21,2002,26.7,825,32,46,307,483,227,824,57,28,49.1,22,38.6,500,2856,1234,53,24,40,77,39,661,211
NED-Eredivisie,2023-24,Ajax,Carlos Forbs,POR,FW,19,2004,9.2,456,4,53,89,323,61,456,42,19,45.2,22,52.4,279,2278,1204,50,33,24,31,12,309,120
NED-Eredivisie,2023-24,Ajax,Chuba Akpom,ENG,"FW,MF",27,1995,11.7,414,15,33,178,210,78,414,24,12,50.0,8,33.3,257,1497,624,24,14,8,35,24,309,74
NED-Eredivisie,2023-24,Ajax,Davy Klaassen,NED,MF,30,1993,0.7,25,1,4,9,13,5,25,1,1,100.0,0,0.0,13,34,4,0,0,0,2,0,16,3
NED-Eredivisie,2023-24,Ajax,Devyne Rensch,NED,DF,20,2003,24.6,1877,109,571,1039,276,37,1877,31,13,41.9,14,45.2,1099,5530,2700,39,26,10,13,10,1326,66
NED-Eredivisie,2023-24,Ajax,Diant Ramaj,GER,GK,21,2001,20.3,1057,854,1047,10,0,0,1057,0,0,,0,,732,3559,1927,0,0,0,0,1,660,0
NED-Eredivisie,2023-24,Ajax,Gastón Ávila,ARG,DF,21,2001,3.9,343,33,136,185,26,6,343,0,0,,0,,207,1014,621,6,4,0,6,2,234,4
NED-Eredivisie,2023-24,Ajax,Georges Mikautadze,GEO,"MF,FW",22,2000,2.6,111,2,17,49,47,8,111,18,5,27.8,10,55.6,63,424,159,5,2,1,10,5,91,20
NED-Eredivisie,2023-24,Ajax,Gerónimo Rulli,ARG,GK,31,1992,6.3,362,293,361,1,0,0,362,1,1,100.0,0,0.0,223,931,452,0,0,0,0,1,233,0
NED-Eredivisie,2023-24,Ajax,Jakov Medić,CRO,DF,24,1998,3.7,336,30,131,199,8,3,336,3,1,33.3,2,66.7,233,1508,919,3,2,0,5,0,251,0
