league,season,team,player,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
ITA-Serie A,2024-25,Lecce,Santiago Pierotti,ARG,FW,23,2001,36,22,1937,21.5,4,2,6,4,0,0,6,1,3.1,3.1,2.4,5.5,43,38,85,0.19,0.09,0.28,0.19,0.28,0.14,0.11,0.25,0.14,0.25
ITA-Serie A,2024-25,Lecce,Tete Morente,ESP,"FW,MF",27,1996,31,23,2021,22.5,3,2,5,3,0,0,5,0,2.9,2.9,1.6,4.5,48,102,144,0.13,0.09,0.22,0.13,0.22,0.13,0.07,0.2,0.13,0.2
ITA-Serie A,2024-25,Lecce,Tiago Gabriel,POR,DF,19,2004,2,0,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2024-25,Lecce,Valentin Gendrey,FRA,DF,24,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,7,5,4,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.14,0.09,0.14
ITA-Serie A,2024-25,Lecce,Wladimiro Falcone,ITA,GK,29,1995,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2024-25,Lecce,Ylber Ramadani,ALB,MF,28,1996,29,21,1807,20.1,1,1,2,1,0,0,4,0,0.6,0.6,1.1,1.7,9,60,7,0.05,0.05,0.1,0.05,0.1,0.03,0.06,0.09,0.03,0.09
ITA-Serie A,2024-25,Lecce,Þórir Jóhann Helgason,ISL,MF,23,2000,21,13,1156,12.8,0,4,4,0,0,0,0,0,1.2,1.2,1.1,2.3,20,38,58,0.0,0.31,0.31,0.0,0.31,0.09,0.09,0.18,0.09,0.18
ITA-Serie A,2024-25,Milan,Alejandro Jiménez,ESP,"DF,FW",19,2005,22,14,1266,14.1,0,1,1,0,0,0,6,0,0.8,0.8,1.3,2.1,55,37,72,0.0,0.07,0.07,0.0,0.07,0.06,0.09,0.15,0.06,0.15
ITA-Serie A,2024-25,Milan,Alessandro Florenzi,ITA,FW,33,1991,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2024-25,Milan,Alexis Saelemaekers,BEL,"DF,FW",25,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,4,13,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06
ITA-Serie A,2024-25,Milan,Bob Murphy Omoregbe,ITA,MF,20,2003,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2024-25,Milan,Christian Pulisic,USA,"FW,MF",25,1998,34,29,2478,27.5,11,9,20,8,3,4,1,0,12.0,8.9,6.4,15.2,121,105,191,0.4,0.33,0.73,0.29,0.62,0.44,0.23,0.67,0.32,0.55
ITA-Serie A,2024-25,Milan,Davide Bartesaghi,ITA,DF,18,2005,4,1,118,1.3,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.1,2,2,17,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09
ITA-Serie A,2024-25,Milan,Davide Calabria,ITA,DF,27,1996,7,4,316,3.5,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,8,24,31,0.0,0.0,0.0,0.0,0.0,0.08,0.05,0.14,0.08,0.14
ITA-Serie A,2024-25,Milan,Emerson,BRA,DF,25,1999,17,16,1377,15.3,0,0,0,0,0,0,5,0,0.4,0.4,0.7,1.1,23,68,71,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.07,0.03,0.07
ITA-Serie A,2024-25,Milan,Fikayo Tomori,ENG,DF,26,1997,22,19,1593,17.7,0,1,1,0,0,0,4,1,0.1,0.1,0.7,0.8,8,63,3,0.0,0.06,0.06,0.0,0.06,0.0,0.04,0.05,0.0,0.05
ITA-Serie A,2024-25,Milan,Filippo Terracciano,ITA,"DF,MF",21,2003,13,6,539,6.0,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,5,14,9,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.04,0.03,0.04
ITA-Serie A,2024-25,Milan,Francesco Camarda,ITA,"FW,MF",16,2008,10,1,206,2.3,0,0,0,0,0,0,0,0,0.6,0.6,0.5,1.1,2,1,16,0.0,0.0,0.0,0.0,0.0,0.25,0.23,0.48,0.25,0.48
ITA-Serie A,2024-25,Milan,Ismaël Bennacer,ALG,MF,26,1997,6,4,300,3.3,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,8,23,12,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.07,0.02,0.07
ITA-Serie A,2024-25,Milan,João Félix,POR,MF,24,1999,15,8,760,8.4,2,0,2,2,0,0,3,0,2.7,2.7,1.2,3.8,20,40,56,0.24,0.0,0.24,0.24,0.24,0.32,0.14,0.46,0.32,0.46
ITA-Serie A,2024-25,Milan,Kevin Zeroli,ITA,MF,19,2005,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2024-25,Milan,Kyle Walker,ENG,DF,34,1990,11,7,659,7.3,0,0,0,0,0,0,1,0,0.0,0.0,0.9,1.0,11,32,19,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.13,0.01,0.13
ITA-Serie A,2024-25,Milan,Luka Jović,SRB,"FW,MF",26,1997,15,6,557,6.2,2,0,2,2,0,0,1,0,2.4,2.4,1.4,3.8,8,26,24,0.32,0.0,0.32,0.32,0.32,0.38,0.22,0.61,0.38,0.61
ITA-Serie A,2024-25,Milan,Malick Thiaw,GER,DF,22,2001,22,19,1806,20.1,0,0,0,0,0,0,2,0,0.6,0.6,0.1,0.7,12,89,1,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
ITA-Serie A,2024-25,Milan,Marco Sportiello,ITA,GK,32,1992,2,1,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2024-25,Milan,Matteo Gabbia,ITA,DF,24,1999,26,24,2152,23.9,2,0,2,2,0,0,4,0,1.1,1.1,0.2,1.3,13,74,2,0.08,0.0,0.08,0.08,0.08,0.05,0.01,0.05,0.05,0.05
ITA-Serie A,2024-25,Milan,Mattia Liberali,ITA,MF,17,2007,1,1,61,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,5,4,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.14,0.1,0.14
ITA-Serie A,2024-25,Milan,Mike Maignan,FRA,GK,29,1995,37,37,3294,36.6,0,0,0,0,0,0,1,0,0.0,0.0,0.8,0.8,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
ITA-Serie A,2024-25,Milan,Noah Okafor,SUI,FW,24,2000,11,5,414,4.6,1,0,1,1,0,0,0,0,1.5,1.5,0.3,1.9,21,12,48,0.22,0.0,0.22,0.22,0.22,0.33,0.07,0.41,0.33,0.41
ITA-Serie A,2024-25,Milan,Rafael Leão,POR,FW,25,1999,34,25,2323,25.8,8,8,16,8,0,0,5,0,7.6,7.6,8.4,15.9,123,93,262,0.31,0.31,0.62,0.31,0.62,0.29,0.32,0.62,0.29,0.62
ITA-Serie A,2024-25,Milan,Riccardo Sottil,ITA,"FW,MF",25,1999,6,1,123,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,11,3,14,0.0,0.0,0.0,0.0,0.0,0.13,0.23,0.36,0.13,0.36
ITA-Serie A,2024-25,Milan,Ruben Loftus-Cheek,ENG,MF,28,1996,19,10,1037,11.5,0,0,0,0,0,0,3,0,0.7,0.7,1.9,2.6,27,51,32,0.0,0.0,0.0,0.0,0.0,0.06,0.16,0.22,0.06,0.22
ITA-Serie A,2024-25,Milan,Samuel Chukwueze,NGA,"FW,MF",25,1999,26,9,925,10.3,3,2,5,3,0,0,0,0,2.7,2.7,3.0,5.7,48,36,116,0.29,0.19,0.49,0.29,0.49,0.26,0.29,0.56,0.26,0.56
ITA-Serie A,2024-25,Milan,Santiago Giménez,MEX,FW,23,2001,14,7,669,7.4,5,2,7,5,0,1,3,1,4.8,4.0,0.9,4.9,13,6,38,0.67,0.27,0.94,0.67,0.94,0.64,0.13,0.77,0.54,0.66
ITA-Serie A,2024-25,Milan,Strahinja Pavlović,SRB,DF,23,2001,24,21,1864,20.7,2,1,3,2,0,0,3,1,1.8,1.8,1.1,2.9,40,94,10,0.1,0.05,0.14,0.1,0.14,0.09,0.05,0.14,0.09,0.14
ITA-Serie A,2024-25,Milan,Tammy Abraham,ENG,FW,26,1997,28,12,1183,13.1,3,4,7,2,1,2,1,0,7.1,5.4,2.2,7.6,8,26,69,0.23,0.3,0.53,0.15,0.46,0.54,0.16,0.7,0.41,0.58
ITA-Serie A,2024-25,Milan,Theo Hernández,FRA,DF,26,1997,33,30,2696,30.0,4,3,7,4,0,1,4,1,2.7,1.9,4.7,6.6,93,132,148,0.13,0.1,0.23,0.13,0.23,0.09,0.16,0.25,0.06,0.22
ITA-Serie A,2024-25,Milan,Tijjani Reijnders,NED,MF,26,1998,37,36,3128,34.8,10,4,14,10,0,0,2,1,7.5,7.5,3.5,11.0,111,230,121,0.29,0.12,0.4,0.29,0.4,0.22,0.1,0.32,0.22,0.32
ITA-Serie A,2024-25,Milan,Warren Bondo,FRA,MF,20,2003,4,3,162,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,7,0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.06,0.02,0.06
ITA-Serie A,2024-25,Milan,Youssouf Fofana,FRA,MF,25,1999,35,29,2504,27.8,1,6,7,1,0,0,5,0,1.3,1.3,3.4,4.7,44,176,32,0.04,0.22,0.25,0.04,0.25,0.05,0.12,0.17,0.05,0.17
ITA-Serie A,2024-25,Milan,Yunus Musah,USA,"MF,FW",21,2002,29,19,1571,17.5,0,2,2,0,0,0,5,0,1.9,1.9,1.8,3.8,51,84,74,0.0,0.11,0.11,0.0,0.11,0.11,0.1,0.22,0.11,0.22
ITA-Serie A,2024-25,Milan,Álvaro Morata,ESP,"FW,MF",31,1992,16,13,1099,12.2,5,0,5,5,0,0,5,0,3.9,3.9,0.8,4.7,18,26,63,0.41,0.0,0.41,0.41,0.41,0.32,0.07,0.39,0.32,0.39
ITA-Serie A,2024-25,Monza,Alessandro Bianco,ITA,MF,21,2002,34,29,2600,28.9,1,0,1,1,0,0,9,0,1.3,1.3,1.2,2.5,35,125,24,0.03,0.0,0.03,0.03,0.03,0.04,0.04,0.09,0.04,0.09
ITA-Serie A,2024-25,Monza,Andrea Carboni,ITA,DF,23,2001,26,25,2191,24.3,0,1,1,0,0,0,5,0,0.3,0.3,0.3,0.6,9,51,32,0.0,0.04,0.04,0.0,0.04,0.01,0.01,0.03,0.01,0.03
ITA-Serie A,2024-25,Monza,Andrea Mazza,ITA,GK,20,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2024-25,Monza,Andrea Petagna,ITA,FW,29,1995,13,2,335,3.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,1,17,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.05,0.05,0.05
ITA-Serie A,2024-25,Monza,Armando Izzo,ITA,DF,32,1992,30,28,2435,27.1,1,1,2,1,0,0,12,0,0.4,0.4,0.8,1.2,12,72,12,0.04,0.04,0.07,0.04,0.07,0.02,0.03,0.05,0.02,0.05
ITA-Serie A,2024-25,Monza,Arvid Brorsson,SWE,DF,25,1999,6,3,362,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2024-25,Monza,Daniel Maldini,ITA,"MF,FW",22,2001,20,16,1306,14.5,3,0,3,3,0,0,5,0,4.8,4.8,0.9,5.7,41,34,66,0.21,0.0,0.21,0.21,0.21,0.33,0.06,0.39,0.33,0.39
ITA-Serie A,2024-25,Monza,Danilo D'Ambrosio,ITA,DF,35,1988,20,12,1095,12.2,0,1,1,0,0,0,2,1,0.5,0.5,0.4,0.9,10,34,16,0.0,0.08,0.08,0.0,0.08,0.04,0.03,0.08,0.04,0.08
ITA-Serie A,2024-25,Monza,Dany Mota,POR,"FW,MF",26,1998,31,24,2104,23.4,5,2,7,5,0,0,3,0,5.1,5.1,1.8,6.9,53,47,139,0.21,0.09,0.3,0.21,0.3,0.22,0.08,0.29,0.22,0.29
ITA-Serie A,2024-25,Monza,Gaetano Castrovilli,ITA,MF,27,1997,12,7,596,6.6,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,10,24,28,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.11,0.05,0.11
ITA-Serie A,2024-25,Monza,Gianluca Caprari,ITA,"MF,FW",31,1993,34,18,1651,18.3,3,2,5,1,2,2,3,0,4.2,2.6,2.4,5.0,43,81,104,0.16,0.11,0.27,0.05,0.16,0.23,0.13,0.36,0.14,0.27
ITA-Serie A,2024-25,Monza,Giorgos Kyriakopoulos,GRE,DF,28,1996,34,33,2845,31.6,2,4,6,2,0,0,5,0,0.9,0.9,3.3,4.2,67,97,132,0.06,0.13,0.19,0.06,0.19,0.03,0.1,0.13,0.03,0.13
ITA-Serie A,2024-25,Monza,Jean-Daniel Akpa-Akpro,CIV,MF,31,1992,14,12,966,10.7,0,0,0,0,0,0,4,0,0.3,0.3,0.2,0.6,21,19,22,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05
ITA-Serie A,2024-25,Monza,Kacper Urbanski,POL,MF,19,2004,8,6,500,5.6,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.3,10,41,14,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.05,0.03,0.05
ITA-Serie A,2024-25,Monza,Keita Baldé,SEN,FW,29,1995,11,8,638,7.1,2,0,2,2,0,0,2,0,1.1,1.1,0.2,1.2,19,35,29,0.28,0.0,0.28,0.28,0.28,0.15,0.02,0.18,0.15,0.18
ITA-Serie A,2024-25,Monza,Kevin Martins,ITA,"MF,DF",19,2005,9,1,183,2.0,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,3,6,10,0.0,0.49,0.49,0.0,0.49,0.0,0.19,0.19,0.0,0.19
ITA-Serie A,2024-25,Monza,Kevin Zeroli,ITA,MF,19,2005,8,4,395,4.4,0,1,1,0,0,0,0,0,0.8,0.8,0.5,1.2,2,5,8,0.0,0.23,0.23,0.0,0.23,0.17,0.11,0.28,0.17,0.28
ITA-Serie A,2024-25,Monza,Luca Caldirola,ITA,DF,33,1991,14,10,876,9.7,0,0,0,0,0,0,5,0,0.3,0.3,0.1,0.4,5,22,4,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
ITA-Serie A,2024-25,Monza,Matteo Pessina,ITA,MF,27,1997,11,10,854,9.5,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,8,28,20,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
ITA-Serie A,2024-25,Monza,Mattia Valoti,ITA,MF,30,1993,5,0,40,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2024-25,Monza,Milan Đurić,BIH,FW,34,1990,18,13,1270,14.1,4,1,5,4,0,0,3,0,2.9,2.9,1.1,4.0,2,21,30,0.28,0.07,0.35,0.28,0.35,0.21,0.08,0.28,0.21,0.28
ITA-Serie A,2024-25,Monza,Mirko Marić,CRO,"FW,MF",29,1995,8,1,106,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,3,8,0.0,0.0,0.0,0.0,0.0,0.15,0.04,0.19,0.15,0.19
ITA-Serie A,2024-25,Monza,Omari Forson,ENG,"MF,FW",20,2004,9,1,223,2.5,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,14,10,18,0.0,0.0,0.0,0.0,0.0,0.09,0.21,0.3,0.09,0.3
ITA-Serie A,2024-25,Monza,Pablo Marí,ESP,DF,30,1993,19,19,1628,18.1,0,0,0,0,0,0,4,1,0.2,0.2,0.1,0.3,5,58,1,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01
ITA-Serie A,2024-25,Monza,Patrick Ciurria,ITA,"MF,DF",29,1995,21,12,1111,12.3,1,1,2,1,0,0,1,0,0.8,0.8,2.3,3.1,19,27,52,0.08,0.08,0.16,0.08,0.16,0.07,0.18,0.25,0.07,0.25
ITA-Serie A,2024-25,Monza,Pedro Pereira,POR,DF,26,1998,35,32,2665,29.6,1,3,4,1,0,0,10,0,1.2,1.2,1.6,2.8,52,66,107,0.03,0.1,0.14,0.03,0.14,0.04,0.05,0.1,0.04,0.1
ITA-Serie A,2024-25,Monza,Roberto Gagliardini,ITA,"MF,DF",30,1994,8,0,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,5,11,3,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09
ITA-Serie A,2024-25,Monza,Samuele Birindelli,ITA,"DF,MF",25,1999,21,18,1468,16.3,3,0,3,3,0,0,2,0,2.1,2.1,1.4,3.5,40,35,100,0.18,0.0,0.18,0.18,0.18,0.13,0.09,0.22,0.13,0.22
ITA-Serie A,2024-25,Monza,Samuele Vignato,ITA,MF,20,2004,17,3,470,5.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,5,17,30,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.06,0.06,0.06
ITA-Serie A,2024-25,Monza,Semuel Pizzignacco,ITA,GK,22,2001,9,8,736,8.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2024-25,Monza,Silvère Ganvoula M'Boussy,CGO,FW,28,1996,7,4,326,3.6,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,3,4,21,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.16,0.1,0.16
ITA-Serie A,2024-25,Monza,Stefan Lekovic,SRB,DF,20,2004,7,3,367,4.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,15,2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
ITA-Serie A,2024-25,Monza,Stefano Sensi,ITA,MF,28,1995,12,2,274,3.0,1,0,1,0,1,1,0,0,0.9,0.2,0.2,0.4,4,38,8,0.33,0.0,0.33,0.0,0.0,0.31,0.07,0.38,0.05,0.12
ITA-Serie A,2024-25,Monza,Stefano Turati,ITA,GK,22,2001,30,30,2676,29.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2024-25,Monza,Tomás Palacios,ARG,DF,21,2003,8,5,446,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,21,2,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
ITA-Serie A,2024-25,Monza,Warren Bondo,FRA,MF,20,2003,20,19,1618,18.0,0,0,0,0,0,0,5,1,0.4,0.4,0.3,0.7,25,39,21,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
ITA-Serie A,2024-25,Napoli,Alessandro Buongiorno,ITA,DF,25,1999,22,22,1924,21.4,1,0,1,1,0,0,2,0,0.8,0.8,0.6,1.4,27,82,8,0.05,0.0,0.05,0.05,0.05,0.04,0.03,0.07,0.04,0.07
ITA-Serie A,2024-25,Napoli,Alessio Zerbin,ITA,"FW,DF",25,1999,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2024-25,Napoli,Alex Meret,ITA,GK,27,1997,34,34,3005,33.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2024-25,Napoli,Amir Rrahmani,KVX,DF,30,1994,38,38,3406,37.8,1,3,4,1,0,0,2,0,2.9,2.9,1.1,3.9,30,188,2,0.03,0.08,0.11,0.03,0.11,0.08,0.03,0.1,0.08,0.1
ITA-Serie A,2024-25,Napoli,Andre-Frank Zambo Anguissa,CMR,MF,28,1995,35,32,2852,31.7,6,4,10,6,0,0,5,0,4.4,4.4,2.4,6.8,24,144,119,0.19,0.13,0.32,0.19,0.32,0.14,0.08,0.22,0.14,0.22
ITA-Serie A,2024-25,Napoli,Billy Gilmour,SCO,MF,23,2001,26,13,1177,13.1,0,1,1,0,0,0,0,0,0.5,0.5,1.8,2.3,11,67,18,0.0,0.08,0.08,0.0,0.08,0.04,0.14,0.18,0.04,0.18
ITA-Serie A,2024-25,Napoli,Cyril Ngonge,BEL,FW,24,2000,18,1,216,2.4,0,0,0,0,0,0,2,0,0.7,0.7,0.4,1.1,7,8,36,0.0,0.0,0.0,0.0,0.0,0.29,0.15,0.44,0.29,0.44
ITA-Serie A,2024-25,Napoli,David Neres,BRA,FW,27,1997,28,13,1283,14.3,2,4,6,2,0,0,1,0,2.7,2.7,3.5,6.2,73,32,143,0.14,0.28,0.42,0.14,0.42,0.19,0.25,0.43,0.19,0.43
ITA-Serie A,2024-25,Napoli,Elia Caprile,ITA,GK,22,2001,4,3,325,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2024-25,Napoli,Giacomo Raspadori,ITA,"FW,MF",24,2000,26,11,1103,12.3,6,1,7,6,0,0,1,0,4.0,4.0,2.4,6.4,18,42,57,0.49,0.08,0.57,0.49,0.57,0.33,0.2,0.52,0.33,0.52
ITA-Serie A,2024-25,Napoli,Giovanni Di Lorenzo,ITA,DF,30,1993,37,37,3330,37.0,3,2,5,3,0,0,6,0,2.8,2.8,3.9,6.7,50,224,163,0.08,0.05,0.14,0.08,0.14,0.08,0.1,0.18,0.08,0.18
ITA-Serie A,2024-25,Napoli,Giovanni Simeone,ARG,FW,29,1995,30,1,419,4.7,1,1,2,1,0,0,1,0,2.6,2.6,0.8,3.4,11,7,30,0.21,0.21,0.43,0.21,0.43,0.56,0.17,0.73,0.56,0.73
ITA-Serie A,2024-25,Napoli,Juan Jesus,BRA,DF,33,1991,15,12,1074,11.9,0,1,1,0,0,0,2,0,0.3,0.3,0.0,0.4,3,50,2,0.0,0.08,0.08,0.0,0.08,0.03,0.0,0.03,0.03,0.03
ITA-Serie A,2024-25,Napoli,Khvicha Kvaratskhelia,GEO,"FW,MF",23,2001,17,15,1178,13.1,5,3,8,4,1,1,1,0,4.1,3.4,3.7,7.0,74,57,89,0.38,0.23,0.61,0.31,0.53,0.32,0.28,0.6,0.26,0.54
ITA-Serie A,2024-25,Napoli,Leonardo Spinazzola,ITA,"DF,FW",31,1993,27,17,1517,16.9,1,1,2,1,0,0,1,0,0.7,0.7,3.5,4.2,83,88,81,0.06,0.06,0.12,0.06,0.12,0.04,0.21,0.25,0.04,0.25
ITA-Serie A,2024-25,Napoli,Mathías Olivera,URU,DF,26,1997,32,26,2370,26.3,0,2,2,0,0,0,4,0,1.1,1.1,1.7,2.8,46,126,62,0.0,0.08,0.08,0.0,0.08,0.04,0.07,0.11,0.04,0.11
ITA-Serie A,2024-25,Napoli,Matteo Politano,ITA,"FW,MF",30,1993,37,34,2804,31.2,3,4,7,3,0,0,3,0,3.1,3.1,4.8,7.9,135,129,278,0.1,0.13,0.22,0.1,0.22,0.1,0.15,0.25,0.1,0.25
ITA-Serie A,2024-25,Napoli,Michael Folorunsho,ITA,"FW,MF",26,1998,6,0,35,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27
ITA-Serie A,2024-25,Napoli,Noah Okafor,SUI,"FW,MF",24,2000,4,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.7,7,1,6,0.0,0.0,0.0,0.0,0.0,0.04,1.43,1.47,0.04,1.47
ITA-Serie A,2024-25,Napoli,Pasquale Mazzocchi,ITA,"DF,FW",29,1995,20,7,702,7.8,0,0,0,0,0,0,3,0,0.3,0.3,0.4,0.6,20,23,43,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08
ITA-Serie A,2024-25,Napoli,Philip Billing,DEN,MF,28,1996,10,1,197,2.2,1,0,1,1,0,0,1,0,1.5,1.5,0.1,1.7,1,5,8,0.46,0.0,0.46,0.46,0.46,0.71,0.05,0.76,0.71,0.76
ITA-Serie A,2024-25,Napoli,Rafa Marín,ESP,DF,22,2002,4,1,142,1.6,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,5,0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14
ITA-Serie A,2024-25,Napoli,Romelu Lukaku,BEL,FW,31,1993,36,35,2843,31.6,14,10,24,11,3,4,4,0,13.0,9.8,3.9,13.8,31,36,219,0.44,0.32,0.76,0.35,0.66,0.41,0.12,0.54,0.31,0.44
ITA-Serie A,2024-25,Napoli,Scott McTominay,SCO,MF,27,1996,34,33,2938,32.6,12,4,16,12,0,0,3,0,7.4,7.4,2.7,10.1,56,112,131,0.37,0.12,0.49,0.37,0.49,0.23,0.08,0.31,0.23,0.31
ITA-Serie A,2024-25,Napoli,Simone Scuffet,ITA,GK,28,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2024-25,Napoli,Stanislav Lobotka,SVK,MF,29,1994,32,31,2636,29.3,0,1,1,0,0,0,3,0,0.3,0.3,1.2,1.5,30,118,32,0.0,0.03,0.03,0.0,0.03,0.01,0.04,0.05,0.01,0.05
ITA-Serie A,2024-25,Napoli,Walid Cheddira,MAR,FW,26,1998,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2
