league,season,team,player,nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP
ITA-Serie A,2023-24,Milan,Luka Romero,ARG,"FW,MF",18,2004,1.0,33,39,84.6,434,58,20,22,90.9,11,13,84.6,0,0,,0,0.0,0.1,0.0,0,1,1,0,3
ITA-Serie A,2023-24,Milan,Malick Thiaw,GER,DF,21,2001,18.0,1084,1184,91.6,20626,6291,366,389,94.1,628,664,94.6,85,115,73.9,1,0.1,0.2,0.9,4,62,2,0,70
ITA-Serie A,2023-24,Milan,Marco Pellegrino,ARG,DF,21,2002,0.8,43,48,89.6,753,211,19,20,95.0,23,23,100.0,1,4,25.0,0,0.0,0.0,0.0,0,2,0,0,3
ITA-Serie A,2023-24,Milan,Marco Sportiello,ITA,GK,31,1992,7.0,213,247,86.2,4909,3500,56,56,100.0,116,118,98.3,41,73,56.2,0,0.0,0.0,0.0,0,5,0,0,0
ITA-Serie A,2023-24,Milan,Matteo Gabbia,ITA,DF,23,1999,14.2,815,902,90.4,16174,4946,220,237,92.8,501,530,94.5,88,115,76.5,1,0.3,0.2,0.7,3,46,0,0,42
ITA-Serie A,2023-24,Milan,Mattia Caldara,ITA,DF,29,1994,0.4,20,24,83.3,345,117,7,8,87.5,12,12,100.0,0,3,0.0,0,0.0,0.0,0.0,0,0,0,0,2
ITA-Serie A,2023-24,Milan,Mike Maignan,FRA,GK,28,1995,29.0,1033,1228,84.1,25589,17105,217,218,99.5,562,567,99.1,249,425,58.6,1,0.3,0.1,0.7,3,18,1,0,0
ITA-Serie A,2023-24,Milan,Noah Okafor,SUI,"FW,MF",23,2000,9.9,120,193,62.2,1802,438,56,84,66.7,52,73,71.2,4,14,28.6,2,1.2,0.5,0.8,8,3,9,3,15
ITA-Serie A,2023-24,Milan,Olivier Giroud,FRA,FW,36,1986,26.3,338,492,68.7,4151,758,229,312,73.4,74,108,68.5,9,11,81.8,8,4.7,2.4,3.3,32,24,7,0,28
ITA-Serie A,2023-24,Milan,Pierre Kalulu,FRA,DF,23,2000,4.2,230,259,88.8,3921,1103,93,101,92.1,122,127,96.1,10,16,62.5,0,0.1,0.2,-0.1,2,17,2,1,19
ITA-Serie A,2023-24,Milan,Rade Krunić,BIH,MF,29,1993,7.6,388,431,90.0,5999,1258,195,209,93.3,161,179,89.9,19,23,82.6,0,0.5,0.3,-0.5,5,17,2,0,24
ITA-Serie A,2023-24,Milan,Rafael Leão,POR,FW,24,1999,27.9,760,1032,73.6,12177,3205,399,487,81.9,286,370,77.3,57,101,56.4,9,9.1,8.1,-0.1,59,65,62,17,117
ITA-Serie A,2023-24,Milan,Ruben Loftus-Cheek,ENG,MF,27,1996,23.0,619,733,84.4,8563,1765,380,420,90.5,185,221,83.7,25,36,69.4,1,2.4,2.0,-1.4,25,50,12,1,74
ITA-Serie A,2023-24,Milan,Samuel Chukwueze,NGA,FW,24,1999,11.3,330,421,78.4,5423,1275,163,197,82.7,140,170,82.4,19,32,59.4,3,2.3,2.7,0.7,20,22,23,1,51
ITA-Serie A,2023-24,Milan,Simon Kjær,DEN,DF,34,1989,13.0,735,833,88.2,13856,5025,257,274,93.8,409,435,94.0,62,108,57.4,1,0.8,0.6,0.2,4,42,1,0,52
ITA-Serie A,2023-24,Milan,Theo Hernández,FRA,DF,25,1997,31.0,1717,1994,86.1,26200,9027,934,995,93.9,637,709,89.8,91,172,52.9,4,4.3,4.6,-0.3,44,103,40,12,166
ITA-Serie A,2023-24,Milan,Tijjani Reijnders,NED,MF,25,1998,31.3,1575,1746,90.2,24974,6527,773,822,94.0,664,708,93.8,92,129,71.3,3,3.7,4.1,-0.7,50,168,37,6,204
ITA-Serie A,2023-24,Milan,Tommaso Pobega,ITA,MF,24,1999,3.5,103,132,78.0,1779,547,47,58,81.0,42,45,93.3,10,18,55.6,0,0.2,0.1,-0.2,1,7,1,0,11
ITA-Serie A,2023-24,Milan,Yacine Adli,FRA,MF,23,2000,15.6,1125,1300,86.5,20142,6752,489,534,91.6,487,534,91.2,120,177,67.8,2,2.2,2.0,-0.2,22,149,16,6,125
ITA-Serie A,2023-24,Milan,Yunus Musah,USA,"MF,FW",20,2002,16.4,566,666,85.0,8391,2146,324,352,92.0,200,232,86.2,27,41,65.9,2,1.2,0.7,0.8,14,45,15,4,64
ITA-Serie A,2023-24,Monza,Alessandro Sorrentino,ITA,GK,21,2002,6.1,148,193,76.7,3731,2467,35,35,100.0,73,75,97.3,40,83,48.2,0,0.0,0.0,0.0,0,1,0,0,0
ITA-Serie A,2023-24,Monza,Alessio Zerbin,ITA,"DF,FW",24,1999,7.6,218,282,77.3,4240,1162,83,94,88.3,103,121,85.1,30,52,57.7,1,0.8,1.0,0.2,12,15,12,9,20
ITA-Serie A,2023-24,Monza,Andrea Carboni,ITA,DF,22,2001,16.5,833,976,85.3,14698,4909,352,384,91.7,411,447,91.9,65,122,53.3,0,0.5,0.4,-0.5,9,59,5,4,46
ITA-Serie A,2023-24,Monza,Andrea Colpani,ITA,"MF,FW",24,1999,29.5,752,981,76.7,14005,3225,333,379,87.9,296,370,80.0,102,176,58.0,4,5.0,4.6,-1.0,56,55,41,9,120
ITA-Serie A,2023-24,Monza,Andrea Ferraris,ITA,MF,20,2003,0.1,4,4,100.0,60,9,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1
ITA-Serie A,2023-24,Monza,Armando Izzo,ITA,DF,31,1992,18.3,1122,1235,90.9,21780,6523,342,361,94.7,665,705,94.3,109,151,72.2,0,0.5,1.3,-0.5,7,55,4,0,59
ITA-Serie A,2023-24,Monza,Daniel Maldini,ITA,"MF,FW",21,2001,3.7,89,114,78.1,1463,391,50,57,87.7,25,31,80.6,12,20,60.0,1,1.2,0.6,-0.2,11,7,6,1,10
ITA-Serie A,2023-24,Monza,Danilo D'Ambrosio,ITA,DF,34,1988,17.1,979,1095,89.4,17542,5544,360,376,95.7,531,566,93.8,74,124,59.7,0,0.2,0.4,-0.2,4,61,4,1,61
ITA-Serie A,2023-24,Monza,Dany Mota,POR,"FW,MF",25,1998,22.8,625,836,74.8,10962,1870,316,373,84.7,222,289,76.8,75,108,69.4,3,3.0,3.1,0.0,34,29,21,11,57
ITA-Serie A,2023-24,Monza,Davide Bettella,ITA,MF,23,2000,0.0,3,5,60.0,55,0,1,1,100.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2023-24,Monza,Gianluca Caprari,ITA,"MF,FW",30,1993,3.2,98,124,79.0,1784,475,49,53,92.5,31,38,81.6,17,24,70.8,0,0.7,0.7,-0.7,11,10,7,0,15
ITA-Serie A,2023-24,Monza,Giorgio Cittadini,ITA,DF,21,2002,0.2,5,6,83.3,94,39,1,2,50.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1
ITA-Serie A,2023-24,Monza,Giorgos Kyriakopoulos,GRE,DF,27,1996,19.0,891,1080,82.5,15032,4779,446,472,94.5,366,434,84.3,64,120,53.3,3,1.4,2.0,1.6,21,62,20,12,70
ITA-Serie A,2023-24,Monza,Giulio Donati,ITA,DF,33,1990,0.4,38,46,82.6,656,213,18,21,85.7,18,21,85.7,2,3,66.7,0,0.2,0.2,-0.2,3,0,1,1,3
ITA-Serie A,2023-24,Monza,Jean-Daniel Akpa-Akpro,CIV,MF,30,1992,7.8,220,263,83.7,3557,826,113,128,88.3,95,104,91.3,12,15,80.0,0,0.1,0.2,-0.1,1,14,0,0,10
ITA-Serie A,2023-24,Monza,Lorenzo Colombo,ITA,FW,21,2002,15.1,185,263,70.3,2711,593,104,139,74.8,48,66,72.7,16,22,72.7,1,0.6,0.5,0.4,8,10,3,0,24
ITA-Serie A,2023-24,Monza,Luca Caldirola,ITA,DF,32,1991,23.8,1247,1374,90.8,23794,7803,453,464,97.6,656,695,94.4,131,192,68.2,1,0.6,0.2,0.4,5,60,1,1,56
ITA-Serie A,2023-24,Monza,Matteo Pessina,ITA,MF,26,1997,35.8,1903,2154,88.3,33524,7225,780,865,90.2,952,1015,93.8,143,190,75.3,3,1.1,1.5,1.9,27,190,26,5,190
ITA-Serie A,2023-24,Monza,Michele Di Gregorio,ITA,GK,26,1997,31.9,1054,1350,78.1,28283,18779,220,224,98.2,513,517,99.2,314,600,52.3,0,0.0,0.1,0.0,0,15,0,0,1
ITA-Serie A,2023-24,Monza,Milan Đurić,BIH,FW,33,1990,14.0,140,272,51.5,1700,251,93,156,59.6,35,86,40.7,0,3,0.0,1,0.7,0.2,0.3,5,3,2,0,8
ITA-Serie A,2023-24,Monza,Mirko Marić,CRO,FW,28,1995,3.2,66,91,72.5,793,84,45,53,84.9,15,21,71.4,1,2,50.0,0,0.5,0.2,-0.5,5,0,1,0,4
ITA-Serie A,2023-24,Monza,Pablo Marí,ESP,DF,29,1993,29.1,1581,1737,91.0,33221,11252,421,451,93.3,919,957,96.0,231,310,74.5,0,0.3,0.6,-0.3,4,92,3,1,62
ITA-Serie A,2023-24,Monza,Papu Gómez,ARG,"MF,FW",35,1988,0.5,11,19,57.9,180,96,6,6,100.0,4,4,100.0,1,7,14.3,0,0.2,0.3,-0.2,1,1,2,0,3
ITA-Serie A,2023-24,Monza,Patrick Ciurria,ITA,"DF,MF",28,1995,17.8,662,847,78.2,10671,3258,335,377,88.9,271,348,77.9,41,72,56.9,1,2.6,2.1,-1.6,30,46,28,10,68
ITA-Serie A,2023-24,Monza,Pedro Pereira,POR,DF,25,1998,9.3,406,517,78.5,6526,2297,215,234,91.9,158,195,81.0,25,57,43.9,2,1.2,1.0,0.8,14,41,15,10,43
ITA-Serie A,2023-24,Monza,Pepín,EQG,"MF,FW",26,1996,2.7,113,143,79.0,1961,462,54,61,88.5,45,53,84.9,10,18,55.6,0,0.1,0.1,-0.1,2,9,1,0,13
ITA-Serie A,2023-24,Monza,Roberto Gagliardini,ITA,"MF,DF",29,1994,26.2,1339,1487,90.0,23611,5656,563,607,92.8,648,690,93.9,101,135,74.8,2,1.7,2.0,0.3,20,114,10,1,120
ITA-Serie A,2023-24,Monza,Samuele Birindelli,ITA,DF,24,1999,22.4,902,1104,81.7,15543,4505,427,466,91.6,382,446,85.7,81,138,58.7,2,2.9,2.4,-0.9,24,59,25,14,70
ITA-Serie A,2023-24,Monza,Samuele Vignato,ITA,"MF,FW",19,2004,3.8,107,128,83.6,1743,428,61,68,89.7,34,40,85.0,11,15,73.3,0,0.2,0.2,-0.2,4,9,2,0,13
ITA-Serie A,2023-24,Monza,Valentin Carboni,ARG,"MF,FW",18,2005,13.0,436,523,83.4,6962,1487,225,260,86.5,175,193,90.7,28,38,73.7,3,1.7,1.4,1.3,23,30,8,1,57
ITA-Serie A,2023-24,Monza,Warren Bondo,FRA,MF,19,2003,16.4,557,621,89.7,9504,1586,239,253,94.5,271,295,91.9,34,39,87.2,1,0.3,0.2,0.7,7,40,2,1,43
ITA-Serie A,2023-24,Napoli,Alessandro Zanoli,ITA,"DF,FW",22,2000,0.6,33,40,82.5,527,111,14,16,87.5,15,19,78.9,2,2,100.0,0,0.0,0.0,0.0,0,2,0,0,4
ITA-Serie A,2023-24,Napoli,Alessio Zerbin,ITA,"FW,DF",24,1999,1.7,56,71,78.9,779,133,30,36,83.3,18,21,85.7,2,4,50.0,0,0.6,0.5,-0.6,4,1,2,2,3
ITA-Serie A,2023-24,Napoli,Alex Meret,ITA,GK,26,1997,30.8,769,914,84.1,18457,10706,137,137,100.0,447,452,98.9,185,321,57.6,0,0.1,0.0,-0.1,1,1,0,0,0
ITA-Serie A,2023-24,Napoli,Amir Rrahmani,KVX,DF,29,1994,28.9,2028,2255,89.9,39408,13051,735,776,94.7,1008,1067,94.5,260,366,71.0,0,0.9,0.7,-0.9,14,153,3,0,113
ITA-Serie A,2023-24,Napoli,Andre-Frank Zambo Anguissa,CMR,MF,27,1995,31.0,1604,1839,87.2,22930,5591,950,1042,91.2,515,579,88.9,71,99,71.7,2,3.0,3.0,-1.0,38,147,28,6,163
ITA-Serie A,2023-24,Napoli,Cyril Ngonge,BEL,FW,23,2000,3.5,107,144,74.3,1788,439,58,65,89.2,37,50,74.0,11,23,47.8,0,0.8,0.5,-0.8,9,8,5,2,11
ITA-Serie A,2023-24,Napoli,Diego Demme,GER,MF,31,1991,0.8,63,76,82.9,1050,216,28,34,82.4,29,35,82.9,4,4,100.0,0,0.0,0.0,0.0,0,3,1,0,5
ITA-Serie A,2023-24,Napoli,Elif Elmas,MKD,"FW,MF",23,1999,3.8,167,191,87.4,2276,469,116,122,95.1,39,48,81.3,7,10,70.0,0,0.2,0.3,-0.2,6,14,1,0,16
ITA-Serie A,2023-24,Napoli,Giacomo Raspadori,ITA,"FW,MF",23,2000,17.6,525,709,74.0,9296,1615,242,289,83.7,198,258,76.7,67,113,59.3,3,4.0,3.0,-1.0,36,38,15,5,54
ITA-Serie A,2023-24,Napoli,Gianluca Gaetano,ITA,MF,23,2000,1.8,70,79,88.6,1030,257,36,40,90.0,26,27,96.3,3,4,75.0,0,0.5,0.4,-0.5,5,4,3,3,6
ITA-Serie A,2023-24,Napoli,Giovanni Di Lorenzo,ITA,DF,29,1993,35.9,2314,2732,84.7,36941,13552,1255,1357,92.5,835,982,85.0,170,254,66.9,6,4.9,5.4,1.1,51,230,86,16,304
ITA-Serie A,2023-24,Napoli,Giovanni Simeone,ARG,FW,28,1995,8.9,132,187,70.6,1760,309,79,95,83.2,37,52,71.2,6,15,40.0,0,0.6,0.8,-0.6,9,7,5,1,13
ITA-Serie A,2023-24,Napoli,Hamed Junior Traorè,CIV,MF,23,2000,4.2,167,196,85.2,2743,521,85,96,88.5,52,60,86.7,20,25,80.0,0,0.7,0.3,-0.7,8,18,8,1,21
ITA-Serie A,2023-24,Napoli,Jens Cajuste,SWE,MF,23,1999,11.3,369,435,84.8,5697,1065,198,218,90.8,144,171,84.2,19,22,86.4,2,1.1,0.7,0.9,15,35,10,1,37
ITA-Serie A,2023-24,Napoli,Jesper Lindstrøm,DEN,"FW,MF",23,2000,4.8,188,229,82.1,2592,472,119,128,93.0,42,53,79.2,13,18,72.2,0,1.0,0.9,-1.0,13,9,6,1,16
ITA-Serie A,2023-24,Napoli,Juan Jesus,BRA,DF,32,1991,23.5,1547,1709,90.5,29632,9837,487,524,92.9,896,950,94.3,148,200,74.0,0,0.3,0.8,-0.3,5,67,2,0,82
ITA-Serie A,2023-24,Napoli,Khvicha Kvaratskhelia,GEO,FW,22,2001,30.4,965,1200,80.4,15513,2850,541,598,90.5,300,372,80.6,96,162,59.3,6,6.8,5.4,-0.8,63,46,34,2,89
ITA-Serie A,2023-24,Napoli,Leander Dendoncker,BEL,MF,28,1995,0.3,23,27,85.2,333,62,15,17,88.2,8,9,88.9,0,1,0.0,0,0.0,0.0,0.0,0,3,0,0,2
ITA-Serie A,2023-24,Napoli,Leo Skiri Østigård,NOR,DF,23,1999,18.1,1172,1339,87.5,22293,8252,377,411,91.7,671,723,92.8,110,177,62.1,0,0.1,0.3,-0.1,3,68,4,0,76
ITA-Serie A,2023-24,Napoli,Mathías Olivera,URU,DF,25,1997,17.4,1024,1175,87.1,15322,5299,600,638,94.0,354,406,87.2,49,77,63.6,1,0.9,1.3,0.1,19,83,16,7,89
ITA-Serie A,2023-24,Napoli,Matteo Politano,ITA,FW,29,1993,26.2,994,1292,76.9,16623,5282,526,581,90.5,315,403,78.2,115,207,55.6,7,6.6,6.0,0.4,71,75,76,23,164
ITA-Serie A,2023-24,Napoli,Mário Rui,POR,DF,32,1991,13.4,860,1068,80.5,15400,5240,369,406,90.9,366,434,84.3,99,181,54.7,2,1.9,1.8,0.1,26,89,19,7,90
ITA-Serie A,2023-24,Napoli,Natan,BRA,DF,22,2001,10.6,581,666,87.2,10893,2971,219,230,95.2,298,320,93.1,61,103,59.2,0,0.1,0.2,-0.1,4,35,5,1,34
ITA-Serie A,2023-24,Napoli,Nikita Contini Baranovsky,ITA,GK,27,1996,0.2,4,4,100.0,66,38,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2023-24,Napoli,Pasquale Mazzocchi,ITA,DF,28,1995,4.8,225,276,81.5,3611,1120,136,148,91.9,74,100,74.0,15,24,62.5,1,0.2,0.3,0.8,3,18,6,3,24
ITA-Serie A,2023-24,Napoli,Pierluigi Gollini,ITA,GK,28,1995,7.0,218,266,82.0,5646,3603,37,37,100.0,116,117,99.1,65,112,58.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2023-24,Napoli,Piotr Zieliński,POL,MF,29,1994,21.4,1037,1255,82.6,15627,5245,585,626,93.5,326,394,82.7,78,155,50.3,2,3.4,3.2,-1.4,48,129,35,2,131
ITA-Serie A,2023-24,Napoli,Stanislav Lobotka,SVK,MF,28,1994,36.5,2081,2278,91.4,34504,8906,999,1071,93.3,885,945,93.7,152,192,79.2,1,1.3,1.6,-0.3,23,212,22,1,188
ITA-Serie A,2023-24,Napoli,Victor Osimhen,NGA,FW,24,1998,22.0,194,290,66.9,2461,399,120,158,75.9,52,72,72.2,4,13,30.8,3,3.1,0.9,-0.1,23,12,6,0,23
ITA-Serie A,2023-24,Roma,Andrea Belotti,ITA,FW,29,1993,7.5,115,155,74.2,1521,212,72,86,83.7,31,41,75.6,5,7,71.4,2,1.2,0.9,0.8,8,2,1,0,8
ITA-Serie A,2023-24,Roma,Angeliño,ESP,DF,26,1997,12.7,546,715,76.4,9819,3457,257,285,90.2,221,284,77.8,62,123,50.4,1,1.6,1.5,-0.6,19,36,21,13,40
ITA-Serie A,2023-24,Roma,Bryan Cristante,ITA,"MF,DF",28,1995,36.5,1785,2178,82.0,31740,9730,777,895,86.8,818,924,88.5,154,242,63.6,4,2.9,3.1,1.1,30,229,37,6,234
ITA-Serie A,2023-24,Roma,Chris Smalling,ENG,DF,33,1989,4.3,197,228,86.4,3810,1394,61,69,88.4,122,132,92.4,13,20,65.0,0,0.4,0.0,-0.4,1,7,0,0,13
ITA-Serie A,2023-24,Roma,Dean Huijsen,ESP,DF,18,2005,5.7,400,459,87.1,7151,2423,158,175,90.3,203,221,91.9,34,47,72.3,0,0.1,0.1,-0.1,1,16,1,0,18
ITA-Serie A,2023-24,Roma,Diego Llorente,ESP,DF,29,1993,24.1,1501,1648,91.1,28395,9300,503,520,96.7,865,914,94.6,120,180,66.7,1,0.6,0.2,0.4,4,71,1,0,75
ITA-Serie A,2023-24,Roma,Edoardo Bove,ITA,MF,21,2002,19.8,649,780,83.2,9698,2639,378,423,89.4,225,258,87.2,31,48,64.6,2,0.7,1.2,1.3,16,59,19,1,88
ITA-Serie A,2023-24,Roma,Gianluca Mancini,ITA,DF,27,1996,31.9,1744,2011,86.7,31178,10905,723,759,95.3,872,961,90.7,135,261,51.7,1,1.1,1.1,-0.1,10,141,19,4,139
ITA-Serie A,2023-24,Roma,Houssem Aouar,ALG,"MF,FW",25,1998,8.4,300,359,83.6,4459,818,166,181,91.7,113,133,85.0,14,21,66.7,0,0.5,0.6,-0.5,10,25,3,1,26
ITA-Serie A,2023-24,Roma,João Costa,BRA,"MF,FW",18,2005,0.2,7,9,77.8,100,43,4,4,100.0,3,3,100.0,0,1,0.0,0,0.0,0.1,0.0,1,0,1,0,1
ITA-Serie A,2023-24,Roma,Leandro Paredes,ARG,MF,29,1994,29.3,1880,2129,88.3,35052,11864,748,791,94.6,885,956,92.6,224,330,67.9,5,2.3,2.5,2.7,27,219,16,2,214
ITA-Serie A,2023-24,Roma,Leonardo Spinazzola,ITA,DF,30,1993,14.6,663,849,78.1,11631,3209,300,333,90.1,299,373,80.2,56,102,54.9,2,3.0,3.1,-1.0,27,32,48,21,52
ITA-Serie A,2023-24,Roma,Lorenzo Pellegrini,ITA,MF,27,1996,20.7,665,850,78.2,10532,2994,347,388,89.4,247,293,84.3,47,108,43.5,3,2.4,3.2,0.6,36,66,22,5,94
ITA-Serie A,2023-24,Roma,Mile Svilar,SRB,GK,23,1999,15.0,526,605,86.9,11527,7333,143,143,100.0,297,300,99.0,85,161,52.8,0,0.0,0.0,0.0,1,3,0,0,0
ITA-Serie A,2023-24,Roma,Niccolò Pisilli,ITA,MF,18,2004,0.1,5,6,83.3,62,0,5,5,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2023-24,Roma,Nicola Zalewski,POL,"DF,FW",21,2002,10.8,358,471,76.0,6112,1493,175,186,94.1,139,187,74.3,38,62,61.3,1,1.6,1.5,-0.6,17,19,21,6,33
ITA-Serie A,2023-24,Roma,Obite N'Dicka,CIV,DF,23,1999,24.1,1437,1587,90.5,24097,8613,655,676,96.9,687,735,93.5,79,148,53.4,3,1.0,0.5,2.0,6,74,3,1,87
ITA-Serie A,2023-24,Roma,Ola Solbakken,NOR,FW,24,1998,0.3,6,8,75.0,96,4,4,5,80.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0
ITA-Serie A,2023-24,Roma,Paulo Dybala,ARG,"FW,MF",29,1993,21.8,790,1000,79.0,12944,3000,409,461,88.7,272,330,82.4,80,140,57.1,9,4.3,4.0,4.7,50,67,37,0,122
ITA-Serie A,2023-24,Roma,Rasmus Kristensen,DEN,DF,26,1997,19.4,799,1037,77.0,12574,3602,413,468,88.2,323,408,79.2,43,100,43.0,1,0.9,1.3,0.1,12,35,11,8,40
ITA-Serie A,2023-24,Roma,Renato Sanches,POR,MF,25,1997,1.6,67,77,87.0,1065,220,37,38,97.4,26,29,89.7,3,7,42.9,0,0.2,0.1,-0.2,3,5,2,1,10
ITA-Serie A,2023-24,Roma,Riccardo Pagano,ITA,"MF,DF",18,2004,0.6,20,23,87.0,363,90,9,10,90.0,8,9,88.9,3,4,75.0,0,0.0,0.0,0.0,1,5,0,0,3
ITA-Serie A,2023-24,Roma,Rick Karsdorp,NED,DF,28,1995,13.2,544,684,79.5,8723,2416,286,326,87.7,209,257,81.3,36,63,57.1,2,2.2,1.6,-0.2,10,21,7,3,33
ITA-Serie A,2023-24,Roma,Romelu Lukaku,BEL,FW,30,1993,29.3,438,621,70.5,5515,781,271,351,77.2,114,155,73.5,11,25,44.0,3,2.4,1.5,0.6,29,23,13,3,37
ITA-Serie A,2023-24,Roma,Rui Patrício,POR,GK,35,1988,23.0,493,630,78.3,12956,9189,121,121,100.0,230,233,98.7,140,273,51.3,0,0.0,0.0,0.0,0,4,0,0,0
ITA-Serie A,2023-24,Roma,Sardar Azmoun,IRN,"FW,MF",28,1995,6.5,108,156,69.2,1497,361,69,90,76.7,34,42,81.0,2,5,40.0,0,1.4,0.5,-1.4,8,9,4,1,14
ITA-Serie A,2023-24,Roma,Stephan El Shaarawy,ITA,"FW,DF",30,1992,19.3,545,662,82.3,8516,1723,305,350,87.1,194,228,85.1,37,51,72.5,4,2.3,1.8,1.7,20,23,12,5,44
ITA-Serie A,2023-24,Roma,Tammy Abraham,ENG,FW,25,1997,2.7,19,40,47.5,231,75,14,25,56.0,4,9,44.4,0,1,0.0,0,0.1,0.0,-0.1,3,1,1,0,4
ITA-Serie A,2023-24,Roma,Tommaso Baldanzi,ITA,"FW,MF",20,2003,5.8,175,205,85.4,2356,434,111,124,89.5,57,66,86.4,3,7,42.9,0,0.7,0.7,-0.7,4,16,6,3,14
ITA-Serie A,2023-24,Roma,Zeki Çelik,TUR,DF,26,1997,7.5,284,341,83.3,4660,1360,139,158,88.0,116,137,84.7,18,31,58.1,0,0.6,0.4,-0.6,9,8,9,3,26
ITA-Serie A,2023-24,Salernitana,Agustín Martegani,ARG,MF,23,2000,8.1,248,297,83.5,3504,949,148,160,92.5,73,87,83.9,13,20,65.0,0,0.5,0.4,-0.5,6,29,4,0,28
ITA-Serie A,2023-24,Salernitana,Alessandro Zanoli,ITA,DF,22,2000,10.2,322,434,74.2,4696,1828,188,210,89.5,101,141,71.6,18,46,39.1,2,1.8,0.9,0.2,12,20,7,2,28
ITA-Serie A,2023-24,Salernitana,Andres Sfait,ROU,"DF,MF",18,2004,0.3,4,6,66.7,70,57,2,2,100.0,2,2,100.0,0,1,0.0,0,0.1,0.0,-0.1,1,1,1,0,1
ITA-Serie A,2023-24,Salernitana,Antonio Candreva,ITA,"MF,FW",36,1987,30.6,1019,1407,72.4,17916,5994,496,546,90.8,343,486,70.6,130,268,48.5,6,5.0,4.1,1.0,60,110,56,21,149
ITA-Serie A,2023-24,Salernitana,Benoît Costil,FRA,GK,36,1987,13.0,258,428,60.3,7748,6197,48,49,98.0,109,111,98.2,101,267,37.8,0,0.0,0.0,0.0,1,4,0,0,0
ITA-Serie A,2023-24,Salernitana,Boulaye Dia,SEN,"FW,MF",26,1996,12.7,204,244,83.6,3303,641,99,111,89.2,77,86,89.5,16,23,69.6,0,0.5,0.5,-0.5,10,22,5,0,22
ITA-Serie A,2023-24,Salernitana,Chukwubuikem Ikwuemesi,NGA,FW,21,2001,11.8,110,167,65.9,1382,234,71,97,73.2,29,40,72.5,3,8,37.5,1,0.7,0.6,0.3,8,5,2,0,10
ITA-Serie A,2023-24,Salernitana,Domagoj Bradarić,CRO,DF,23,1999,30.5,1184,1536,77.1,18474,5884,637,707,90.1,421,542,77.7,78,185,42.2,3,1.8,1.6,1.2,36,54,18,11,76
ITA-Serie A,2023-24,Salernitana,Dylan Bronn,TUN,"DF,MF",28,1995,0.6,8,12,66.7,116,60,5,6,83.3,3,4,75.0,0,2,0.0,0,0.0,0.0,0.0,0,2,1,0,1
ITA-Serie A,2023-24,Salernitana,Emanuel Vignato,ITA,"MF,FW",22,2000,3.5,90,120,75.0,1419,407,48,57,84.2,29,39,74.4,7,10,70.0,1,0.3,0.1,0.7,5,11,0,0,11
ITA-Serie A,2023-24,Salernitana,Emil Bohinen,NOR,MF,24,1999,5.9,262,333,78.7,4069,1031,130,153,85.0,103,121,85.1,16,24,66.7,0,0.2,0.1,-0.2,5,18,2,0,26
ITA-Serie A,2023-24,Salernitana,Erik Botheim,NOR,"FW,MF",23,2000,3.5,48,65,73.8,653,76,32,41,78.0,12,14,85.7,1,2,50.0,0,0.0,0.1,0.0,0,2,1,0,5
ITA-Serie A,2023-24,Salernitana,Federico Fazio,ARG,DF,36,1987,15.1,440,587,75.0,8392,3494,163,194,84.0,217,265,81.9,55,108,50.9,0,0.1,0.3,-0.1,3,26,1,0,27
ITA-Serie A,2023-24,Salernitana,Flavius Daniliuc,AUT,DF,22,2001,8.3,350,411,85.2,5932,2368,157,180,87.2,157,170,92.4,27,39,69.2,0,0.2,0.1,-0.2,5,31,2,0,37
ITA-Serie A,2023-24,Salernitana,Gerardo Fusco,ITA,FW,18,2005,0.2,5,7,71.4,46,1,3,4,75.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,1,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Giulio Maggiore,ITA,MF,25,1998,20.0,619,797,77.7,10161,3055,298,353,84.4,250,298,83.9,50,86,58.1,2,1.1,0.8,0.9,11,58,4,1,64
ITA-Serie A,2023-24,Salernitana,Grigoris Kastanos,CYP,"MF,DF",25,1998,16.4,458,650,70.5,7578,2346,216,260,83.1,141,205,68.8,61,105,58.1,3,2.8,1.5,0.2,28,52,11,2,78
ITA-Serie A,2023-24,Salernitana,Guillermo Ochoa,MEX,GK,38,1985,21.0,393,652,60.3,11569,8217,59,59,100.0,182,183,99.5,152,407,37.3,0,0.0,0.1,0.0,0,7,1,0,0
ITA-Serie A,2023-24,Salernitana,Iron Gomis,FRA,MF,23,1999,1.5,62,69,89.9,840,157,38,41,92.7,16,18,88.9,2,2,100.0,0,0.2,0.2,-0.2,3,3,2,1,4
