league,season,team,player,nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP
ITA-Serie A,2023-24,Salernitana,Jovane Cabral,CPV,"MF,FW",25,1998,7.5,185,245,75.5,3216,1015,86,100,86.0,66,86,76.7,23,37,62.2,0,0.4,0.6,-0.4,10,22,12,3,40
ITA-Serie A,2023-24,Salernitana,Junior Sambia,FRA,"DF,MF",26,1996,11.5,397,508,78.1,6404,2412,213,238,89.5,135,182,74.2,38,63,60.3,2,0.9,0.6,1.1,12,30,10,5,41
ITA-Serie A,2023-24,Salernitana,Jérôme Boateng,GER,DF,34,1988,2.6,106,126,84.1,2322,890,23,28,82.1,64,66,97.0,18,30,60.0,0,0.1,0.1,-0.1,1,10,2,0,9
ITA-Serie A,2023-24,Salernitana,Kostas Manolas,GRE,DF,32,1991,5.4,276,303,91.1,5479,1918,73,78,93.6,176,182,96.7,22,35,62.9,0,0.1,0.0,-0.1,1,7,3,1,10
ITA-Serie A,2023-24,Salernitana,Lassana Coulibaly,MLI,MF,27,1996,23.1,736,873,84.3,11985,3305,358,400,89.5,305,347,87.9,52,68,76.5,1,0.8,0.9,0.2,11,80,6,2,88
ITA-Serie A,2023-24,Salernitana,Lorenzo Pirola,ITA,DF,21,2002,22.1,868,1040,83.5,14823,5563,381,417,91.4,416,470,88.5,52,113,46.0,0,0.0,0.1,0.0,1,33,1,0,57
ITA-Serie A,2023-24,Salernitana,Loum Tchaouna,FRA,"FW,MF",19,2003,23.3,505,766,65.9,7384,2039,298,375,79.5,151,224,67.4,34,75,45.3,3,1.5,1.3,1.5,22,41,22,7,59
ITA-Serie A,2023-24,Salernitana,Mamadou Coulibaly,SEN,DF,24,1999,0.0,1,3,33.3,6,1,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Marco Pellegrino,ARG,DF,21,2002,6.1,211,256,82.4,3754,1365,83,94,88.3,112,126,88.9,16,33,48.5,0,0.0,0.0,0.0,1,6,0,0,7
ITA-Serie A,2023-24,Salernitana,Mateusz Łęgowski,POL,MF,20,2003,12.7,292,378,77.2,4268,1261,169,196,86.2,95,120,79.2,16,31,51.6,0,0.2,0.4,-0.2,7,30,5,1,37
ITA-Serie A,2023-24,Salernitana,Matteo Lovato,ITA,DF,23,2000,10.5,323,400,80.8,5859,2412,120,136,88.2,172,200,86.0,25,46,54.3,0,0.2,0.2,-0.2,3,25,2,1,29
ITA-Serie A,2023-24,Salernitana,Niccolò Pierozzi,ITA,DF,21,2001,9.7,264,348,75.9,4521,1389,130,147,88.4,104,131,79.4,24,52,46.2,0,0.0,0.1,0.0,1,14,2,2,16
ITA-Serie A,2023-24,Salernitana,Norbert Gyömbér,SVK,DF,31,1992,19.6,630,750,84.0,11574,4495,229,258,88.8,335,374,89.6,57,99,57.6,0,0.2,0.1,-0.2,5,33,0,0,42
ITA-Serie A,2023-24,Salernitana,Pasquale Mazzocchi,ITA,DF,28,1995,14.1,460,635,72.4,6631,3051,276,317,87.1,149,210,71.0,20,68,29.4,1,1.3,1.0,-0.3,14,30,16,10,36
ITA-Serie A,2023-24,Salernitana,Shon Weissman,ISR,"FW,DF",27,1996,5.5,49,67,73.1,650,61,31,40,77.5,9,13,69.2,4,5,80.0,0,0.1,0.1,-0.1,2,2,0,0,4
ITA-Serie A,2023-24,Salernitana,Simeon Nwankwo,NGA,FW,31,1992,7.6,83,133,62.4,1082,151,52,76,68.4,22,27,81.5,2,2,100.0,0,0.6,0.4,-0.6,5,8,1,0,7
ITA-Serie A,2023-24,Salernitana,Toma Bašić,CRO,MF,26,1996,12.9,442,540,81.9,7981,2047,192,208,92.3,179,214,83.6,57,89,64.0,0,0.5,0.7,-0.5,16,43,6,4,53
ITA-Serie A,2023-24,Salernitana,Triantafyllos Pasaridīs,GRE,DF,27,1996,5.0,141,172,82.0,2473,1139,55,59,93.2,73,80,91.3,10,28,35.7,0,0.0,0.2,0.0,2,13,1,0,17
ITA-Serie A,2023-24,Salernitana,Trivante Stewart,JAM,"FW,MF",23,2000,1.1,18,27,66.7,266,20,12,13,92.3,5,8,62.5,1,2,50.0,0,0.1,0.0,-0.1,1,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Vincenzo Fiorillo,ITA,GK,33,1990,4.0,53,128,41.4,2126,1792,4,4,100.0,17,17,100.0,32,105,30.5,0,0.0,0.0,0.0,0,3,0,0,0
ITA-Serie A,2023-24,Sassuolo,Alessio Cragno,ITA,GK,29,1994,3.0,69,100,69.0,1856,1253,16,16,100.0,28,28,100.0,24,55,43.6,0,0.0,0.0,0.0,0,2,0,0,0
ITA-Serie A,2023-24,Sassuolo,Andrea Consigli,ITA,GK,36,1987,35.0,838,1235,67.9,24440,17449,126,126,100.0,395,402,98.3,311,700,44.4,0,0.0,0.1,0.0,0,15,2,0,1
ITA-Serie A,2023-24,Sassuolo,Andrea Pinamonti,ITA,FW,24,1999,34.2,411,630,65.2,5473,873,236,315,74.9,130,194,67.0,12,33,36.4,1,1.9,2.2,-0.9,18,24,11,0,45
ITA-Serie A,2023-24,Sassuolo,Armand Lauriente,FRA,FW,24,1998,32.3,628,908,69.2,9577,3171,363,434,83.6,198,292,67.8,41,112,36.6,4,4.0,3.9,0.0,47,49,36,6,99
ITA-Serie A,2023-24,Sassuolo,Cristian Volpato,ITA,"MF,FW",19,2003,7.2,195,301,64.8,3460,1260,86,110,78.2,78,114,68.4,21,51,41.2,0,1.4,1.4,-1.4,16,16,16,4,53
ITA-Serie A,2023-24,Sassuolo,Daniel Boloca,ROU,MF,24,1998,22.5,956,1064,89.8,17430,4310,369,404,91.3,477,497,96.0,89,117,76.1,0,0.4,0.5,-0.4,14,97,5,1,109
ITA-Serie A,2023-24,Sassuolo,Domenico Berardi,ITA,FW,28,1994,15.9,409,641,63.8,8116,2265,185,241,76.8,140,204,68.6,73,140,52.1,3,3.0,2.5,0.0,27,48,29,6,83
ITA-Serie A,2023-24,Sassuolo,Emil Ceide,NOR,"FW,MF",21,2001,2.0,40,59,67.8,521,189,27,33,81.8,10,14,71.4,1,2,50.0,0,0.2,0.2,-0.2,4,2,2,0,3
ITA-Serie A,2023-24,Sassuolo,Filippo Missori,ITA,DF,19,2004,3.0,89,113,78.8,1575,527,40,44,90.9,38,48,79.2,10,17,58.8,0,0.0,0.1,0.0,2,5,2,2,8
ITA-Serie A,2023-24,Sassuolo,Gian Marco Ferrari,ITA,DF,31,1992,25.2,1073,1300,82.5,22039,9027,300,334,89.8,610,683,89.3,143,249,57.4,0,0.3,0.7,-0.3,9,131,13,3,148
ITA-Serie A,2023-24,Sassuolo,Grégoire Defrel,MTQ,"FW,MF",32,1991,8.4,187,221,84.6,2738,555,102,114,89.5,65,75,86.7,10,13,76.9,2,1.2,1.1,0.8,8,10,3,1,17
ITA-Serie A,2023-24,Sassuolo,Jeremy Toljan,GER,DF,28,1994,23.1,775,1007,77.0,12656,5032,396,432,91.7,300,378,79.4,58,140,41.4,5,1.6,2.0,3.4,18,52,20,7,79
ITA-Serie A,2023-24,Sassuolo,Josh Doig,SCO,DF,21,2002,14.9,404,591,68.4,6365,2717,233,264,88.3,136,204,66.7,26,86,30.2,2,1.1,0.7,0.9,14,39,9,7,33
ITA-Serie A,2023-24,Sassuolo,Justin Kumi,ITA,FW,19,2004,0.0,2,2,100.0,41,15,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0
ITA-Serie A,2023-24,Sassuolo,Kevin Miranda,ITA,DF,20,2003,0.2,9,10,90.0,165,43,3,3,100.0,5,6,83.3,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2023-24,Sassuolo,Kristian Thorstvedt,NOR,MF,24,1999,26.6,710,978,72.6,11390,3666,392,484,81.0,239,311,76.8,60,111,54.1,1,1.6,1.6,-0.6,36,85,15,2,130
ITA-Serie A,2023-24,Sassuolo,Luca Lipani,ITA,MF,18,2005,4.3,123,160,76.9,2084,785,56,63,88.9,49,67,73.1,11,20,55.0,0,0.2,0.1,-0.2,3,22,2,1,20
ITA-Serie A,2023-24,Sassuolo,Marash Kumbulla,ALB,DF,23,2000,4.0,83,106,78.3,1761,785,20,22,90.9,52,59,88.1,8,20,40.0,0,0.0,0.0,0.0,0,5,2,0,3
ITA-Serie A,2023-24,Sassuolo,Marcus Pedersen,NOR,DF,23,2000,17.9,563,735,76.6,9376,3043,289,327,88.4,224,281,79.7,43,87,49.4,2,1.1,0.7,0.9,10,35,9,7,31
ITA-Serie A,2023-24,Sassuolo,Martin Erlic,CRO,DF,25,1998,29.1,972,1214,80.1,19654,7045,307,357,86.0,530,594,89.2,129,243,53.1,0,0.0,0.4,0.0,0,76,6,0,78
ITA-Serie A,2023-24,Sassuolo,Matheus Henrique,BRA,MF,25,1997,27.8,831,1017,81.7,15414,5187,331,389,85.1,376,425,88.5,102,157,65.0,2,1.6,1.6,0.4,36,90,22,3,94
ITA-Serie A,2023-24,Sassuolo,Mattia Viti,ITA,DF,21,2002,10.9,406,486,83.5,7156,2346,158,181,87.3,208,232,89.7,30,57,52.6,0,0.0,0.1,0.0,1,27,0,0,36
ITA-Serie A,2023-24,Sassuolo,Matías Viña,URU,DF,25,1997,11.3,390,528,73.9,6507,2891,196,223,87.9,156,204,76.5,30,75,40.0,3,1.4,0.7,1.6,16,45,10,4,46
ITA-Serie A,2023-24,Sassuolo,Maxime Lopez,FRA,MF,25,1997,1.6,124,136,91.2,2097,777,46,48,95.8,61,64,95.3,9,15,60.0,0,0.2,0.2,-0.2,3,23,2,0,18
ITA-Serie A,2023-24,Sassuolo,Nedim Bajrami,ALB,"MF,FW",24,1999,14.6,330,460,71.7,5347,1538,154,186,82.8,134,174,77.0,25,63,39.7,2,2.2,1.6,-0.2,22,16,15,2,49
ITA-Serie A,2023-24,Sassuolo,Pedro Obiang,EQG,MF,31,1992,5.0,152,188,80.9,2551,813,72,79,91.1,66,77,85.7,11,21,52.4,0,0.7,0.4,-0.7,5,10,4,0,21
ITA-Serie A,2023-24,Sassuolo,Ruan,BRA,DF,24,1999,16.8,593,698,85.0,11580,3616,190,218,87.2,327,367,89.1,66,91,72.5,0,0.6,0.4,-0.6,4,22,3,0,33
ITA-Serie A,2023-24,Sassuolo,Samu Castillejo,ESP,"FW,MF",28,1995,6.0,213,283,75.3,3239,693,109,120,90.8,86,107,80.4,10,37,27.0,0,1.0,0.9,-1.0,15,14,6,4,26
ITA-Serie A,2023-24,Sassuolo,Samuele Mulattieri,ITA,"FW,MF",22,2000,5.1,81,116,69.8,1042,85,49,67,73.1,26,31,83.9,1,5,20.0,0,0.3,0.5,-0.3,6,4,0,0,1
ITA-Serie A,2023-24,Sassuolo,Uroš Račić,SRB,MF,25,1998,9.1,322,396,81.3,5773,1601,134,153,87.6,151,169,89.3,29,57,50.9,1,0.3,0.3,0.7,6,30,4,0,37
ITA-Serie A,2023-24,Torino,Adam Masina,MAR,DF,29,1994,11.4,557,652,85.4,9669,4033,236,259,91.1,275,317,86.8,37,61,60.7,0,0.2,0.4,-0.2,3,35,4,0,42
ITA-Serie A,2023-24,Torino,Adrien Tameze,CMR,"DF,MF",29,1994,23.8,1106,1276,86.7,18937,5466,462,506,91.3,549,605,90.7,68,101,67.3,2,2.2,1.2,-0.2,19,81,10,3,90
ITA-Serie A,2023-24,Torino,Alessandro Buongiorno,ITA,DF,24,1999,28.1,1012,1187,85.3,17567,5255,395,455,86.8,553,609,90.8,50,87,57.5,0,0.1,0.4,-0.1,4,28,4,1,62
ITA-Serie A,2023-24,Torino,Alessandro Dellavalle,ITA,DF,19,2004,0.2,5,6,83.3,132,51,3,3,100.0,0,0,,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,1
ITA-Serie A,2023-24,Torino,Antonio Sanabria,PAR,"FW,MF",27,1996,23.7,494,624,79.2,7261,1214,287,339,84.7,143,177,80.8,33,47,70.2,0,1.4,0.9,-1.4,15,39,10,1,57
ITA-Serie A,2023-24,Torino,Brandon Soppy,FRA,DF,21,2002,2.0,68,92,73.9,1009,330,38,42,90.5,22,32,68.8,5,9,55.6,0,0.1,0.1,-0.1,1,3,3,1,6
ITA-Serie A,2023-24,Torino,David Okereke,NGA,"FW,MF",25,1997,2.8,72,92,78.3,1089,175,31,38,81.6,37,42,88.1,1,3,33.3,0,0.1,0.3,-0.1,2,0,1,1,7
ITA-Serie A,2023-24,Torino,David Zima,CZE,DF,22,2000,1.0,36,43,83.7,679,120,10,11,90.9,23,26,88.5,2,5,40.0,0,0.0,0.0,0.0,0,0,0,0,1
ITA-Serie A,2023-24,Torino,Demba Seck,SEN,MF,22,2001,4.7,82,109,75.2,1195,260,44,54,81.5,32,38,84.2,3,4,75.0,0,0.1,0.2,-0.1,2,9,4,0,12
ITA-Serie A,2023-24,Torino,Duván Zapata,COL,FW,32,1991,32.0,492,752,65.4,7145,1154,289,393,73.5,139,212,65.6,32,57,56.1,4,3.0,1.5,1.0,27,31,13,0,52
ITA-Serie A,2023-24,Torino,Gvidas Gineitis,LTU,MF,19,2004,6.0,227,284,79.9,3884,876,93,113,82.3,96,103,93.2,22,43,51.2,0,0.5,1.0,-0.5,8,18,4,1,25
ITA-Serie A,2023-24,Torino,Ivan Ilić,SRB,MF,22,2001,23.3,1101,1336,82.4,18346,5282,493,545,90.5,479,548,87.4,84,155,54.2,2,5.0,4.6,-3.0,47,107,24,6,138
ITA-Serie A,2023-24,Torino,Karol Linetty,POL,MF,28,1995,20.6,755,884,85.4,12771,3517,367,412,89.1,308,343,89.8,62,84,73.8,0,0.8,0.7,-0.8,15,79,6,1,87
ITA-Serie A,2023-24,Torino,Koffi Djidji,CIV,DF,30,1992,8.4,372,434,85.7,6282,2034,154,171,90.1,186,202,92.1,24,44,54.5,0,0.0,0.1,0.0,0,17,0,0,19
ITA-Serie A,2023-24,Torino,Luca Gemello,ITA,GK,23,2000,2.0,95,118,80.5,2351,1529,18,18,100.0,54,54,100.0,23,44,52.3,0,0.0,0.0,0.0,0,1,0,0,0
ITA-Serie A,2023-24,Torino,Matteo Lovato,ITA,DF,23,2000,6.0,243,272,89.3,4102,968,95,106,89.6,135,147,91.8,7,11,63.6,0,0.0,0.0,0.0,0,6,0,0,4
ITA-Serie A,2023-24,Torino,Mërgim Vojvoda,KVX,DF,28,1995,15.3,762,964,79.0,13248,4831,328,370,88.6,342,416,82.2,67,130,51.5,3,1.4,1.5,1.6,18,54,30,5,91
ITA-Serie A,2023-24,Torino,Nemanja Radonjić,SRB,"MF,FW",27,1996,4.2,57,89,64.0,838,199,33,46,71.7,16,23,69.6,5,10,50.0,0,0.2,0.3,-0.2,3,4,3,2,7
ITA-Serie A,2023-24,Torino,Nikola Vlašić,CRO,"MF,FW",25,1997,29.0,806,998,80.8,11878,3431,442,509,86.8,291,348,83.6,37,61,60.7,2,2.9,3.6,-0.9,35,96,31,9,150
ITA-Serie A,2023-24,Torino,Perr Schuurs,NED,DF,23,1999,8.6,359,406,88.4,6478,1868,141,155,91.0,187,199,94.0,27,41,65.9,0,0.0,0.4,0.0,0,17,1,1,19
ITA-Serie A,2023-24,Torino,Pietro Pellegri,ITA,FW,22,2001,8.4,86,138,62.3,1094,113,60,81,74.1,16,30,53.3,4,7,57.1,1,0.3,0.1,0.7,4,3,0,0,8
ITA-Serie A,2023-24,Torino,Raoul Bellanova,ITA,DF,23,2000,33.8,1232,1579,78.0,20583,5976,601,675,89.0,488,607,80.4,109,190,57.4,7,5.0,4.5,2.0,52,61,47,37,98
ITA-Serie A,2023-24,Torino,Ricardo Rodríguez,SUI,DF,30,1992,30.8,1401,1677,83.5,23641,8173,669,708,94.5,584,689,84.8,117,213,54.9,2,1.4,1.8,0.6,20,119,25,12,127
ITA-Serie A,2023-24,Torino,Saba Sazonov,GEO,DF,21,2002,4.0,163,187,87.2,3225,887,53,55,96.4,88,97,90.7,21,29,72.4,0,0.0,0.0,0.0,1,4,0,0,8
ITA-Serie A,2023-24,Torino,Samuele Ricci,ITA,MF,21,2001,26.6,1121,1310,85.6,18378,4368,524,574,91.3,496,551,90.0,71,117,60.7,2,2.3,2.4,-0.3,26,103,24,4,122
ITA-Serie A,2023-24,Torino,Simone Verdi,ITA,FW,31,1992,0.0,1,1,100.0,7,5,1,1,100.0,0,0,,0,0,,0,0.1,0.0,-0.1,1,0,0,0,0
ITA-Serie A,2023-24,Torino,Valentino Lazaro,AUT,"DF,MF",27,1996,22.2,839,1106,75.9,13621,4761,425,467,91.0,323,426,75.8,63,143,44.1,4,2.9,2.9,1.1,34,64,32,16,94
ITA-Serie A,2023-24,Torino,Vanja Milinković-Savić,SRB,GK,26,1997,36.0,984,1536,64.1,30924,23394,132,133,99.2,485,489,99.2,367,904,40.6,0,0.0,0.1,0.0,0,45,0,0,0
ITA-Serie A,2023-24,Torino,Yann Karamoh,FRA,"MF,FW",25,1998,1.8,45,66,68.2,696,176,21,30,70.0,21,28,75.0,2,4,50.0,0,0.1,0.2,-0.1,1,3,1,0,5
ITA-Serie A,2023-24,Torino,Zanos Savva,CYP,"DF,MF",17,2005,0.3,5,11,45.5,95,9,1,2,50.0,4,6,66.7,0,3,0.0,0,0.0,0.0,0.0,0,0,0,0,1
ITA-Serie A,2023-24,Udinese,Adam Masina,MAR,DF,29,1994,0.7,22,30,73.3,345,153,12,15,80.0,8,9,88.9,2,4,50.0,0,0.0,0.0,0.0,0,0,0,0,1
ITA-Serie A,2023-24,Udinese,Antonio Tikvić,CRO,DF,19,2004,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2023-24,Udinese,Axel Guessand,FRA,DF,18,2004,0.5,21,27,77.8,471,141,5,7,71.4,14,16,87.5,2,4,50.0,0,0.0,0.0,0.0,0,3,0,0,1
ITA-Serie A,2023-24,Udinese,Beto,GNB,FW,25,1998,0.8,10,11,90.9,128,26,7,8,87.5,3,3,100.0,0,0,,0,0.3,0.0,-0.3,6,1,0,0,2
ITA-Serie A,2023-24,Udinese,Brenner,BRA,"MF,FW",23,2000,2.1,47,54,87.0,846,186,23,23,100.0,19,21,90.5,4,6,66.7,0,0.0,0.0,0.0,2,6,0,0,8
ITA-Serie A,2023-24,Udinese,Christian Kabasele,BEL,DF,32,1991,9.6,257,314,81.8,4608,1602,100,113,88.5,127,147,86.4,21,36,58.3,1,0.5,0.0,0.5,2,22,0,0,22
ITA-Serie A,2023-24,Udinese,Domingos Quina,POR,MF,23,1999,0.1,1,1,100.0,13,10,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
ITA-Serie A,2023-24,Udinese,Enzo Ebosse,CMR,DF,24,1999,0.1,12,15,80.0,222,57,4,4,100.0,7,9,77.8,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1
ITA-Serie A,2023-24,Udinese,Festy Ebosele,IRL,DF,20,2002,18.9,278,419,66.3,4631,1636,140,182,76.9,98,149,65.8,27,51,52.9,0,1.8,1.5,-1.8,15,22,11,5,35
ITA-Serie A,2023-24,Udinese,Florian Thauvin,FRA,FW,30,1993,19.0,385,548,70.3,6704,2190,189,231,81.8,131,179,73.2,49,91,53.8,3,4.2,4.1,-1.2,38,41,39,16,69
ITA-Serie A,2023-24,Udinese,Hassane Kamara,CIV,DF,29,1994,24.7,600,818,73.3,9975,4049,293,337,86.9,239,311,76.8,52,114,45.6,1,2.8,1.8,-1.8,21,42,25,17,81
ITA-Serie A,2023-24,Udinese,Isaac Success,NGA,"FW,MF",27,1996,9.8,130,204,63.7,1955,467,76,111,68.5,35,47,74.5,11,21,52.4,1,1.1,0.6,-0.1,11,16,4,0,17
ITA-Serie A,2023-24,Udinese,Jaka Bijol,SVN,DF,24,1999,23.2,645,822,78.5,13456,5996,198,231,85.7,342,396,86.4,99,176,56.3,0,0.2,0.5,-0.2,3,40,2,0,42
ITA-Serie A,2023-24,Udinese,Jordan Zemura,ZIM,DF,23,1999,11.5,242,346,69.9,3499,1539,154,178,86.5,69,109,63.3,11,33,33.3,0,0.4,0.3,-0.4,8,23,7,3,32
ITA-Serie A,2023-24,Udinese,João Ferreira,POR,DF,22,2001,20.2,649,858,75.6,12106,5431,282,325,86.8,263,326,80.7,88,158,55.7,1,0.9,0.9,0.1,13,60,11,6,61
ITA-Serie A,2023-24,Udinese,Keinan Davis,ENG,"FW,MF",25,1998,2.1,36,50,72.0,512,122,20,26,76.9,14,16,87.5,1,1,100.0,0,0.1,0.2,-0.1,3,3,2,0,6
ITA-Serie A,2023-24,Udinese,Kingsley Ehizibue,NED,DF,28,1995,10.6,175,257,68.1,2722,928,100,119,84.0,57,84,67.9,11,25,44.0,1,0.7,0.5,0.3,8,10,7,5,15
ITA-Serie A,2023-24,Udinese,Lautaro Gianetti,ARG,DF,29,1993,7.0,263,300,87.7,5442,2072,73,80,91.3,151,164,92.1,36,48,75.0,0,0.1,0.1,-0.1,1,7,0,0,4
ITA-Serie A,2023-24,Udinese,Lazar Samardzic,SRB,MF,21,2002,26.4,733,987,74.3,13441,4485,341,392,87.0,246,316,77.8,122,221,55.2,2,5.5,5.0,-3.5,62,86,15,4,83
ITA-Serie A,2023-24,Udinese,Lorenzo Lucca,ITA,FW,22,2000,28.8,271,454,59.7,3830,448,139,220,63.2,93,149,62.4,15,21,71.4,4,1.6,0.6,2.4,20,14,5,0,18
ITA-Serie A,2023-24,Udinese,Maduka Okoye,NGA,GK,23,1999,21.0,275,451,61.0,9258,7764,68,68,100.0,90,90,100.0,116,285,40.7,0,0.0,0.0,0.0,0,10,0,0,0
ITA-Serie A,2023-24,Udinese,Marco Silvestri,ITA,GK,32,1991,17.0,324,451,71.8,8621,6421,69,71,97.2,173,178,97.2,82,201,40.8,0,0.0,0.0,0.0,0,2,0,0,0
ITA-Serie A,2023-24,Udinese,Marley Aké,FRA,FW,22,2001,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2023-24,Udinese,Martín Payero,ARG,MF,24,1998,20.0,413,547,75.5,6151,1792,228,267,85.4,144,191,75.4,26,53,49.1,2,1.1,0.9,0.9,14,52,6,3,71
ITA-Serie A,2023-24,Udinese,Nehuén Pérez,ARG,DF,23,2000,36.0,1267,1599,79.2,24513,9872,481,540,89.1,617,713,86.5,155,303,51.2,0,0.2,0.4,-0.2,7,114,8,3,119
ITA-Serie A,2023-24,Udinese,Oier Zarraga,ESP,MF,24,1999,4.5,92,114,80.7,1474,488,54,58,93.1,31,39,79.5,7,14,50.0,0,0.0,0.1,0.0,2,9,1,0,8
ITA-Serie A,2023-24,Udinese,Roberto Pereyra,ARG,"FW,MF",32,1991,20.6,472,598,78.9,7424,2531,252,287,87.8,172,210,81.9,33,49,67.3,3,1.9,2.0,1.1,25,49,21,6,70
ITA-Serie A,2023-24,Udinese,Sandi Lovrić,SVN,MF,25,1998,22.1,543,718,75.6,9199,2859,265,309,85.8,189,232,81.5,61,120,50.8,3,3.3,3.0,-0.3,43,65,12,7,80
ITA-Serie A,2023-24,Udinese,Simone Pafundi,ITA,MF,17,2006,0.1,5,6,83.3,67,18,1,1,100.0,3,3,100.0,0,1,0.0,0,0.0,0.1,0.0,0,0,1,0,1
ITA-Serie A,2023-24,Udinese,Thomas Kristensen,DEN,DF,21,2002,23.3,662,863,76.7,12745,5457,262,307,85.3,316,399,79.2,77,132,58.3,1,0.4,0.2,0.6,4,33,2,0,47
ITA-Serie A,2023-24,Udinese,Vivaldo Semedo,POR,FW,18,2005,0.1,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2023-24,Udinese,Walace,BRA,MF,28,1995,36.0,1146,1437,79.7,21020,7147,480,555,86.5,523,604,86.6,125,226,55.3,0,1.1,0.8,-1.1,21,143,7,1,127
NED-Eredivisie,2023-24,AZ Alkmaar,Alexandre Penetra,POR,DF,21,2001,19.5,1107,1267,87.4,22450,8102,337,368,91.6,624,680,91.8,137,205,66.8,1,0.9,0.7,0.1,5,77,4,2,66
NED-Eredivisie,2023-24,AZ Alkmaar,Bruno Martins Indi,NED,DF,31,1992,8.4,531,610,87.0,10021,3806,207,224,92.4,267,289,92.4,53,85,62.4,2,2.1,1.0,-0.1,10,66,15,3,68
NED-Eredivisie,2023-24,AZ Alkmaar,Dani de Wit,NED,MF,25,1998,27.9,700,923,75.8,9257,2185,426,517,82.4,213,271,78.6,19,32,59.4,3,2.5,1.5,0.5,28,48,18,2,76
NED-Eredivisie,2023-24,AZ Alkmaar,Dave Kwakman,NED,MF,18,2004,0.8,61,64,95.3,1007,295,31,31,100.0,27,29,93.1,3,3,100.0,0,0.0,0.3,0.0,0,10,4,0,13
NED-Eredivisie,2023-24,AZ Alkmaar,David Møller Wolfe,NOR,DF,21,2002,26.4,1041,1315,79.2,15999,5305,555,623,89.1,406,498,81.5,51,107,47.7,2,2.8,4.5,-0.8,18,61,17,7,83
NED-Eredivisie,2023-24,AZ Alkmaar,Denso Kasius,NED,DF,20,2002,5.0,223,285,78.2,4257,1331,105,123,85.4,88,104,84.6,28,43,65.1,1,0.5,0.6,0.5,3,19,5,3,20
NED-Eredivisie,2023-24,AZ Alkmaar,Djordje Mihailovic,USA,MF,24,1998,3.1,95,115,82.6,1478,388,57,62,91.9,28,36,77.8,9,11,81.8,0,0.7,0.9,-0.7,7,5,4,1,13
NED-Eredivisie,2023-24,AZ Alkmaar,Ernest Poku,NED,FW,19,2004,7.4,142,199,71.4,1853,289,93,118,78.8,42,55,76.4,2,6,33.3,3,1.5,1.6,1.5,11,0,12,3,9
NED-Eredivisie,2023-24,AZ Alkmaar,Finn Stam,NED,DF,20,2003,0.4,15,18,83.3,312,139,6,6,100.0,5,6,83.3,4,6,66.7,0,0.0,0.0,0.0,0,1,0,0,1
NED-Eredivisie,2023-24,AZ Alkmaar,Hobie Verhulst,NED,GK,30,1993,1.0,32,46,69.6,1170,993,5,5,100.0,11,11,100.0,16,30,53.3,0,0.0,0.0,0.0,0,2,0,0,0
NED-Eredivisie,2023-24,AZ Alkmaar,Ibrahim Sadiq,GHA,"FW,MF",23,2000,7.3,177,234,75.6,2781,592,99,119,83.2,63,77,81.8,12,21,57.1,3,0.9,0.8,2.1,7,8,10,0,20
NED-Eredivisie,2023-24,AZ Alkmaar,Jayden Addai,NED,FW,17,2005,3.3,50,79,63.3,681,203,29,40,72.5,16,18,88.9,2,9,22.2,0,0.1,0.9,-0.1,3,4,1,0,8
NED-Eredivisie,2023-24,AZ Alkmaar,Jens Odgaard,DEN,"FW,MF",24,1999,4.9,106,155,68.4,1702,465,45,62,72.6,51,63,81.0,5,19,26.3,2,1.2,1.1,0.8,10,6,6,0,19
NED-Eredivisie,2023-24,AZ Alkmaar,Jordy Clasie,NED,MF,32,1991,27.4,1554,1766,88.0,26888,8288,698,749,93.2,685,746,91.8,142,207,68.6,3,2.2,2.7,0.8,26,200,23,0,211
NED-Eredivisie,2023-24,AZ Alkmaar,Kees Smit,NED,MF,17,2006,0.2,10,12,83.3,160,49,5,5,100.0,4,4,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
NED-Eredivisie,2023-24,AZ Alkmaar,Kenzo Goudmijn,NED,MF,21,2001,2.7,149,180,82.8,2514,664,72,81,88.9,64,74,86.5,10,18,55.6,0,0.2,0.2,-0.2,4,18,1,0,23
NED-Eredivisie,2023-24,AZ Alkmaar,Kristijan Belic,SRB,MF,22,2001,10.2,450,532,84.6,7808,1894,194,223,87.0,192,207,92.8,44,64,68.8,1,0.4,0.7,0.6,6,47,10,0,64
